"Status","Year","Ethnicity","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","50-59","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","SCS","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","SEO/HEO","80","70","37790","37730"
"Leaver Dept.","2022","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","EO","130","130","27580","27500"
"Leaver Dept.","2022","Black","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","SEO/HEO","90","90","34930","34020"
"Leaver Dept.","2022","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","30-39","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","30-39","EO","120","110","28090","27570"
"Leaver Dept.","2022","Black","30-39","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Black","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","30-39","SEO/HEO","160","150","36290","36330"
"Leaver Dept.","2022","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","40-49","AA/AO","40","30","[c]","[c]"
"Leaver Dept.","2022","Black","40-49","EO","80","80","27910","27570"
"Leaver Dept.","2022","Black","40-49","G6/G7","60","50","55250","52800"
"Leaver Dept.","2022","Black","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","40-49","SEO/HEO","150","140","36810","36640"
"Leaver Dept.","2022","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","50-59","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Black","50-59","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Black","50-59","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","50-59","SEO/HEO","70","70","37910","39250"
"Leaver Dept.","2022","Black","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","20-29","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","20-29","EO","90","80","27510","27570"
"Leaver Dept.","2022","Mixed","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","20-29","SEO/HEO","110","100","35140","34550"
"Leaver Dept.","2022","Mixed","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","30-39","EO","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","30-39","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Mixed","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","30-39","SEO/HEO","100","90","36730","36800"
"Leaver Dept.","2022","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","40-49","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","40-49","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","20-29","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","30-39","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","30-39","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","30-39","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","40-49","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","SEO/HEO","100","90","33900","33300"
"Leaver Dept.","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","G6/G7","70","60","55400","53600"
"Leaver Dept.","2022","Undeclared","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","SEO/HEO","140","130","37020","36980"
"Leaver Dept.","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","G6/G7","100","90","58490","57110"
"Leaver Dept.","2022","Undeclared","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","SEO/HEO","120","110","36930","36840"
"Leaver Dept.","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","G6/G7","80","80","59580","55710"
"Leaver Dept.","2022","Undeclared","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","SEO/HEO","90","80","36920","35840"
"Leaver Dept.","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","AA/AO","320","310","21430","21260"
"Leaver Dept.","2022","Unknown","20-29","EO","330","240","27460","27570"
"Leaver Dept.","2022","Unknown","20-29","G6/G7","140","80","55270","54700"
"Leaver Dept.","2022","Unknown","20-29","SEO/HEO","960","780","32970","32000"
"Leaver Dept.","2022","Unknown","20-29","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","AA/AO","150","140","21500","21130"
"Leaver Dept.","2022","Unknown","30-39","EO","190","170","27370","27570"
"Leaver Dept.","2022","Unknown","30-39","G6/G7","330","200","58320","56000"
"Leaver Dept.","2022","Unknown","30-39","SCS","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","SEO/HEO","500","390","35500","33930"
"Leaver Dept.","2022","Unknown","30-39","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","AA/AO","80","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","EO","110","80","27500","27570"
"Leaver Dept.","2022","Unknown","40-49","G6/G7","230","130","58760","55930"
"Leaver Dept.","2022","Unknown","40-49","SCS","70","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","SEO/HEO","210","130","37850","38000"
"Leaver Dept.","2022","Unknown","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","EO","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","G6/G7","130","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","SCS","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","SEO/HEO","150","80","36560","36520"
"Leaver Dept.","2022","Unknown","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","20-29","AA/AO","770","740","21350","21260"
"Leaver Dept.","2022","White","20-29","EO","1120","1090","26540","27450"
"Leaver Dept.","2022","White","20-29","G6/G7","250","230","54330","53600"
"Leaver Dept.","2022","White","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","20-29","SEO/HEO","1560","1490","34630","34020"
"Leaver Dept.","2022","White","20-29","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","White","30-39","AA/AO","450","420","21350","21260"
"Leaver Dept.","2022","White","30-39","EO","760","730","26630","27570"
"Leaver Dept.","2022","White","30-39","G6/G7","940","870","56740","54700"
"Leaver Dept.","2022","White","30-39","SCS","90","80","81630","76860"
"Leaver Dept.","2022","White","30-39","SEO/HEO","1570","1480","36190","36330"
"Leaver Dept.","2022","White","30-39","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","White","40-49","AA/AO","340","310","21460","21260"
"Leaver Dept.","2022","White","40-49","EO","560","530","26930","27570"
"Leaver Dept.","2022","White","40-49","G6/G7","970","880","58410","56170"
"Leaver Dept.","2022","White","40-49","SCS","200","180","90590","89960"
"Leaver Dept.","2022","White","40-49","SEO/HEO","1050","970","36670","36710"
"Leaver Dept.","2022","White","40-49","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","White","50-59","AA/AO","290","270","21210","21260"
"Leaver Dept.","2022","White","50-59","EO","450","430","26970","27570"
"Leaver Dept.","2022","White","50-59","G6/G7","700","650","59150","56860"
"Leaver Dept.","2022","White","50-59","SCS","180","160","105930","107720"
"Leaver Dept.","2022","White","50-59","SEO/HEO","780","720","36610","36330"
"Leaver Dept.","2022","White","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","AA/AO","60","60","21340","21260"
"Leaver Dept.","2022","White","60-64","EO","80","70","26760","27570"
"Leaver Dept.","2022","White","60-64","G6/G7","110","100","62280","60720"
"Leaver Dept.","2022","White","60-64","SCS","50","40","[c]","[c]"
"Leaver Dept.","2022","White","60-64","SEO/HEO","120","100","37150","36350"
"Leaver Dept.","2022","White","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2022","White","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2022","White","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Asian","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","AA/AO","600","580","21910","21010"
"New entrant CS","2021","Asian","20-29","EO","970","960","28630","27680"
"New entrant CS","2021","Asian","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","SEO/HEO","330","330","33770","32870"
"New entrant CS","2021","Asian","20-29","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Asian","30-39","AA/AO","260","250","21750","21010"
"New entrant CS","2021","Asian","30-39","EO","530","510","28770","27570"
"New entrant CS","2021","Asian","30-39","G6/G7","110","100","56450","54120"
"New entrant CS","2021","Asian","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","SEO/HEO","230","220","36460","36040"
"New entrant CS","2021","Asian","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","AA/AO","160","150","21710","21010"
"New entrant CS","2021","Asian","40-49","EO","270","260","28840","27570"
"New entrant CS","2021","Asian","40-49","G6/G7","90","90","59990","58000"
"New entrant CS","2021","Asian","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","SEO/HEO","120","120","36950","36770"
"New entrant CS","2021","Asian","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","AA/AO","70","70","21530","21010"
"New entrant CS","2021","Asian","50-59","EO","110","100","28430","27570"
"New entrant CS","2021","Asian","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","EO","[c]","[c]","[c]","[c]"
