"Status","Year","Region_ITL3","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Berkshire","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Berkshire","Undeclared","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","Berkshire","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Ministry of Defence","120","110","37220","40580"
"In post","2021","Berkshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Berkshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Environment, Food and Rural Affairs","110","110","31340","29180"
"In post","2021","Berkshire","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Work and Pensions","80","70","30210","29290"
"In post","2021","Berkshire","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","HM Revenue and Customs","80","70","35280","32520"
"In post","2021","Berkshire","Unknown","Ministry of Defence","190","180","32230","27680"
"In post","2021","Berkshire","Unknown","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Berkshire","Unknown","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Department for Transport","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Department for Work and Pensions","270","250","30980","31060"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Ministry of Defence","80","80","33250","33950"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Ministry of Justice","750","730","32130","32600"
"In post","2021","Bexley and Greenwich","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Ministry of Justice","90","80","32920","33880"
"In post","2021","Bexley and Greenwich","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Department for Work and Pensions","80","70","30910","31060"
"In post","2021","Bexley and Greenwich","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Ministry of Justice","300","280","30710","30150"
"In post","2021","Birmingham","Heterosexual / straight","Attorney General's Departments","340","320","38910","38000"
"In post","2021","Birmingham","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","360","340","36120","34280"
"In post","2021","Birmingham","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","Department for Transport","90","80","32170","30730"
"In post","2021","Birmingham","Heterosexual / straight","Department for Work and Pensions","1300","1180","27900","27570"
"In post","2021","Birmingham","Heterosexual / straight","Department of Health and Social Care","290","260","41190","33630"
"In post","2021","Birmingham","Heterosexual / straight","Food Standards Agency","50","50","38800","37910"
"In post","2021","Birmingham","Heterosexual / straight","HM Revenue and Customs","1650","1540","32670","31810"
"In post","2021","Birmingham","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","Home Office","100","90","29480","25310"
"In post","2021","Birmingham","Heterosexual / straight","Ministry of Defence","190","190","34280","33300"
"In post","2021","Birmingham","Heterosexual / straight","Ministry of Housing, Communities and Local Government","110","110","38280","36340"
"In post","2021","Birmingham","Heterosexual / straight","Ministry of Justice","2280","2120","26190","22570"
"In post","2021","Birmingham","Heterosexual / straight","National Crime Agency","310","300","37450","36410"
"In post","2021","Birmingham","Heterosexual / straight","Office for Standards in Education","130","130","55000","51360"
"In post","2021","Birmingham","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Heterosexual / straight","Other Cabinet Office Agencies","60","50","39710","34800"
"In post","2021","Birmingham","Heterosexual / straight","Water Services Regulation Authority","70","70","54370","50620"
"In post","2021","Birmingham","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Department for Work and Pensions","70","60","27540","27570"
"In post","2021","Birmingham","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","HM Revenue and Customs","80","70","32000","31810"
"In post","2021","Birmingham","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Ministry of Justice","120","120","27690","22720"
"In post","2021","Birmingham","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Department for Work and Pensions","200","170","28050","27570"
"In post","2021","Birmingham","Undeclared","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","HM Revenue and Customs","250","220","33990","31810"
"In post","2021","Birmingham","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Ministry of Justice","280","260","25810","22570"
"In post","2021","Birmingham","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Attorney General's Departments","130","120","41500","38760"
"In post","2021","Birmingham","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Department for Business, Energy and Industrial Strategy","260","250","28560","24250"
"In post","2021","Birmingham","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Department for Transport","50","50","28050","26470"
"In post","2021","Birmingham","Unknown","Department for Work and Pensions","670","580","25980","27570"
"In post","2021","Birmingham","Unknown","Department of Health and Social Care","110","100","46520","38020"
"In post","2021","Birmingham","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","HM Revenue and Customs","1020","950","28350","25560"
"In post","2021","Birmingham","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Ministry of Justice","470","440","24730","20650"
"In post","2021","Birmingham","Unknown","National Crime Agency","60","60","39670","38630"
"In post","2021","Birmingham","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Water Services Regulation Authority","100","90","48480","44000"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Department for Work and Pensions","240","210","27050","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Ministry of Justice","90","80","27020","22920"
"In post","2021","Blackburn with Darwen","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
