"Status","Year","Region_ITL2","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Outer London - East and North East","Female","SEO/HEO","160","150","38640","36760"
"In post","2021","Outer London - East and North East","Female","Unknown","210","200","32910","34100"
"In post","2021","Outer London - East and North East","Male","AA/AO","620","600","28450","28720"
"In post","2021","Outer London - East and North East","Male","EO","640","620","31700","31060"
"In post","2021","Outer London - East and North East","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Male","SEO/HEO","180","170","40750","39070"
"In post","2021","Outer London - East and North East","Male","Unknown","70","70","33590","33950"
"In post","2021","Outer London - South","Female","AA/AO","1280","1120","24260","25230"
"In post","2021","Outer London - South","Female","EO","1970","1800","29900","29570"
"In post","2021","Outer London - South","Female","G6/G7","710","680","62900","59980"
"In post","2021","Outer London - South","Female","SCS","40","40","[c]","[c]"
"In post","2021","Outer London - South","Female","SEO/HEO","1950","1850","38970","36940"
"In post","2021","Outer London - South","Female","Unknown","140","130","33650","32090"
"In post","2021","Outer London - South","Male","AA/AO","730","710","24110","25110"
"In post","2021","Outer London - South","Male","EO","1250","1230","30070","29570"
"In post","2021","Outer London - South","Male","G6/G7","880","860","63910","61280"
"In post","2021","Outer London - South","Male","SCS","30","30","[c]","[c]"
"In post","2021","Outer London - South","Male","SEO/HEO","1720","1690","39650","38770"
"In post","2021","Outer London - South","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Outer London - West and North West","Female","AA/AO","1170","1030","24910","25110"
"In post","2021","Outer London - West and North West","Female","EO","2170","1970","29970","30500"
"In post","2021","Outer London - West and North West","Female","G6/G7","280","270","58510","55920"
"In post","2021","Outer London - West and North West","Female","SCS","30","30","[c]","[c]"
"In post","2021","Outer London - West and North West","Female","SEO/HEO","1110","1050","37670","36590"
"In post","2021","Outer London - West and North West","Female","Unknown","190","190","32420","28690"
"In post","2021","Outer London - West and North West","Male","AA/AO","890","860","26510","25630"
"In post","2021","Outer London - West and North West","Male","EO","1850","1710","29880","30160"
"In post","2021","Outer London - West and North West","Male","G6/G7","280","270","60080","58440"
"In post","2021","Outer London - West and North West","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","Male","SEO/HEO","990","970","38660","37420"
"In post","2021","Outer London - West and North West","Male","Unknown","60","60","32550","29960"
"In post","2021","Overseas","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Female","EO","130","120","27990","27160"
"In post","2021","Overseas","Female","G6/G7","550","550","59480","58030"
"In post","2021","Overseas","Female","SCS","110","110","84260","75880"
"In post","2021","Overseas","Female","SEO/HEO","580","580","38720","36960"
"In post","2021","Overseas","Female","Unknown","100","100","[c]","[c]"
"In post","2021","Overseas","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Male","EO","150","150","28040","27370"
"In post","2021","Overseas","Male","G6/G7","780","780","60220","58030"
"In post","2021","Overseas","Male","SCS","180","180","87050","78410"
"In post","2021","Overseas","Male","SEO/HEO","960","960","40640","36920"
"In post","2021","Overseas","Male","Unknown","160","150","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","Female","AA/AO","1760","1560","21600","21010"
"In post","2021","Shropshire and Staffordshire","Female","EO","1330","1190","27130","27570"
"In post","2021","Shropshire and Staffordshire","Female","G6/G7","250","240","57140","53450"
"In post","2021","Shropshire and Staffordshire","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","Female","SEO/HEO","950","890","36500","34800"
"In post","2021","Shropshire and Staffordshire","Female","Unknown","240","210","29750","30210"
"In post","2021","Shropshire and Staffordshire","Male","AA/AO","1490","1430","23910","22350"
"In post","2021","Shropshire and Staffordshire","Male","EO","1140","1100","28210","27570"
"In post","2021","Shropshire and Staffordshire","Male","G6/G7","250","240","59160","54540"
"In post","2021","Shropshire and Staffordshire","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","Male","SEO/HEO","760","740","37990","37890"
"In post","2021","Shropshire and Staffordshire","Male","Unknown","120","110","32940","34320"
"In post","2021","South Yorkshire","Female","AA/AO","1770","1470","21280","21010"
"In post","2021","South Yorkshire","Female","EO","1660","1420","26820","27570"
"In post","2021","South Yorkshire","Female","G6/G7","580","550","54950","52070"
"In post","2021","South Yorkshire","Female","SCS","40","30","[c]","[c]"
"In post","2021","South Yorkshire","Female","SEO/HEO","1390","1280","34720","33870"
"In post","2021","South Yorkshire","Female","Unknown","280","250","29070","28200"
"In post","2021","South Yorkshire","Male","AA/AO","1320","1260","22980","21430"
"In post","2021","South Yorkshire","Male","EO","1070","1030","27340","27370"
"In post","2021","South Yorkshire","Male","G6/G7","580","570","56500","53120"
"In post","2021","South Yorkshire","Male","SCS","40","40","[c]","[c]"
"In post","2021","South Yorkshire","Male","SEO/HEO","1130","1100","35640","35310"
"In post","2021","South Yorkshire","Male","Unknown","60","60","29830","30210"
"In post","2021","Southern Scotland","Female","AA/AO","1380","1130","21220","21010"
"In post","2021","Southern Scotland","Female","EO","1100","950","26950","27570"
"In post","2021","Southern Scotland","Female","G6/G7","250","240","54720","52580"
"In post","2021","Southern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Female","SEO/HEO","740","700","35400","33930"
"In post","2021","Southern Scotland","Male","AA/AO","850","800","21730","20140"
"In post","2021","Southern Scotland","Male","EO","790","750","26810","27150"
"In post","2021","Southern Scotland","Male","G6/G7","240","230","56450","53910"
"In post","2021","Southern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Male","SEO/HEO","620","600","35460","33930"
"In post","2021","Surrey, East and West Sussex","Female","AA/AO","1580","1370","23340","21430"
"In post","2021","Surrey, East and West Sussex","Female","EO","1780","1570","27940","27570"
"In post","2021","Surrey, East and West Sussex","Female","G6/G7","240","220","58670","54990"
"In post","2021","Surrey, East and West Sussex","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Female","SEO/HEO","780","730","36650","35010"
"In post","2021","Surrey, East and West Sussex","Female","Unknown","310","280","29650","30210"
"In post","2021","Surrey, East and West Sussex","Male","AA/AO","1350","1290","25600","24220"
"In post","2021","Surrey, East and West Sussex","Male","EO","1220","1130","28650","27570"
"In post","2021","Surrey, East and West Sussex","Male","G6/G7","230","230","58680","56540"
"In post","2021","Surrey, East and West Sussex","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Male","SEO/HEO","700","680","37930","37310"
"In post","2021","Surrey, East and West Sussex","Male","Unknown","80","80","28960","24320"
"In post","2021","Tees Valley and Durham","Female","AA/AO","2600","2200","21900","21010"
"In post","2021","Tees Valley and Durham","Female","EO","1450","1270","27130","27570"
"In post","2021","Tees Valley and Durham","Female","G6/G7","190","180","55780","52200"
"In post","2021","Tees Valley and Durham","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Female","SEO/HEO","840","780","35340","34290"
"In post","2021","Tees Valley and Durham","Female","Unknown","290","270","29290","28200"
"In post","2021","Tees Valley and Durham","Male","AA/AO","2080","1950","24250","21950"
"In post","2021","Tees Valley and Durham","Male","EO","930","880","28110","27570"
"In post","2021","Tees Valley and Durham","Male","G6/G7","170","170","56830","52580"
"In post","2021","Tees Valley and Durham","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Male","SEO/HEO","600","580","37440","36780"
"In post","2021","Tees Valley and Durham","Male","Unknown","80","70","30200","30210"
"In post","2021","Unknown","Female","AA/AO","160","140","22450","21010"
"In post","2021","Unknown","Female","EO","360","330","28060","27570"
"In post","2021","Unknown","Female","G6/G7","110","100","56820","54700"
"In post","2021","Unknown","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","SEO/HEO","400","390","33560","32000"
"In post","2021","Unknown","Female","Unknown","170","170","33050","32700"
"In post","2021","Unknown","Male","AA/AO","90","80","21840","21010"
"In post","2021","Unknown","Male","EO","230","220","28000","27570"
"In post","2021","Unknown","Male","G6/G7","90","90","58380","55000"
"In post","2021","Unknown","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","SEO/HEO","360","360","34840","32750"
"In post","2021","Unknown","Male","Unknown","1750","1740","37670","34160"
"In post","2021","West Central Scotland","Female","AA/AO","3810","3210","21250","21010"
"In post","2021","West Central Scotland","Female","EO","2800","2510","27300","27570"
"In post","2021","West Central Scotland","Female","G6/G7","730","700","60150","61010"
"In post","2021","West Central Scotland","Female","SCS","30","30","[c]","[c]"
"In post","2021","West Central Scotland","Female","SEO/HEO","2100","1980","36490","34290"
"In post","2021","West Central Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Male","AA/AO","3180","3040","23200","21010"
"In post","2021","West Central Scotland","Male","EO","2390","2280","28740","27570"
"In post","2021","West Central Scotland","Male","G6/G7","680","670","60770","61010"
"In post","2021","West Central Scotland","Male","SCS","40","40","[c]","[c]"
"In post","2021","West Central Scotland","Male","SEO/HEO","2080","2010","37510","35810"
"In post","2021","West Central Scotland","Male","Unknown","50","50","43160","45130"
"In post","2021","West Midlands","Female","AA/AO","3280","2780","20730","20650"
"In post","2021","West Midlands","Female","EO","3560","3150","26710","27570"
"In post","2021","West Midlands","Female","G6/G7","910","860","55830","52580"
"In post","2021","West Midlands","Female","SCS","90","80","96020","87320"
"In post","2021","West Midlands","Female","SEO/HEO","2400","2260","35110","33410"
"In post","2021","West Midlands","Female","Unknown","580","520","28840","28200"
"In post","2021","West Midlands","Male","AA/AO","2000","1910","21210","20640"
"In post","2021","West Midlands","Male","EO","2240","2160","26910","27570"
"In post","2021","West Midlands","Male","G6/G7","850","840","57380","53500"
"In post","2021","West Midlands","Male","SCS","80","80","97280","89500"
"In post","2021","West Midlands","Male","SEO/HEO","2030","1990","35700","33990"
"In post","2021","West Midlands","Male","Unknown","180","180","30360","28200"
"In post","2021","West Wales and The Valleys","Female","AA/AO","4710","3870","20870","21590"
"In post","2021","West Wales and The Valleys","Female","EO","2400","2140","27250","27570"
"In post","2021","West Wales and The Valleys","Female","G6/G7","340","320","60650","60830"
"In post","2021","West Wales and The Valleys","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Female","SEO/HEO","1720","1610","37650","37410"
"In post","2021","West Wales and The Valleys","Female","Unknown","490","450","29300","28200"
"In post","2021","West Wales and The Valleys","Male","AA/AO","2490","2360","21490","21590"
"In post","2021","West Wales and The Valleys","Male","EO","1510","1460","27530","27570"
"In post","2021","West Wales and The Valleys","Male","G6/G7","470","460","62150","60830"
"In post","2021","West Wales and The Valleys","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Male","SEO/HEO","1420","1380","38900","37410"
"In post","2021","West Wales and The Valleys","Male","Unknown","130","120","31240","30210"
"In post","2021","West Yorkshire","Female","AA/AO","2760","2340","21480","21010"
"In post","2021","West Yorkshire","Female","EO","2840","2520","26720","27570"
"In post","2021","West Yorkshire","Female","G6/G7","990","930","55020","52580"
"In post","2021","West Yorkshire","Female","SCS","80","70","85010","76560"
"In post","2021","West Yorkshire","Female","SEO/HEO","2480","2310","34460","32710"
"In post","2021","West Yorkshire","Female","Unknown","430","390","30080","30210"
"In post","2021","West Yorkshire","Male","AA/AO","2310","2200","22640","21010"
"In post","2021","West Yorkshire","Male","EO","2240","2170","27150","27570"
"In post","2021","West Yorkshire","Male","G6/G7","930","910","56310","52760"
"In post","2021","West Yorkshire","Male","SCS","90","80","88290","79880"
"In post","2021","West Yorkshire","Male","SEO/HEO","2000","1940","35340","33920"
"In post","2021","West Yorkshire","Male","Unknown","120","120","30500","31340"
"In post","2022","Bedfordshire and Hertfordshire","Female","AA/AO","660","590","23980","23230"
"In post","2022","Bedfordshire and Hertfordshire","Female","EO","950","860","28850","29290"
"In post","2022","Bedfordshire and Hertfordshire","Female","G6/G7","210","200","61100","59730"
"In post","2022","Bedfordshire and Hertfordshire","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Female","SEO/HEO","540","510","38900","37800"
"In post","2022","Bedfordshire and Hertfordshire","Female","Unknown","330","300","29590","28200"
"In post","2022","Bedfordshire and Hertfordshire","Male","AA/AO","530","520","25910","24920"
"In post","2022","Bedfordshire and Hertfordshire","Male","EO","670","640","29290","29290"
"In post","2022","Bedfordshire and Hertfordshire","Male","G6/G7","200","200","61710","59730"
"In post","2022","Bedfordshire and Hertfordshire","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Male","SEO/HEO","510","500","38790","37660"
"In post","2022","Bedfordshire and Hertfordshire","Male","Unknown","80","80","29540","27810"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Female","AA/AO","1520","1390","23870","21960"
