"Status","Year","Ethnicity","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Internal Audit","50","50","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Legal","230","220","50610","51250"
"In post","2021","Asian","Government Legal Department","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","No function","50","50","49160","43740"
"In post","2021","Asian","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Legal","120","110","40400","40850"
"In post","2021","Asian","HM Courts and Tribunals Service","No function","1270","1140","22540","21530"
"In post","2021","Asian","HM Courts and Tribunals Service","Project Delivery","30","30","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","No function","160","150","27130","27130"
"In post","2021","Asian","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","Commercial","40","40","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","No function","1440","1350","30660","29750"
"In post","2021","Asian","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Analysis","70","60","40440","36160"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Communications","280","270","28660","25560"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Counter Fraud","570","550","31870","29570"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Debt","350","300","23540","24120"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","160","160","38970","32340"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Finance","170","160","33140","29570"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Human Resources","70","70","33690","31810"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Legal","120","110","35360","31810"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","No function","2100","1940","28980","25560"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Project Delivery","270","260","42410","38630"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","No function","140","140","43580","37900"
"In post","2021","Asian","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","Unknown","4500","4160","31280","28810"
"In post","2021","Asian","Insolvency Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","No function","110","100","26210","24500"
"In post","2021","Asian","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","No function","50","50","23820","21170"
"In post","2021","Asian","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","No function","50","40","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
