"Status","Year","Sex","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Female","No function","Unknown","1720","1620","39880","32000"
"Leaver Dept.","2022","Female","Project Delivery","Heterosexual / straight","240","230","39140","36250"
"Leaver Dept.","2022","Female","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Heterosexual / straight","770","720","34580","28670"
"Leaver Dept.","2022","Female","Unknown","LGBO","50","50","36810","31990"
"Leaver Dept.","2022","Female","Unknown","Undeclared","120","70","37450","32390"
"Leaver Dept.","2022","Female","Unknown","Unknown","1060","860","36070","30750"
"Leaver Dept.","2022","Male","Analysis","Heterosexual / straight","140","130","44790","39820"
"Leaver Dept.","2022","Male","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Undeclared","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Unknown","50","50","37750","35100"
"Leaver Dept.","2022","Male","Commercial","Heterosexual / straight","100","90","44640","41410"
"Leaver Dept.","2022","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Heterosexual / straight","100","90","43790","37290"
"Leaver Dept.","2022","Male","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Undeclared","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Heterosexual / straight","230","230","43390","38660"
"Leaver Dept.","2022","Male","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Undeclared","90","50","43810","38610"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Unknown","90","90","41550","38950"
"Leaver Dept.","2022","Male","Finance","Heterosexual / straight","170","150","42190","39000"
"Leaver Dept.","2022","Male","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Heterosexual / straight","140","130","36210","32000"
"Leaver Dept.","2022","Male","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","No function","Heterosexual / straight","3340","3200","39380","32330"
"Leaver Dept.","2022","Male","No function","LGBO","450","420","38670","32780"
"Leaver Dept.","2022","Male","No function","Undeclared","610","440","41760","34590"
"Leaver Dept.","2022","Male","No function","Unknown","1180","1160","42030","33250"
"Leaver Dept.","2022","Male","Project Delivery","Heterosexual / straight","270","260","40040","36650"
"Leaver Dept.","2022","Male","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Heterosexual / straight","50","50","46490","40020"
"Leaver Dept.","2022","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Heterosexual / straight","60","60","36510","33300"
"Leaver Dept.","2022","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Heterosexual / straight","650","630","36220","30330"
"Leaver Dept.","2022","Male","Unknown","LGBO","60","50","35580","31770"
"Leaver Dept.","2022","Male","Unknown","Undeclared","100","80","36030","31100"
"Leaver Dept.","2022","Male","Unknown","Unknown","940","780","37060","34290"
"Leaver Dept.","2022","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Heterosexual / straight","360","350","33910","32430"
"New entrant CS","2021","Female","Analysis","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Female","Analysis","Unknown","140","140","35050","31870"
"New entrant CS","2021","Female","Commercial","Heterosexual / straight","190","180","34520","33000"
"New entrant CS","2021","Female","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Unknown","180","170","57580","59610"
"New entrant CS","2021","Female","Communications","Heterosexual / straight","290","280","31980","27500"
"New entrant CS","2021","Female","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Unknown","330","320","30020","25560"
"New entrant CS","2021","Female","Counter Fraud","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Debt","Heterosexual / straight","130","130","20580","20140"
"New entrant CS","2021","Female","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Debt","Unknown","350","340","20400","20140"
"New entrant CS","2021","Female","Digital, Data & Technology","Heterosexual / straight","350","340","39310","36500"
"New entrant CS","2021","Female","Digital, Data & Technology","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data & Technology","Unknown","280","280","37730","33150"
"New entrant CS","2021","Female","Finance","Heterosexual / straight","270","260","34250","31040"
"New entrant CS","2021","Female","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Unknown","130","130","34160","32790"
"New entrant CS","2021","Female","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Heterosexual / straight","430","410","32360","28840"
"New entrant CS","2021","Female","Human Resources","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Unknown","140","140","32660","28000"
"New entrant CS","2021","Female","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Heterosexual / straight","600","580","36170","33550"
"New entrant CS","2021","Female","Legal","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Legal","Undeclared","90","90","26720","20850"
"New entrant CS","2021","Female","Legal","Unknown","190","180","34260","27370"
"New entrant CS","2021","Female","No function","Heterosexual / straight","6510","6170","28420","24660"
"New entrant CS","2021","Female","No function","LGBO","700","680","27330","24860"
"New entrant CS","2021","Female","No function","Undeclared","620","570","30910","27960"
"New entrant CS","2021","Female","No function","Unknown","4380","4210","25930","22680"
"New entrant CS","2021","Female","Project Delivery","Heterosexual / straight","530","520","35180","33000"
"New entrant CS","2021","Female","Project Delivery","LGBO","50","50","33660","30850"
"New entrant CS","2021","Female","Project Delivery","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Unknown","180","170","35370","32870"
"New entrant CS","2021","Female","Property","Heterosexual / straight","180","170","29110","26350"
"New entrant CS","2021","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Unknown","100","100","25630","24500"
"New entrant CS","2021","Female","Security","Heterosexual / straight","120","110","25390","23850"
"New entrant CS","2021","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Unknown","80","80","27020","23090"
"New entrant CS","2021","Female","Unknown","Heterosexual / straight","9260","8970","27270","27570"
"New entrant CS","2021","Female","Unknown","LGBO","780","770","27000","27570"
"New entrant CS","2021","Female","Unknown","Undeclared","540","520","28030","27570"
"New entrant CS","2021","Female","Unknown","Unknown","2620","2520","30440","27570"
"New entrant CS","2021","Male","Analysis","Heterosexual / straight","330","330","33880","32540"
"New entrant CS","2021","Male","Analysis","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Unknown","200","200","34960","31810"
"New entrant CS","2021","Male","Commercial","Heterosexual / straight","160","160","38220","34550"
"New entrant CS","2021","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Unknown","190","190","66560","68000"
"New entrant CS","2021","Male","Communications","Heterosexual / straight","230","230","30650","25560"
"New entrant CS","2021","Male","Communications","LGBO","50","50","31940","25560"
"New entrant CS","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Unknown","350","350","29610","25560"
"New entrant CS","2021","Male","Counter Fraud","Heterosexual / straight","60","50","33070","30350"
"New entrant CS","2021","Male","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Male","Debt","Heterosexual / straight","120","120","20650","20140"
"New entrant CS","2021","Male","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Unknown","330","320","20530","20140"
"New entrant CS","2021","Male","Digital, Data & Technology","Heterosexual / straight","570","570","41370","38160"
"New entrant CS","2021","Male","Digital, Data & Technology","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Undeclared","60","60","41190","36800"
"New entrant CS","2021","Male","Digital, Data & Technology","Unknown","470","470","39470","35960"
"New entrant CS","2021","Male","Finance","Heterosexual / straight","200","200","38280","33290"
"New entrant CS","2021","Male","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Unknown","120","110","32570","32180"
"New entrant CS","2021","Male","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Heterosexual / straight","140","140","34370","28000"
"New entrant CS","2021","Male","Human Resources","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Unknown","70","70","29020","27270"
"New entrant CS","2021","Male","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Heterosexual / straight","300","300","38880","38000"
"New entrant CS","2021","Male","Legal","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Legal","Undeclared","50","50","32870","24000"
"New entrant CS","2021","Male","Legal","Unknown","100","100","34410","28600"
"New entrant CS","2021","Male","No function","Heterosexual / straight","4540","4450","29940","26000"
"New entrant CS","2021","Male","No function","LGBO","550","540","29030","26250"
"New entrant CS","2021","Male","No function","Undeclared","390","370","34670","30460"
"New entrant CS","2021","Male","No function","Unknown","3510","3430","26960","22850"
"New entrant CS","2021","Male","Project Delivery","Heterosexual / straight","720","720","38370","35000"
"New entrant CS","2021","Male","Project Delivery","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Unknown","260","260","32200","29540"
"New entrant CS","2021","Male","Property","Heterosexual / straight","260","260","34320","32320"
"New entrant CS","2021","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Unknown","150","150","29330","25140"
"New entrant CS","2021","Male","Security","Heterosexual / straight","350","350","27090","23540"
"New entrant CS","2021","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Unknown","240","230","27890","25540"
"New entrant CS","2021","Male","Unknown","Heterosexual / straight","6480","6440","27540","27570"
"New entrant CS","2021","Male","Unknown","LGBO","800","800","26790","27570"
"New entrant CS","2021","Male","Unknown","Undeclared","410","410","28620","27570"
"New entrant CS","2021","Male","Unknown","Unknown","2160","2130","31000","27570"
"New entrant CS","2021","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Heterosexual / straight","440","420","33330","30710"
"New entrant CS","2022","Female","Analysis","LGBO","70","70","31560","30710"
"New entrant CS","2022","Female","Analysis","Undeclared","80","60","35440","30710"
"New entrant CS","2022","Female","Analysis","Unknown","130","120","31540","29750"
"New entrant CS","2022","Female","Commercial","Heterosexual / straight","290","280","34120","31680"
"New entrant CS","2022","Female","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Undeclared","60","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Unknown","170","170","51350","49280"
"New entrant CS","2022","Female","Communications","Heterosexual / straight","430","420","32120","27270"
"New entrant CS","2022","Female","Communications","LGBO","50","50","30770","27270"
"New entrant CS","2022","Female","Communications","Undeclared","80","60","33910","27270"
"New entrant CS","2022","Female","Communications","Unknown","250","250","29980","26590"
"New entrant CS","2022","Female","Counter Fraud","Heterosexual / straight","560","550","26400","26590"
"New entrant CS","2022","Female","Counter Fraud","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Unknown","190","190","27590","26590"
"New entrant CS","2022","Female","Debt","Heterosexual / straight","390","370","21670","21250"
"New entrant CS","2022","Female","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Unknown","180","170","21430","21250"
"New entrant CS","2022","Female","Digital, Data & Technology","Heterosexual / straight","680","660","36520","33380"
"New entrant CS","2022","Female","Digital, Data & Technology","LGBO","90","90","34490","32790"
"New entrant CS","2022","Female","Digital, Data & Technology","Undeclared","100","90","35660","33080"
"New entrant CS","2022","Female","Digital, Data & Technology","Unknown","240","240","36950","33840"
"New entrant CS","2022","Female","Finance","Heterosexual / straight","400","380","33200","30200"
"New entrant CS","2022","Female","Finance","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Finance","Undeclared","90","50","32800","28970"
"New entrant CS","2022","Female","Finance","Unknown","120","120","35980","33080"
"New entrant CS","2022","Female","Grants Management","Heterosexual / straight","90","80","21550","21300"
"New entrant CS","2022","Female","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Unknown","190","180","21510","21300"
"New entrant CS","2022","Female","Human Resources","Heterosexual / straight","660","630","32550","28000"
"New entrant CS","2022","Female","Human Resources","LGBO","60","60","30100","26560"
"New entrant CS","2022","Female","Human Resources","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Unknown","180","170","31550","27570"
"New entrant CS","2022","Female","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Heterosexual / straight","710","680","36110","29280"
"New entrant CS","2022","Female","Legal","LGBO","50","50","28310","24680"
"New entrant CS","2022","Female","Legal","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Legal","Unknown","70","70","38960","37230"
"New entrant CS","2022","Female","No function","Heterosexual / straight","15070","14390","28050","26250"
"New entrant CS","2022","Female","No function","LGBO","1600","1560","27550","24970"
"New entrant CS","2022","Female","No function","Undeclared","1140","1040","30360","27570"
"New entrant CS","2022","Female","No function","Unknown","7340","6930","26900","24800"
"New entrant CS","2022","Female","Project Delivery","Heterosexual / straight","570","550","34080","30930"
"New entrant CS","2022","Female","Project Delivery","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Unknown","210","200","32620","29230"
"New entrant CS","2022","Female","Property","Heterosexual / straight","270","260","32110","26350"
"New entrant CS","2022","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Unknown","210","200","27470","23330"
"New entrant CS","2022","Female","Security","Heterosexual / straight","140","130","28780","26350"
"New entrant CS","2022","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Unknown","70","70","28080","25540"
"New entrant CS","2022","Female","Unknown","Heterosexual / straight","2160","2080","30610","27230"
"New entrant CS","2022","Female","Unknown","LGBO","240","240","29330","27230"
"New entrant CS","2022","Female","Unknown","Undeclared","160","140","31600","27570"
"New entrant CS","2022","Female","Unknown","Unknown","2690","2560","29260","27230"
"New entrant CS","2022","Male","Analysis","Heterosexual / straight","490","480","34930","31800"
"New entrant CS","2022","Male","Analysis","LGBO","70","70","32230","31800"
"New entrant CS","2022","Male","Analysis","Undeclared","60","50","[c]","[c]"
"New entrant CS","2022","Male","Analysis","Unknown","150","150","33930","29860"
"New entrant CS","2022","Male","Commercial","Heterosexual / straight","210","200","34900","33000"
"New entrant CS","2022","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Unknown","180","180","61310","65000"
"New entrant CS","2022","Male","Communications","Heterosexual / straight","330","330","30040","26590"
"New entrant CS","2022","Male","Communications","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Communications","Undeclared","60","50","[c]","[c]"
"New entrant CS","2022","Male","Communications","Unknown","260","260","28820","26590"
"New entrant CS","2022","Male","Counter Fraud","Heterosexual / straight","520","520","27620","26590"
"New entrant CS","2022","Male","Counter Fraud","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Unknown","170","170","28460","26590"
"New entrant CS","2022","Male","Debt","Heterosexual / straight","230","230","21630","21250"
"New entrant CS","2022","Male","Debt","LGBO","40","30","[c]","[c]"
"New entrant CS","2022","Male","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Debt","Unknown","130","130","21990","21250"
"New entrant CS","2022","Male","Digital, Data & Technology","Heterosexual / straight","1110","1100","38740","36000"
"New entrant CS","2022","Male","Digital, Data & Technology","LGBO","100","100","37350","33080"
"New entrant CS","2022","Male","Digital, Data & Technology","Undeclared","160","140","37850","33080"
"New entrant CS","2022","Male","Digital, Data & Technology","Unknown","410","410","37310","33370"
"New entrant CS","2022","Male","Finance","Heterosexual / straight","310","300","34140","31990"
"New entrant CS","2022","Male","Finance","LGBO","40","30","[c]","[c]"
"New entrant CS","2022","Male","Finance","Undeclared","60","40","[c]","[c]"
"New entrant CS","2022","Male","Finance","Unknown","130","130","33680","30450"
"New entrant CS","2022","Male","Grants Management","Heterosexual / straight","70","60","22350","21300"
"New entrant CS","2022","Male","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Grants Management","Unknown","150","140","21630","21300"
"New entrant CS","2022","Male","Human Resources","Heterosexual / straight","230","220","32080","27570"
"New entrant CS","2022","Male","Human Resources","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Unknown","100","100","37340","32790"
"New entrant CS","2022","Male","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Heterosexual / straight","300","290","38780","38000"
"New entrant CS","2022","Male","Legal","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Heterosexual / straight","9790","9600","28780","26590"
"New entrant CS","2022","Male","No function","LGBO","1110","1100","28260","26590"
"New entrant CS","2022","Male","No function","Undeclared","750","710","30820","27570"
"New entrant CS","2022","Male","No function","Unknown","5100","4930","27690","25710"
"New entrant CS","2022","Male","Project Delivery","Heterosexual / straight","750","740","37690","34000"
"New entrant CS","2022","Male","Project Delivery","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Unknown","310","310","32770","32000"
"New entrant CS","2022","Male","Property","Heterosexual / straight","320","320","35830","33000"
"New entrant CS","2022","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Unknown","230","220","32250","26030"
"New entrant CS","2022","Male","Security","Heterosexual / straight","330","330","30080","25540"
"New entrant CS","2022","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Unknown","280","280","27300","25000"
