"Status","Year","Function_of_post","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Analysis","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Buckinghamshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Camden and City of London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Camden and City of London","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Camden and City of London","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Camden and City of London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cardiff and Vale of Glamorgan","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","City of Edinburgh","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","City of Edinburgh","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","City of Edinburgh","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Coventry","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Croydon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Darlington","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Dorset CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Merseyside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Sussex CC","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Glasgow City","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Glasgow City","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Greater Manchester South West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Hackney and Newham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Leeds","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Leeds","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Leeds","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Liverpool","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Manchester","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Manchester","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Manchester","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Monmouthshire and Newport","United Kingdom Statistics Authority","200","190","28890","29540"
"New entrant CS","2021","Analysis","Nottingham","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Nottingham","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Plymouth","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Sheffield","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South Hampshire","United Kingdom Statistics Authority","80","70","28770","29540"
"New entrant CS","2021","Analysis","Southampton","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Southend-on-Sea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Suffolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Swansea","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tower Hamlets","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tower Hamlets","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","Tower Hamlets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tyneside","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tyneside","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Department for Business, Energy and Industrial Strategy","60","60","32760","33570"
"New entrant CS","2021","Analysis","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Department for International Trade","70","70","30120","31800"
"New entrant CS","2021","Analysis","Westminster","Department for Transport","100","100","34550","32690"
"New entrant CS","2021","Analysis","Westminster","Department of Health and Social Care","60","60","52580","53360"
"New entrant CS","2021","Analysis","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Westminster","United Kingdom Statistics Authority","160","160","35630","32540"
"New entrant CS","2021","Analysis","Wiltshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","York","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Barnet","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Berkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Birmingham","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Birmingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Birmingham","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Blackpool","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Bristol, City of","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Bristol, City of","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Bristol, City of","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Buckinghamshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Buckinghamshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Camden and City of London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Camden and City of London","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Cardiff and Vale of Glamorgan","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Cardiff and Vale of Glamorgan","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Central Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Chorley and West Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","City of Edinburgh","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Clackmannanshire and Fife","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Coventry","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Coventry","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Croydon","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Croydon","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Croydon","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Darlington","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Darlington","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Devon CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Devon CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Dorset CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Merseyside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Riding of Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Glasgow City","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Glasgow City","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Greater Manchester South West","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Greater Manchester South West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Herefordshire, County of","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Hertfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Hounslow and Richmond upon Thames","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Lambeth","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Leeds","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Leeds","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Leeds","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Leeds","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Leicestershire CC and Rutland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Lewisham and Southwark","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Liverpool","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Liverpool","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Manchester","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Manchester","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Monmouthshire and Newport","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Monmouthshire and Newport","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North Yorkshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Norwich and East Norfolk","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Norwich and East Norfolk","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Nottingham","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Nottingham","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Nottingham","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Plymouth","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Portsmouth","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Portsmouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Sefton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Sefton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Sheffield","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Sheffield","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South and West Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South Hampshire","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Staffordshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Stoke-on-Trent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Swansea","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Swindon","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Telford and Wrekin","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tower Hamlets","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tower Hamlets","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tower Hamlets","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tyneside","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tyneside","Department for Education","[c]","[c]","[c]","[c]"
