"Status","Year","Organisation","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","No function","140","140","48600","50210"
"In post","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared disabled","No function","110","100","22680","20440"
"In post","2021","Legal Aid Agency","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared non-disabled","Commercial","130","130","38140","39280"
"In post","2021","Legal Aid Agency","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Declared non-disabled","Legal","60","60","47720","42720"
"In post","2021","Legal Aid Agency","Declared non-disabled","No function","680","630","25580","21960"
"In post","2021","Legal Aid Agency","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Undeclared","No function","80","70","23090","20900"
"In post","2021","Legal Aid Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","No function","60","50","19750","19930"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","No function","50","50","33060","26780"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Digital, Data & Technology","80","80","40550","37500"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","No function","650","630","39200","36040"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","No function","70","70","37350","35180"
"In post","2021","Maritime and Coastguard Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","No function","220","210","31720","26590"
"In post","2021","Maritime and Coastguard Agency","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","Unknown","460","440","51880","53100"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","590","570","46350","40850"
"In post","2021","Met Office","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Commercial","180","180","43300","40140"
"In post","2021","Met Office","Declared non-disabled","Communications","30","30","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Digital, Data & Technology","830","790","40520","39650"
"In post","2021","Met Office","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Human Resources","60","60","38620","33860"
"In post","2021","Met Office","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","No function","400","390","37640","37750"
"In post","2021","Met Office","Declared non-disabled","Project Delivery","400","380","41050","39650"
"In post","2021","Met Office","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Commercial","190","180","35690","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Communications","50","50","33160","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Digital, Data & Technology","90","90","30300","27170"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Finance","140","130","36120","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Human Resources","190","180","31060","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
