"Status","Year","Profession_of_post","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Attorney General's Departments","80","70","45450","40270"
"In post","2021","Counter Fraud","Unknown","Department for Business, Energy and Industrial Strategy","110","100","39160","39170"
"In post","2021","Counter Fraud","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Attorney General's Departments","140","140","40910","38180"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Competition and Markets Authority","60","60","56130","51270"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","420","410","44060","40050"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department for Education","570","550","39700","36780"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department for Environment, Food and Rural Affairs","500","490","44000","47550"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department for International Trade","60","60","45480","43000"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department for Transport","740","730","40190","37660"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Department of Health and Social Care","190","180","43750","40850"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Food Standards Agency","50","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Foreign, Commonwealth and Development Office","200","200","43160","40330"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","HM Land Registry","380","350","39360","38450"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","HM Revenue and Customs","1110","1050","40270","38630"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Home Office","910","890","50030","45170"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Ministry of Defence","1040","1010","36790","33300"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Ministry of Housing, Communities and Local Government","90","90","46380","41610"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Ministry of Justice","650","640","44690","41750"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","National Crime Agency","200","190","41180","38490"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Office for Standards in Education","60","60","46380","39850"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Other Cabinet Office Agencies","80","80","42770","40000"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Scottish Government","100","90","42340","36930"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","The National Archives","60","50","38480","35530"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","UK Export Finance","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","United Kingdom Statistics Authority","320","320","42490","39000"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","Welsh Government","180","170","38060","37410"
"In post","2021","Digital, Data and Technology","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department for Education","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department for Transport","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","HM Revenue and Customs","60","60","38740","34260"
"In post","2021","Digital, Data and Technology","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Home Office","50","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Ministry of Justice","60","60","49520","48500"
"In post","2021","Digital, Data and Technology","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Business, Energy and Industrial Strategy","70","70","44530","41660"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Education","70","70","40020","36870"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Environment, Food and Rural Affairs","70","60","42020","39910"
"In post","2021","Digital, Data and Technology","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Transport","210","210","39090","37270"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","HM Land Registry","70","60","38590","38450"
"In post","2021","Digital, Data and Technology","Undeclared","HM Revenue and Customs","150","140","38540","35000"
"In post","2021","Digital, Data and Technology","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Home Office","150","150","50160","48000"
"In post","2021","Digital, Data and Technology","Undeclared","Ministry of Defence","190","190","35850","34050"
