"Status","Year","Profession_of_post","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Attorney General's Departments","280","270","45240","40080"
"In post","2021","Counter Fraud","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Counter Fraud","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Home Office","30","30","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Department for Business, Energy and Industrial Strategy","70","60","39560","39490"
"In post","2021","Counter Fraud","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Home Office","60","60","25480","25040"
"In post","2021","Counter Fraud","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Department for Business, Energy and Industrial Strategy","50","50","38100","38810"
"In post","2021","Counter Fraud","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Department for Transport","70","70","38930","38650"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","HM Revenue and Customs","260","240","37690","35000"
"In post","2021","Digital, Data and Technology","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Ministry of Defence","90","90","31790","32670"
"In post","2021","Digital, Data and Technology","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Attorney General's Departments","80","80","43070","39800"
"In post","2021","Digital, Data and Technology","London","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Competition and Markets Authority","60","60","57200","55860"
"In post","2021","Digital, Data and Technology","London","Department for Business, Energy and Industrial Strategy","150","150","46580","42920"
"In post","2021","Digital, Data and Technology","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Department for Education","160","150","46520","45250"
"In post","2021","Digital, Data and Technology","London","Department for Environment, Food and Rural Affairs","100","100","48400","42540"
"In post","2021","Digital, Data and Technology","London","Department for International Trade","120","120","46970","43500"
"In post","2021","Digital, Data and Technology","London","Department for Transport","90","90","44240","42890"
"In post","2021","Digital, Data and Technology","London","Department of Health and Social Care","270","260","46270","41790"
"In post","2021","Digital, Data and Technology","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","HM Revenue and Customs","190","190","45690","41760"
"In post","2021","Digital, Data and Technology","London","HM Treasury","50","50","53840","53360"
"In post","2021","Digital, Data and Technology","London","Home Office","850","840","53120","48200"
"In post","2021","Digital, Data and Technology","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","Ministry of Housing, Communities and Local Government","60","50","52860","53130"
"In post","2021","Digital, Data and Technology","London","Ministry of Justice","570","560","51080","52850"
