"Status","Year","Ethnicity","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","42600","40050"
"In post","2021","Black","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Department for Education (excl. agencies)","70","70","40290","37100"
"In post","2021","Black","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","37610","33880"
"In post","2021","Black","Male","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Black","Male","Department for Transport (excl. agencies)","60","60","39110","35430"
"In post","2021","Black","Male","Department for Work and Pensions (excl. agencies)","1160","1140","29200","29290"
"In post","2021","Black","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Black","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","39610","34350"
"In post","2021","Black","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Government Legal Department","50","50","40620","31180"
"In post","2021","Black","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","HM Courts and Tribunals Service","260","250","25070","22740"
"In post","2021","Black","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","HM Prison and Probation Service","1000","980","31810","31810"
"In post","2021","Black","Male","HM Revenue and Customs (excl. agencies)","550","540","32040","29570"
"In post","2021","Black","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Home Office (incl. agencies)","670","650","32890","29080"
"In post","2021","Black","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2021","Black","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Ministry of Defence (excl. agencies)","220","210","32470","29220"
"In post","2021","Black","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","40520","35220"
"In post","2021","Black","Male","Ministry of Justice (excl. agencies)","110","110","38420","34000"
"In post","2021","Black","Male","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Black","Male","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Black","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Public Health England","130","120","46930","36650"
"In post","2021","Black","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Black","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Male","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Department for Work and Pensions (excl. agencies)","90","80","26270","27570"
"In post","2021","Chinese","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Chinese","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","HM Revenue and Customs (excl. agencies)","90","80","36280","29570"
"In post","2021","Chinese","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Home Office (incl. agencies)","90","80","32130","29080"
"In post","2021","Chinese","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Chinese","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Female","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
