"Status","Year","Region_ITL2","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East Wales","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","60-64","Welsh Government","30","30","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","HM Revenue and Customs","30","20","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","65+","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Department for Work and Pensions","70","60","22230","21260"
"Leaver CS","2022","Eastern Scotland","20-29","HM Revenue and Customs","90","80","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Scottish Government","140","140","27220","25420"
"Leaver CS","2022","Eastern Scotland","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","30-39","Scottish Government","120","110","33820","31540"
"Leaver CS","2022","Eastern Scotland","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","40-49","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","40-49","HM Revenue and Customs","60","50","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","40-49","Scottish Government","100","90","37240","35000"
"Leaver CS","2022","Eastern Scotland","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","50-59","Department for Work and Pensions","60","60","25070","23690"
"Leaver CS","2022","Eastern Scotland","50-59","HM Revenue and Customs","80","70","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","50-59","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","50-59","Scottish Government","180","170","40930","35530"
"Leaver CS","2022","Eastern Scotland","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","60-64","Department for Work and Pensions","60","40","27560","27570"
"Leaver CS","2022","Eastern Scotland","60-64","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","60-64","Scottish Government","190","160","44680","37520"
"Leaver CS","2022","Eastern Scotland","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","65+","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","65+","HM Revenue and Customs","30","20","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","65+","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","65+","Scottish Government","100","80","37240","30570"
"Leaver CS","2022","Essex","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","20-29","Department for Work and Pensions","50","50","27470","29290"
"Leaver CS","2022","Essex","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","20-29","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Essex","30-39","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","30-39","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","30-39","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Essex","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","40-49","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Essex","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2022","Essex","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Department of Health and Social Care","100","100","23070","20990"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Ministry of Defence","390","390","26150","25750"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Ministry of Justice","110","110","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Ministry of Defence","260","250","35380","33450"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Ministry of Justice","90","90","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Ministry of Defence","150","150","40520","39250"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Ministry of Defence","230","220","40860","39070"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Department for Work and Pensions","40","30","[c]","[c]"
