"Status","Year","Region_ITL2","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North Yorkshire","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Cabinet Office","40","30","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Ministry of Defence","210","200","26270","21130"
"In post","2021","North Yorkshire","60-64","Ministry of Justice","50","30","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","65+","Ministry of Defence","70","60","28290","22080"
"In post","2021","North Yorkshire","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","20-29","HM Revenue and Customs","300","290","22820","20140"
"In post","2021","Northern Ireland","20-29","Home Office","70","70","23330","21430"
"In post","2021","Northern Ireland","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","30-39","Food Standards Agency","40","30","[c]","[c]"
"In post","2021","Northern Ireland","30-39","HM Revenue and Customs","520","500","28210","25560"
"In post","2021","Northern Ireland","30-39","Home Office","140","130","23860","24880"
"In post","2021","Northern Ireland","30-39","Ministry of Defence","70","70","24360","20310"
"In post","2021","Northern Ireland","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","40-49","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","40-49","HM Revenue and Customs","510","470","28750","25560"
"In post","2021","Northern Ireland","40-49","Home Office","160","140","26280","25220"
"In post","2021","Northern Ireland","40-49","Ministry of Defence","240","230","23670","20310"
"In post","2021","Northern Ireland","40-49","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Northern Ireland","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","50-59","HM Revenue and Customs","520","480","31680","28130"
"In post","2021","Northern Ireland","50-59","Home Office","130","120","28080","25580"
"In post","2021","Northern Ireland","50-59","Ministry of Defence","440","430","25010","21670"
"In post","2021","Northern Ireland","50-59","National Crime Agency","50","50","41160","39340"
"In post","2021","Northern Ireland","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","60-64","HM Revenue and Customs","110","80","29250","28130"
"In post","2021","Northern Ireland","60-64","Home Office","30","20","[c]","[c]"
"In post","2021","Northern Ireland","60-64","Ministry of Defence","110","100","24090","20310"
"In post","2021","Northern Ireland","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","65+","HM Revenue and Customs","40","20","[c]","[c]"
"In post","2021","Northern Ireland","65+","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","65+","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","16-19","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","16-19","HM Revenue and Customs","50","50","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Cabinet Office","90","90","25070","23850"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department for Environment, Food and Rural Affairs","80","80","25690","24920"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department for Work and Pensions","850","840","25210","21010"
"In post","2021","Northumberland and Tyne and Wear","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","HM Revenue and Customs","1400","1360","25290","25560"
"In post","2021","Northumberland and Tyne and Wear","20-29","Home Office","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","20-29","Ministry of Justice","100","100","23180","22260"
"In post","2021","Northumberland and Tyne and Wear","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","Attorney General's Departments","50","50","35560","30370"
"In post","2021","Northumberland and Tyne and Wear","30-39","Cabinet Office","130","120","28170","24570"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department for Business, Energy and Industrial Strategy","60","60","30040","30950"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department for Environment, Food and Rural Affairs","120","110","30040","29180"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department for Transport","60","50","26100","21590"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department for Work and Pensions","1310","1200","28160","27570"
"In post","2021","Northumberland and Tyne and Wear","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","HM Revenue and Customs","2260","2110","28730","25560"
"In post","2021","Northumberland and Tyne and Wear","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","Home Office","70","70","25950","25220"
"In post","2021","Northumberland and Tyne and Wear","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","30-39","Ministry of Justice","270","250","24630","22170"
"In post","2021","Northumberland and Tyne and Wear","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","40-49","Attorney General's Departments","60","60","39990","42090"
"In post","2021","Northumberland and Tyne and Wear","40-49","Cabinet Office","90","80","30230","25550"
"In post","2021","Northumberland and Tyne and Wear","40-49","Department for Business, Energy and Industrial Strategy","50","50","31980","30950"
"In post","2021","Northumberland and Tyne and Wear","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","40-49","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","40-49","Department for Environment, Food and Rural Affairs","160","150","33610","30130"
"In post","2021","Northumberland and Tyne and Wear","40-49","Department for Transport","100","90","28500","26580"
"In post","2021","Northumberland and Tyne and Wear","40-49","Department for Work and Pensions","1820","1650","29550","27570"
"In post","2021","Northumberland and Tyne and Wear","40-49","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","40-49","HM Revenue and Customs","2540","2330","29760","25560"
"In post","2021","Northumberland and Tyne and Wear","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","40-49","Home Office","70","60","30790","27370"
"In post","2021","Northumberland and Tyne and Wear","40-49","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","40-49","Ministry of Justice","290","270","27720","22920"
"In post","2021","Northumberland and Tyne and Wear","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","50-59","Attorney General's Departments","80","70","40600","32520"
"In post","2021","Northumberland and Tyne and Wear","50-59","Cabinet Office","70","70","32660","25550"
"In post","2021","Northumberland and Tyne and Wear","50-59","Department for Business, Energy and Industrial Strategy","60","60","33380","30950"
"In post","2021","Northumberland and Tyne and Wear","50-59","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","50-59","Department for Environment, Food and Rural Affairs","140","130","36190","31690"
