"Status","Year","Function_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cheshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cheshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cheshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cheshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Devon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Devon","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Devon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Devon","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Devon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Devon","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Anglia","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Anglia","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Anglia","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Anglia","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Anglia","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Anglia","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Wales","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Hampshire and Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - West","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - West","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - West","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Inner London - West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Kent","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Lancashire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Lancashire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Merseyside","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Merseyside","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Merseyside","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Merseyside","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northumberland and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - South","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - South","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - South","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - West and North West","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - West and North West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Shropshire and Staffordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Shropshire and Staffordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tees Valley and Durham","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tees Valley and Durham","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Tees Valley and Durham","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Wales and The Valleys","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Wales and The Valleys","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Wales and The Valleys","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Devon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Devon","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Devon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Devon","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Devon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Devon","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Anglia","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Anglia","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Anglia","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Anglia","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Anglia","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Wales","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hampshire and Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inner London - West","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inner London - West","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inner London - West","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Inner London - West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Kent","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Kent","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Kent","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Lancashire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Merseyside","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Merseyside","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outer London - South","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outer London - West and North West","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outer London - West and North West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Shropshire and Staffordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
