"Status","Year","Function_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Outer London - West and North West","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","30-39","30","30","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","40-49","50","50","37810","34050"
"In post","2021","Commercial","Shropshire and Staffordshire","50-59","70","70","42500","35000"
"In post","2021","Commercial","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","40-49","30","30","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","50-59","30","30","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","40-49","30","30","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","40-49","40","40","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","50-59","80","70","38970","36300"
"In post","2021","Commercial","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","40-49","40","40","[c]","[c]"
"In post","2021","Commercial","West Midlands","50-59","40","30","[c]","[c]"
"In post","2021","Commercial","West Midlands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","30-39","50","50","32330","31040"
"In post","2021","Commercial","West Wales and The Valleys","40-49","60","50","32490","31300"
"In post","2021","Commercial","West Wales and The Valleys","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","20-29","40","40","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","30-39","70","70","42700","40080"
"In post","2021","Commercial","West Yorkshire","40-49","80","80","50880","50520"
"In post","2021","Commercial","West Yorkshire","50-59","60","60","52210","49530"
"In post","2021","Commercial","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","40-49","30","30","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","50-59","40","40","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","20-29","160","160","26830","25560"
"In post","2021","Communications","Derbyshire and Nottinghamshire","30-39","150","140","28730","25560"
"In post","2021","Communications","Derbyshire and Nottinghamshire","40-49","90","90","33090","31810"
"In post","2021","Communications","Derbyshire and Nottinghamshire","50-59","70","70","33030","31810"
"In post","2021","Communications","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","20-29","230","230","27180","25560"
"In post","2021","Communications","East Wales","30-39","300","290","29210","25560"
"In post","2021","Communications","East Wales","40-49","180","170","31510","25560"
"In post","2021","Communications","East Wales","50-59","120","120","30830","27800"
"In post","2021","Communications","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","30-39","40","40","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","40-49","30","30","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","50-59","50","40","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","60","60","35660","33520"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","60","60","40920","37170"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","60","60","40270","35480"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","20-29","170","170","27870","25560"
"In post","2021","Communications","Greater Manchester","30-39","160","160","30180","27570"
"In post","2021","Communications","Greater Manchester","40-49","100","100","30440","26000"
"In post","2021","Communications","Greater Manchester","50-59","60","60","30930","27460"
"In post","2021","Communications","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","30-39","50","50","33460","33300"
"In post","2021","Communications","Hampshire and Isle of Wight","40-49","50","50","34840","33000"
"In post","2021","Communications","Hampshire and Isle of Wight","50-59","70","60","32060","29200"
"In post","2021","Communications","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","20-29","50","50","34540","33610"
"In post","2021","Communications","Inner London - East","30-39","60","60","49010","44280"
"In post","2021","Communications","Inner London - East","40-49","60","50","57320","54990"
"In post","2021","Communications","Inner London - East","50-59","50","50","[c]","[c]"
"In post","2021","Communications","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","20-29","610","610","36400","34710"
"In post","2021","Communications","Inner London - West","30-39","660","640","48640","46060"
"In post","2021","Communications","Inner London - West","40-49","420","400","54530","53950"
"In post","2021","Communications","Inner London - West","50-59","230","220","53190","48200"
"In post","2021","Communications","Inner London - West","60-64","50","40","[c]","[c]"
"In post","2021","Communications","Inner London - West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","20-29","[c]","[c]","[c]","[c]"
