"Status","Year","Sex","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","West Central Scotland","90","80","29430","27570"
"Leaver CS","2021","Male","EO","West Midlands","80","70","26130","26120"
"Leaver CS","2021","Male","EO","West Wales and The Valleys","100","90","28690","27570"
"Leaver CS","2021","Male","EO","West Yorkshire","100","90","26820","27570"
"Leaver CS","2021","Male","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","East Anglia","30","30","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","East Wales","60","50","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Eastern Scotland","50","50","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","57550","55000"
"Leaver CS","2021","Male","G6/G7","Greater Manchester","40","30","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Inner London - East","90","90","62370","60970"
"Leaver CS","2021","Male","G6/G7","Inner London - West","420","370","60580","58090"
"Leaver CS","2021","Male","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Outer London - South","30","30","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Central Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Midlands","50","50","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Yorkshire","50","30","[c]","[c]"
"Leaver CS","2021","Male","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Inner London - West","110","90","103770","95620"
"Leaver CS","2021","Male","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","60","60","38900","37930"
"Leaver CS","2021","Male","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Devon","80","70","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Dorset and Somerset","70","60","37470","37260"
"Leaver CS","2021","Male","SEO/HEO","East Anglia","100","90","37600","35960"
"Leaver CS","2021","Male","SEO/HEO","East Wales","110","100","37200","37410"
"Leaver CS","2021","Male","SEO/HEO","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Eastern Scotland","140","120","39510","39350"
"Leaver CS","2021","Male","SEO/HEO","Essex","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","300","290","36820","37070"
"Leaver CS","2021","Male","SEO/HEO","Greater Manchester","80","70","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Hampshire and Isle of Wight","130","120","36150","35480"
"Leaver CS","2021","Male","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Inner London - East","120","120","39100","39740"
"Leaver CS","2021","Male","SEO/HEO","Inner London - West","470","420","37240","36740"
"Leaver CS","2021","Male","SEO/HEO","Kent","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Lancashire","40","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Merseyside","60","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North Yorkshire","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Northumberland and Tyne and Wear","70","60","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Outer London - South","60","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Outer London - West and North West","60","50","38020","38410"
"Leaver CS","2021","Male","SEO/HEO","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South Yorkshire","50","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Tees Valley and Durham","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Central Scotland","80","70","38900","38000"
"Leaver CS","2021","Male","SEO/HEO","West Midlands","90","80","37360","36950"
"Leaver CS","2021","Male","SEO/HEO","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Yorkshire","80","60","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","260","250","35470","32400"
"Leaver CS","2021","Male","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Inner London - East","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Bedfordshire and Hertfordshire","110","100","21570","21380"
"Leaver CS","2022","Female","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","270","240","21790","21180"
"Leaver CS","2022","Female","AA/AO","Cheshire","80","70","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Cornwall and Isles of Scilly","60","50","20850","21260"
"Leaver CS","2022","Female","AA/AO","Cumbria","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Derbyshire and Nottinghamshire","260","220","20780","21010"
"Leaver CS","2022","Female","AA/AO","Devon","170","140","21090","21170"
"Leaver CS","2022","Female","AA/AO","Dorset and Somerset","110","90","20670","20970"
"Leaver CS","2022","Female","AA/AO","East Anglia","330","290","20960","21260"
"Leaver CS","2022","Female","AA/AO","East Wales","400","340","20800","20970"
"Leaver CS","2022","Female","AA/AO","East Yorkshire and Northern Lincolnshire","100","80","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Eastern Scotland","420","360","22050","21260"
"Leaver CS","2022","Female","AA/AO","Essex","120","110","22640","22080"
"Leaver CS","2022","Female","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","310","290","20680","20920"
"Leaver CS","2022","Female","AA/AO","Greater Manchester","380","330","20770","21180"
"Leaver CS","2022","Female","AA/AO","Hampshire and Isle of Wight","330","260","20630","20430"
"Leaver CS","2022","Female","AA/AO","Herefordshire, Worcestershire and Warwickshire","110","90","20490","21010"
"Leaver CS","2022","Female","AA/AO","Highlands and Islands","60","50","21990","21260"
"Leaver CS","2022","Female","AA/AO","Inner London - East","250","230","22630","23040"
"Leaver CS","2022","Female","AA/AO","Inner London - West","390","340","22900","23700"
"Leaver CS","2022","Female","AA/AO","Kent","200","180","22000","21680"
"Leaver CS","2022","Female","AA/AO","Lancashire","360","300","20980","21260"
"Leaver CS","2022","Female","AA/AO","Leicestershire, Rutland and Northamptonshire","330","280","20460","20970"
"Leaver CS","2022","Female","AA/AO","Lincolnshire","70","60","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Merseyside","370","290","20950","21260"
"Leaver CS","2022","Female","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North Yorkshire","80","60","21290","21170"
"Leaver CS","2022","Female","AA/AO","Northern Ireland","60","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Northumberland, and Tyne and Wear","700","550","21090","21260"
"Leaver CS","2022","Female","AA/AO","Outer London - East and North East","80","80","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Outer London - South","120","100","24120","25110"
"Leaver CS","2022","Female","AA/AO","Outer London - West and North West","140","130","23230","23720"
"Leaver CS","2022","Female","AA/AO","Shropshire and Staffordshire","200","180","20630","20970"
"Leaver CS","2022","Female","AA/AO","South Yorkshire","180","150","21090","21260"
"Leaver CS","2022","Female","AA/AO","Southern Scotland","180","140","22660","22000"
"Leaver CS","2022","Female","AA/AO","Surrey, East and West Sussex","240","210","21880","21260"
"Leaver CS","2022","Female","AA/AO","Tees Valley and Durham","230","180","21170","21260"
"Leaver CS","2022","Female","AA/AO","Unknown","240","180","20660","21590"
"Leaver CS","2022","Female","AA/AO","West Central Scotland","320","260","22360","21260"
"Leaver CS","2022","Female","AA/AO","West Midlands","330","280","20760","21010"
