"Status","Year","Region_ITL1","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North West (England)","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Medicine","40","30","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Operational Delivery","250","230","31960","23850"
"In post","2021","North West (England)","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","Science and Engineering","210","200","34400","31370"
"In post","2021","North West (England)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Food Standards Agency","Operational Delivery","50","40","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Legal","40","30","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Operational Delivery","790","710","27940","27130"
"In post","2021","North West (England)","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Commercial","50","50","38610","38630"
"In post","2021","North West (England)","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Digital, Data and Technology","210","200","37640","33310"
"In post","2021","North West (England)","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Finance","130","120","37210","33530"
"In post","2021","North West (England)","HM Revenue and Customs","Human Resources","230","220","36630","32060"
"In post","2021","North West (England)","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","International Trade","40","40","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Legal","530","510","32710","31810"
"In post","2021","North West (England)","HM Revenue and Customs","Operational Delivery","5890","5260","25850","21440"
"In post","2021","North West (England)","HM Revenue and Customs","Operational Research","90","80","42560","38630"
"In post","2021","North West (England)","HM Revenue and Customs","Other","90","80","43980","38630"
"In post","2021","North West (England)","HM Revenue and Customs","Policy","230","220","43230","38630"
"In post","2021","North West (England)","HM Revenue and Customs","Project Delivery","670","640","41470","38630"
"In post","2021","North West (England)","HM Revenue and Customs","Property","260","240","33960","31100"
"In post","2021","North West (England)","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Social Research","30","30","[c]","[c]"
"In post","2021","North West (England)","HM Revenue and Customs","Statistics","100","100","37760","31810"
"In post","2021","North West (England)","HM Revenue and Customs","Tax","3290","3100","31910","31810"
"In post","2021","North West (England)","HM Revenue and Customs","Unknown","930","890","28020","25560"
"In post","2021","North West (England)","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","Internal Audit","30","30","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Digital, Data and Technology","270","270","41950","38040"
"In post","2021","North West (England)","Home Office","Finance","50","50","[c]","[c]"
"In post","2021","North West (England)","Home Office","Human Resources","90","80","37430","30980"
"In post","2021","North West (England)","Home Office","Intelligence Analysis","280","270","27590","25410"
"In post","2021","North West (England)","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Operational Delivery","5840","5360","25370","24890"
"In post","2021","North West (England)","Home Office","Other","240","220","28960","25310"
"In post","2021","North West (England)","Home Office","Policy","90","80","38140","37450"
"In post","2021","North West (England)","Home Office","Project Delivery","200","190","38570","37460"
"In post","2021","North West (England)","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Security","50","40","[c]","[c]"
"In post","2021","North West (England)","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Finance","110","100","30430","26670"
"In post","2021","North West (England)","Ministry of Defence","Human Resources","350","320","25640","22080"
"In post","2021","North West (England)","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Medicine","40","30","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Operational Delivery","130","120","24400","21920"
"In post","2021","North West (England)","Ministry of Defence","Other","400","380","23010","21280"
"In post","2021","North West (England)","Ministry of Defence","Policy","30","30","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","Project Delivery","230","220","38110","33300"
"In post","2021","North West (England)","Ministry of Defence","Property","60","50","26340","26670"
"In post","2021","North West (England)","Ministry of Defence","Science and Engineering","140","140","37970","36000"
"In post","2021","North West (England)","Ministry of Defence","Security","160","160","24650","20060"
"In post","2021","North West (England)","Ministry of Defence","Unknown","120","110","32800","33300"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Operational Delivery","60","50","37990","34560"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Policy","40","40","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Justice","Commercial","90","90","47680","44760"
