"Status","Year","Region_ITL1","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","South West (England)","Other","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Ministry of Defence (excl. agencies)","130","130","25200","21170"
"New entrant CS","2022","South West (England)","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Planning","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","180","170","35720","35900"
"New entrant CS","2022","South West (England)","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Policy","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Defence Equipment and Support","160","160","32140","29000"
"New entrant CS","2022","South West (England)","Project Delivery","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Ministry of Defence (excl. agencies)","60","60","37960","33000"
"New entrant CS","2022","South West (England)","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Submarine Delivery Agency","50","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Psychology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Defence Equipment and Support","250","250","34510","33000"
"New entrant CS","2022","South West (England)","Science and Engineering","Defence Science and Technology Laboratory","220","220","28120","26030"
"New entrant CS","2022","South West (England)","Science and Engineering","Met Office","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Science and Engineering","Submarine Delivery Agency","80","80","33550","31350"
"New entrant CS","2022","South West (England)","Science and Engineering","UK Health Security Agency","100","90","29030","28590"
"New entrant CS","2022","South West (England)","Science and Engineering","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Ministry of Defence (excl. agencies)","80","80","26140","25000"
"New entrant CS","2022","South West (England)","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Statistics","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Tax","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Department for Work and Pensions (excl. agencies)","50","50","28600","29290"
"New entrant CS","2022","Unknown","Operational Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Driver and Vehicle Licensing Agency","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","HM Prison and Probation Service","170","150","29050","24800"
"New entrant CS","2022","Unknown","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Royal Fleet Auxiliary","150","150","20590","16190"
"New entrant CS","2022","Unknown","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Cabinet Office (excl. agencies)","180","180","36760","28000"
"New entrant CS","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HM Prison and Probation Service","100","80","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Corporate Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Counter Fraud","Department for Work and Pensions (excl. agencies)","50","50","23800","21260"
"New entrant CS","2022","Wales","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Intellectual Property Office","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","UK Statistics Authority","90","90","34920","30870"
"New entrant CS","2022","Wales","Digital, Data and Technology","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Digital, Data and Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Economics","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Economics","UK Statistics Authority","60","50","24040","19860"
"New entrant CS","2022","Wales","Economics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Finance","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Geography","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Intelligence Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Knowledge and Information Management","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Medicine","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Medicine","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Medicine","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Animal and Plant Health Agency","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Companies House","60","60","20580","20100"
"New entrant CS","2022","Wales","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Department for Work and Pensions (excl. agencies)","380","370","24820","27570"
"New entrant CS","2022","Wales","Operational Delivery","Driver and Vehicle Licensing Agency","440","400","20140","18310"
"New entrant CS","2022","Wales","Operational Delivery","Driver and Vehicle Standards Agency","50","50","23810","21840"
"New entrant CS","2022","Wales","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","HM Courts and Tribunals Service","130","130","20860","20970"
"New entrant CS","2022","Wales","Operational Delivery","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","HM Prison and Probation Service","690","670","25030","23170"
"New entrant CS","2022","Wales","Operational Delivery","HM Revenue and Customs (excl. agencies)","240","240","23860","21250"
"New entrant CS","2022","Wales","Operational Delivery","Home Office","50","50","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Intellectual Property Office","110","100","22830","21810"
"New entrant CS","2022","Wales","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","UK Statistics Authority","190","180","27470","23880"
"New entrant CS","2022","Wales","Operational Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Delivery","Welsh Government (excl. agencies)","70","70","28370","24630"
"New entrant CS","2022","Wales","Operational Delivery","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other","Welsh Government (excl. agencies)","50","50","36100","33200"
"New entrant CS","2022","Wales","Planning","Welsh Government (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
