"Status","Year","Organisation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","50","50","33150","32560"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Veterinarian","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","130","120","20790","21050"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","EO","250","240","25680","25210"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","390","390","62230","61710"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","SCS","60","50","107690","105000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","940","930","30720","28000"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Operational Delivery","AA/AO","60","60","20100","20100"
"New entrant CS","2022","Companies House","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Legal","SEO/HEO","60","60","41940","41750"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","240","240","21050","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
