"Status","Year","Sex","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Defence Equipment and Support","40","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Department for Work and Pensions (excl. agencies)","140","120","28640","27570"
"Leaver CS","2022","Male","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Prison and Probation Service","70","60","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Revenue and Customs (excl. agencies)","110","100","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Home Office","70","60","32930","30700"
"Leaver CS","2022","Male","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Ministry of Defence (excl. agencies)","150","140","34740","34160"
"Leaver CS","2022","Male","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Public Health England","30","30","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","UK Statistics Authority","90","80","27670","23630"
"Leaver CS","2022","Male","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Cabinet Office (excl. agencies)","190","180","54940","53320"
"Leaver CS","2022","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Defence Equipment and Support","100","100","26880","24000"
"Leaver CS","2022","Male","Unknown","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","60","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for International Trade","50","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Department for Work and Pensions (excl. agencies)","470","450","28000","27570"
"Leaver CS","2022","Male","Unknown","Department of Health and Social Care (excl. agencies)","180","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Driver and Vehicle Standards Agency","110","100","27180","26130"
"Leaver CS","2022","Male","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","HM Courts and Tribunals Service","210","210","22900","20970"
"Leaver CS","2022","Male","Unknown","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","HM Prison and Probation Service","890","850","[c]","[c]"
"Leaver CS","2022","Male","Unknown","HM Revenue and Customs (excl. agencies)","620","580","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Home Office","180","170","32920","28650"
"Leaver CS","2022","Male","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Ministry of Defence (excl. agencies)","230","220","31390","26750"
"Leaver CS","2022","Male","Unknown","Ministry of Justice (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Royal Fleet Auxiliary","210","210","36610","33570"
"Leaver CS","2022","Male","Unknown","Rural Payments Agency","50","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Scottish Courts and Tribunals Service","50","40","32490","27120"
"Leaver CS","2022","Male","Unknown","Scottish Government (excl. agencies)","80","70","36020","31540"
"Leaver CS","2022","Male","Unknown","Scottish Prison Service","140","130","31610","33590"
"Leaver CS","2022","Male","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","UK Health Security Agency","70","70","55370","49530"
"Leaver CS","2022","Male","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","UK Space Agency","50","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
