"Status","Year","Sex","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Department for Work and Pensions (excl. agencies)","150","140","27960","27570"
"New entrant CS","2021","Female","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Public Health England","70","60","34020","31370"
"New entrant CS","2021","Female","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Advisory, Conciliation and Arbitration Service","60","60","25960","24250"
"New entrant CS","2021","Female","Unknown","Animal and Plant Health Agency","50","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Cabinet Office (excl. agencies)","580","580","37600","28000"
"New entrant CS","2021","Female","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Crown Prosecution Service","100","100","30160","25480"
"New entrant CS","2021","Female","Unknown","Defence Equipment and Support","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","60","36330","33570"
"New entrant CS","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Education (excl. agencies)","140","130","33390","29360"
"New entrant CS","2021","Female","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","150","140","35110","32560"
"New entrant CS","2021","Female","Unknown","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Transport (excl. agencies)","90","90","34910","30730"
"New entrant CS","2021","Female","Unknown","Department for Work and Pensions (excl. agencies)","1070","1030","27630","27570"
"New entrant CS","2021","Female","Unknown","Department of Health and Social Care (excl. agencies)","490","470","39300","32790"
"New entrant CS","2021","Female","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Driver and Vehicle Licensing Agency","80","70","20360","21590"
"New entrant CS","2021","Female","Unknown","Driver and Vehicle Standards Agency","50","50","26910","21590"
"New entrant CS","2021","Female","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","HM Courts and Tribunals Service","690","670","21270","19930"
"New entrant CS","2021","Female","Unknown","HM Land Registry","140","130","26580","22350"
"New entrant CS","2021","Female","Unknown","HM Prison and Probation Service","1130","1070","23710","22850"
"New entrant CS","2021","Female","Unknown","HM Revenue and Customs (excl. agencies)","1640","1590","23690","20140"
"New entrant CS","2021","Female","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Home Office (incl. agencies)","660","640","31040","27370"
"New entrant CS","2021","Female","Unknown","Insolvency Service","60","60","22880","20880"
"New entrant CS","2021","Female","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Ministry of Defence (excl. agencies)","210","190","31870","26350"
"New entrant CS","2021","Female","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Ministry of Justice (excl. agencies)","140","130","38000","36800"
"New entrant CS","2021","Female","Unknown","National Crime Agency","60","60","36510","32770"
"New entrant CS","2021","Female","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scottish Courts and Tribunals Service","60","60","22790","20850"
"New entrant CS","2021","Female","Unknown","Scottish Government (excl. agencies)","260","250","37770","30650"
"New entrant CS","2021","Female","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scottish Prison Service","120","110","21680","20810"
"New entrant CS","2021","Female","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Social Security Scotland","70","60","26970","23340"
"New entrant CS","2021","Female","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","UK Intellectual Property Office","70","70","26890","23320"
"New entrant CS","2021","Female","Unknown","United Kingdom Statistics Authority","110","110","30510","29540"
"New entrant CS","2021","Female","Unknown","Valuation Office Agency","60","60","24630","20880"
"New entrant CS","2021","Female","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
