"Status","Year","Sexual_orientation","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","EO","70","60","22130","21000"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","SEO/HEO","180","170","31530","31950"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","130","120","56240","53600"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","130","120","35550","33660"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","SEO/HEO","60","60","36920","36980"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Development","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","SEO/HEO","60","60","34710","33510"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport (excl. agencies)","SEO/HEO","70","70","38020","35430"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","AA/AO","200","190","21250","21010"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","EO","420","400","28080","27570"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","G6/G7","60","60","58520","57230"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","SEO/HEO","180","170","34470","33180"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","AA/AO","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","AA/AO","150","140","19960","19930"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","EO","70","60","23520","22570"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Courts and Tribunals Service","SEO/HEO","50","50","32500","32540"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","AA/AO","130","130","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Prison and Probation Service","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","AA/AO","130","120","21850","21010"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","EO","300","270","26310","25130"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","G6/G7","130","130","59830","57460"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","SEO/HEO","260","250","36640","35070"
"Leaver Dept.","2021","Heterosexual / straight","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","AA/AO","60","60","21220","20920"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","SEO/HEO","130","130","39020","39510"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","80","80","55880","53130"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","130","130","34910","33210"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","G6/G7","60","60","58330","58130"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","SEO/HEO","160","160","37250","36800"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
