"Status","Year","Region_ITL3","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Plymouth","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Ministry of Defence (excl. agencies)","60","50","32790","26750"
"Leaver CS","2022","Plymouth","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","HM Revenue and Customs (excl. agencies)","80","60","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Female","Ministry of Defence (excl. agencies)","50","50","29420","26510"
"Leaver CS","2022","Portsmouth","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Male","Ministry of Defence (excl. agencies)","90","90","34970","33960"
"Leaver CS","2022","Portsmouth","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Female","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Male","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Female","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Sefton","Female","Health and Safety Executive","40","40","[c]","[c]"
"Leaver CS","2022","Sefton","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Female","HM Revenue and Customs (excl. agencies)","80","60","[c]","[c]"
"Leaver CS","2022","Sefton","Female","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Sefton","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","Health and Safety Executive","30","30","[c]","[c]"
"Leaver CS","2022","Sefton","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Sefton","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Department for Work and Pensions (excl. agencies)","80","70","27300","27570"
"Leaver CS","2022","Sheffield","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Home Office","60","50","29400","25310"
"Leaver CS","2022","Sheffield","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Department for Work and Pensions (excl. agencies)","70","60","31350","27570"
"Leaver CS","2022","Sheffield","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Home Office","60","60","29870","25040"
"Leaver CS","2022","Sheffield","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Male","UK Hydrographic Office","40","40","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Female","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Female","UK Statistics Authority","150","120","25100","20350"
"Leaver CS","2022","South Hampshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Male","UK Statistics Authority","160","120","25340","20350"
