"Status","Year","Sexual_orientation","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","HM Courts and Tribunals Service","90","90","24570","22570"
"Leaver Dept.","2021","Heterosexual / straight","30-39","HM Prison and Probation Service","100","100","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Home Office (incl. agencies)","290","270","34810","29440"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Ministry of Defence (excl. agencies)","100","100","39620","38560"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","100","100","46420","51580"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Ministry of Justice (excl. agencies)","90","90","41410","36800"
"Leaver Dept.","2021","Heterosexual / straight","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Cabinet Office (excl. agencies)","90","90","53020","54540"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Defence Equipment and Support","60","60","41460","39820"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","40","55160","53600"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department for Work and Pensions (excl. agencies)","240","230","30580","27570"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","HM Courts and Tribunals Service","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Home Office (incl. agencies)","180","170","41470","31100"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Ministry of Defence (excl. agencies)","50","50","43430","39510"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Ministry of Justice (excl. agencies)","70","70","51790","51160"
"Leaver Dept.","2021","Heterosexual / straight","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","40-49","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Cabinet Office (excl. agencies)","50","50","51750","52630"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","50-59","Defence Equipment and Support","40","40","[c]","[c]"
