"Status","Year","Sexual_orientation","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","50-59","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Department for Work and Pensions (excl. agencies)","290","220","28170","27570"
"Leaver CS","2022","Unknown","60-64","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","HM Prison and Probation Service","160","120","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","HM Revenue and Customs (excl. agencies)","960","730","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Public Health England","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Royal Fleet Auxiliary","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scottish Courts and Tribunals Service","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scottish Government (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scottish Prison Service","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","60-64","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Department for Work and Pensions (excl. agencies)","280","190","25310","26120"
"Leaver CS","2022","Unknown","65+","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","HM Prison and Probation Service","170","110","[c]","[c]"
"Leaver CS","2022","Unknown","65+","HM Revenue and Customs (excl. agencies)","630","440","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","65+","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","UK Space Agency","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","16-19","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Cabinet Office (excl. agencies)","290","290","33430","32000"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Defence Equipment and Support","110","100","25730","25690"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","120","37850","33640"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Education (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for International Trade","50","50","36230","31460"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department for Work and Pensions (excl. agencies)","220","210","28010","27570"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","HM Courts and Tribunals Service","100","100","23130","19930"
"Leaver Dept.","2021","Heterosexual / straight","20-29","HM Prison and Probation Service","70","70","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Home Office (incl. agencies)","260","250","30670","28670"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Ministry of Defence (excl. agencies)","80","80","33680","32430"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","110","110","33560","32560"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Ministry of Justice (excl. agencies)","80","80","33750","30850"
"Leaver Dept.","2021","Heterosexual / straight","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","20-29","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Cabinet Office (excl. agencies)","200","200","46830","52500"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Defence Equipment and Support","80","80","34340","32610"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","100","90","49520","52300"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for Education (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for Transport (excl. agencies)","50","50","48760","43550"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department for Work and Pensions (excl. agencies)","230","220","29910","27570"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Driver and Vehicle Licensing Agency","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","30-39","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
