"Status","Year","Parent_department","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Home Office","West Sussex (South West)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Westminster","Home Office","4230","4120","48430","42310"
"In post","2022","Home Office","Wiltshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wirral","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wolverhampton","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Worcestershire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","York","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Aberdeen City and Aberdeenshire","Ministry of Defence (excl. agencies)","100","100","39420","44070"
"In post","2022","Ministry of Defence","Angus and Dundee City","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Ministry of Defence","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","170","170","24350","20560"
"In post","2022","Ministry of Defence","Ards and North Down","Ministry of Defence (excl. agencies)","180","170","23520","20560"
"In post","2022","Ministry of Defence","Armagh City, Banbridge and Craigavon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Barking & Dagenham and Havering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Barnet","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Barnsley, Doncaster and Rotherham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","8230","7930","38390","36000"
"In post","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","2150","2080","39130","40000"
"In post","2022","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Submarine Delivery Agency","1480","1450","41430","39850"
"In post","2022","Ministry of Defence","Bedford","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Belfast","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Belfast","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Ministry of Defence","Berkshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Berkshire","Ministry of Defence (excl. agencies)","990","980","34770","33300"
"In post","2022","Ministry of Defence","Berkshire","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Bexley and Greenwich","Ministry of Defence (excl. agencies)","120","110","33620","33950"
"In post","2022","Ministry of Defence","Birmingham","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Birmingham","Ministry of Defence (excl. agencies)","90","80","25920","21380"
"In post","2022","Ministry of Defence","Blackburn with Darwen","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Blackpool","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Bournemouth, Christchurch and Poole","Ministry of Defence (excl. agencies)","100","100","24480","21170"
"In post","2022","Ministry of Defence","Breckland and South Norfolk","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Brent","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Bridgend and Neath Port Talbot","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Brighton and Hove","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Bristol, City of","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","Buckinghamshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Buckinghamshire","Ministry of Defence (excl. agencies)","750","720","35160","33300"
"In post","2022","Ministry of Defence","Caithness and Sutherland, and Ross and Cromarty","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Caithness and Sutherland, and Ross and Cromarty","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Calderdale and Kirklees","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Cambridgeshire CC","Defence Equipment and Support","40","30","[c]","[c]"
"In post","2022","Ministry of Defence","Cambridgeshire CC","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Cambridgeshire CC","Ministry of Defence (excl. agencies)","1290","1250","35310","33300"
"In post","2022","Ministry of Defence","Cambridgeshire CC","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Camden and City of London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Camden and City of London","Ministry of Defence (excl. agencies)","140","140","35790","34000"
"In post","2022","Ministry of Defence","Cardiff and Vale of Glamorgan","Ministry of Defence (excl. agencies)","260","250","26760","22750"
"In post","2022","Ministry of Defence","Causeway Coast and Glens","Ministry of Defence (excl. agencies)","70","70","20940","20560"
"In post","2022","Ministry of Defence","Central Bedfordshire","Defence Equipment and Support","60","60","36470","35210"
"In post","2022","Ministry of Defence","Central Bedfordshire","Ministry of Defence (excl. agencies)","300","290","29930","26670"
"In post","2022","Ministry of Defence","Central Hampshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Central Hampshire","Defence Science and Technology Laboratory","1490","1430","42310","43520"
"In post","2022","Ministry of Defence","Central Hampshire","Ministry of Defence (excl. agencies)","2090","2030","34440","33300"
"In post","2022","Ministry of Defence","Central Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Cheshire East","Ministry of Defence (excl. agencies)","360","330","27850","22330"
"In post","2022","Ministry of Defence","Cheshire West and Chester","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Chorley and West Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","City of Edinburgh","Ministry of Defence (excl. agencies)","220","210","28250","22330"
"In post","2022","Ministry of Defence","Clackmannanshire and Fife","Defence Equipment and Support","70","60","34900","33870"
"In post","2022","Ministry of Defence","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","310","290","31770","32450"
"In post","2022","Ministry of Defence","Clackmannanshire and Fife","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Conwy and Denbighshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Cornwall and Isles of Scilly","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","430","410","25760","21830"
"In post","2022","Ministry of Defence","Coventry","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Croydon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Darlington","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Derby","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Ministry of Defence","Derby","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Derry City and Strabane","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Devon CC","Ministry of Defence (excl. agencies)","380","360","25360","22330"
"In post","2022","Ministry of Defence","Dorset","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2022","Ministry of Defence","Dorset","Ministry of Defence (excl. agencies)","570","550","29720","26670"
"In post","2022","Ministry of Defence","Dudley","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Dumfries and Galloway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Durham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Ealing","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Defence Equipment and Support","240","240","25440","23900"
"In post","2022","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Ministry of Defence","East Cumbria","Defence Equipment and Support","80","80","23020","21090"
"In post","2022","Ministry of Defence","East Cumbria","Ministry of Defence (excl. agencies)","70","60","26090","21380"
"In post","2022","Ministry of Defence","East Derbyshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Defence Equipment and Support","80","80","28150","24010"
"In post","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence (excl. agencies)","1470","1420","32040","28890"
"In post","2022","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Submarine Delivery Agency","60","60","39810","40220"
"In post","2022","Ministry of Defence","East Kent","Ministry of Defence (excl. agencies)","110","110","27400","25000"
"In post","2022","Ministry of Defence","East Lothian and Midlothian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","East Merseyside","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","East Riding of Yorkshire","Ministry of Defence (excl. agencies)","470","450","27360","26670"
"In post","2022","Ministry of Defence","East Surrey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","East Sussex CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Essex Haven Gateway","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Essex Haven Gateway","Ministry of Defence (excl. agencies)","260","250","32230","26850"
"In post","2022","Ministry of Defence","Falkirk","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Fermanagh and Omagh","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Flintshire and Wrexham","Defence Electronics and Components Agency","380","370","29870","29470"
"In post","2022","Ministry of Defence","Flintshire and Wrexham","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Flintshire and Wrexham","Ministry of Defence (excl. agencies)","60","60","30580","26800"
"In post","2022","Ministry of Defence","Glasgow City","Defence Equipment and Support","100","100","36600","33080"
"In post","2022","Ministry of Defence","Glasgow City","Ministry of Defence (excl. agencies)","820","780","26330","22330"
"In post","2022","Ministry of Defence","Gloucestershire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Gloucestershire CC","Ministry of Defence (excl. agencies)","340","330","30650","26670"
"In post","2022","Ministry of Defence","Greater Manchester North East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Greater Manchester North West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Greater Manchester South East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Greater Manchester South West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Gwent Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Gwynedd","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Hackney and Newham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Haringey and Islington","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Harrow and Hillingdon","Defence Equipment and Support","170","170","24120","21160"
"In post","2022","Ministry of Defence","Harrow and Hillingdon","Ministry of Defence (excl. agencies)","160","150","34560","29990"
"In post","2022","Ministry of Defence","Hartlepool and Stockton-on-Tees","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Heart of Essex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Herefordshire, County of","Ministry of Defence (excl. agencies)","320","310","27620","25190"
"In post","2022","Ministry of Defence","Hertfordshire CC","Ministry of Defence (excl. agencies)","450","450","41480","37640"
"In post","2022","Ministry of Defence","Hounslow and Richmond upon Thames","Ministry of Defence (excl. agencies)","300","280","32370","29250"
"In post","2022","Ministry of Defence","Inverclyde, East Renfrewshire, and Renfrewshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Defence Equipment and Support","[c]","[c]","[c]","[c]"
