"Status","Year","Region_ITL2","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derbyshire and Nottinghamshire","Male","Insolvency Service","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Legal Aid Agency","70","70","23810","21170"
"In post","2021","Derbyshire and Nottinghamshire","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Ministry of Defence (excl. agencies)","140","140","29280","25680"
"In post","2021","Derbyshire and Nottinghamshire","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Office of the Public Guardian","170","160","21440","20420"
"In post","2021","Derbyshire and Nottinghamshire","Male","Public Health England","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Valuation Office Agency","80","80","35930","32100"
"In post","2021","Devon","Female","Animal and Plant Health Agency","130","120","26050","21050"
"In post","2021","Devon","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Crown Prosecution Service","50","50","38720","36240"
"In post","2021","Devon","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","70","60","35200","35900"
"In post","2021","Devon","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Department for Work and Pensions (excl. agencies)","1390","1130","25290","27570"
"In post","2021","Devon","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","HM Courts and Tribunals Service","140","120","22840","20100"
"In post","2021","Devon","Female","HM Land Registry","440","380","32430","31740"
"In post","2021","Devon","Female","HM Prison and Probation Service","460","420","28810","25380"
"In post","2021","Devon","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Home Office (incl. agencies)","40","30","[c]","[c]"
"In post","2021","Devon","Female","Insolvency Service","60","50","25450","20880"
"In post","2021","Devon","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Met Office","650","600","38190","38300"
"In post","2021","Devon","Female","Ministry of Defence (excl. agencies)","420","380","27550","22080"
"In post","2021","Devon","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Public Health England","30","30","[c]","[c]"
"In post","2021","Devon","Female","Rural Payments Agency","110","90","27050","25610"
"In post","2021","Devon","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Valuation Office Agency","230","200","25170","21100"
"In post","2021","Devon","Male","Animal and Plant Health Agency","70","70","29510","24920"
"In post","2021","Devon","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Crown Prosecution Service","50","50","[c]","[c]"
"In post","2021","Devon","Male","Defence Equipment and Support","80","80","27180","22080"
"In post","2021","Devon","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Devon","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Department for Work and Pensions (excl. agencies)","640","610","26190","27570"
"In post","2021","Devon","Male","Driver and Vehicle Standards Agency","60","50","29890","27680"
"In post","2021","Devon","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","HM Courts and Tribunals Service","50","50","22410","19570"
"In post","2021","Devon","Male","HM Land Registry","480","470","36990","38450"
"In post","2021","Devon","Male","HM Prison and Probation Service","700","660","29190","27150"
"In post","2021","Devon","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Home Office (incl. agencies)","60","60","30800","27370"
"In post","2021","Devon","Male","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Devon","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Met Office","1070","1040","41730","40100"
"In post","2021","Devon","Male","Ministry of Defence (excl. agencies)","830","810","29550","25680"
"In post","2021","Devon","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Rural Payments Agency","110","100","28500","25890"
"In post","2021","Devon","Male","Submarine Delivery Agency","80","80","38320","39000"
"In post","2021","Devon","Male","Valuation Office Agency","180","180","28450","24500"
"In post","2021","Dorset and Somerset","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Centre for Environment, Fisheries and Aquaculture Science","70","60","31190","29270"
"In post","2021","Dorset and Somerset","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Defence Equipment and Support","130","120","32540","32090"
"In post","2021","Dorset and Somerset","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Department for Work and Pensions (excl. agencies)","630","520","26570","27570"
"In post","2021","Dorset and Somerset","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","HM Courts and Tribunals Service","160","140","22590","20100"
"In post","2021","Dorset and Somerset","Female","HM Land Registry","200","170","29040","27130"
"In post","2021","Dorset and Somerset","Female","HM Prison and Probation Service","500","450","27780","25790"
"In post","2021","Dorset and Somerset","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Ministry of Defence (excl. agencies)","380","350","26260","21580"
"In post","2021","Dorset and Somerset","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","UK Hydrographic Office","290","270","33920","33290"
"In post","2021","Dorset and Somerset","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Centre for Environment, Fisheries and Aquaculture Science","70","70","34900","29750"
"In post","2021","Dorset and Somerset","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Defence Equipment and Support","240","230","35800","35110"
"In post","2021","Dorset and Somerset","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Department for Work and Pensions (excl. agencies)","290","270","26820","27570"
"In post","2021","Dorset and Somerset","Male","Driver and Vehicle Standards Agency","50","50","28320","26780"
"In post","2021","Dorset and Somerset","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","HM Courts and Tribunals Service","60","60","22860","19570"
"In post","2021","Dorset and Somerset","Male","HM Land Registry","90","80","29500","27130"
"In post","2021","Dorset and Somerset","Male","HM Prison and Probation Service","610","580","29590","28220"
"In post","2021","Dorset and Somerset","Male","Home Office (incl. agencies)","60","60","27830","27370"
"In post","2021","Dorset and Somerset","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Ministry of Defence (excl. agencies)","610","600","28530","26350"
"In post","2021","Dorset and Somerset","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","UK Hydrographic Office","550","530","35100","33290"
"In post","2021","Dorset and Somerset","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Animal and Plant Health Agency","40","40","[c]","[c]"
"In post","2021","East Anglia","Female","Cabinet Office (excl. agencies)","60","50","47860","40250"
"In post","2021","East Anglia","Female","Centre for Environment, Fisheries and Aquaculture Science","220","200","31780","29270"
"In post","2021","East Anglia","Female","Crown Commercial Service","80","70","34840","34800"
"In post","2021","East Anglia","Female","Crown Prosecution Service","80","70","32660","28430"
"In post","2021","East Anglia","Female","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","East Anglia","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","90","80","38190","36970"
"In post","2021","East Anglia","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Department for Work and Pensions (excl. agencies)","1180","990","26590","27570"
"In post","2021","East Anglia","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","HM Courts and Tribunals Service","370","320","22270","20100"
"In post","2021","East Anglia","Female","HM Land Registry","180","160","30320","27130"
"In post","2021","East Anglia","Female","HM Prison and Probation Service","1650","1520","28550","26810"
"In post","2021","East Anglia","Female","HM Revenue and Customs (excl. agencies)","320","280","28350","25560"
"In post","2021","East Anglia","Female","HM Treasury (excl. agencies)","40","40","[c]","[c]"
"In post","2021","East Anglia","Female","Home Office (incl. agencies)","450","390","24210","21430"
"In post","2021","East Anglia","Female","Insolvency Service","50","50","27550","20880"
