"Status","Year","Organisation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Defence Science and Technology Laboratory","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Central Hampshire","Ministry of Defence","1490","1430","42310","43520"
"In post","2022","Defence Science and Technology Laboratory","Lincolnshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South Hampshire","Ministry of Defence","80","70","38380","38110"
"In post","2022","Defence Science and Technology Laboratory","West Kent","Ministry of Defence","140","130","40550","38600"
"In post","2022","Defence Science and Technology Laboratory","Westminster","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Wiltshire","Ministry of Defence","2920","2830","40510","38070"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy","100","100","50730","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Belfast","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","Department for Business, Energy and Industrial Strategy","240","240","42520","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","90","90","34540","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Darlington","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Merseyside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester South West","Department for Business, Energy and Industrial Strategy","240","240","41030","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy","90","90","43030","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Leeds","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Nottingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Sheffield","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Suffolk CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Swindon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Surrey","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","Department for Business, Energy and Industrial Strategy","5150","5040","49790","53380"
"In post","2022","Department for Digital, Culture, Media and Sport","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Birmingham","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Bristol, City of","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","City of Edinburgh","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Glasgow City","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Leeds","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Liverpool","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Manchester","Department for Digital, Culture, Media and Sport","110","110","41700","34960"
"In post","2022","Department for Digital, Culture, Media and Sport","Nottingham","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Tyneside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Westminster","Department for Digital, Culture, Media and Sport","1780","1750","47680","51730"
"In post","2022","Department for Education (excl. agencies)","Barking & Dagenham and Havering","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Barnsley, Doncaster and Rotherham","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Berkshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bexley and Greenwich","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Birmingham","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bournemouth, Christchurch and Poole","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bradford","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Breckland and South Norfolk","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Brent","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bristol, City of","Department for Education","200","200","44280","41990"
"In post","2022","Department for Education (excl. agencies)","Bromley","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Calderdale and Kirklees","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cambridgeshire CC","Department for Education","30","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Central Bedfordshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Central Hampshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cheshire West and Chester","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Chorley and West Lancashire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","City of Edinburgh","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Clackmannanshire and Fife","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Conwy and Denbighshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cornwall and Isles of Scilly","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Coventry","Department for Education","570","560","39380","36500"
"In post","2022","Department for Education (excl. agencies)","Croydon","Department for Education","40","40","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Darlington","Department for Education","620","600","38060","36500"
"In post","2022","Department for Education (excl. agencies)","Derby","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Devon CC","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Dorset","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Dudley","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Durham","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Ealing","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Derbyshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Kent","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Lancashire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Riding of Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Sussex CC","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Enfield","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Essex Haven Gateway","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Gloucestershire CC","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester North East","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester North West","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester South East","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester South West","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Gwent Valleys","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Gwynedd","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Haringey and Islington","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Harrow and Hillingdon","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Heart of Essex","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Hertfordshire CC","Department for Education","30","30","[c]","[c]"
