"Status","Year","Organisation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Other","110","110","28550","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","70","70","40080","40000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Security","60","50","29820","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Other","130","120","26670","22210"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Security","60","50","29350","26140"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Highlands and Islands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Highlands and Islands","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Highlands and Islands","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Highlands and Islands","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - East","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Other","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lancashire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Other","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Merseyside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Merseyside","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Merseyside","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Merseyside","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Medicine","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Other","50","50","22460","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outer London - East and North East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outer London - East and North East","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outer London - East and North East","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Outer London - South","Science and Engineering","[c]","[c]","[c]","[c]"
