"Status","Year","Responsibility_level","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Barnet","London","310","300","60050","56490"
"In post","2021","G6/G7","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","1920","1870","57400","55220"
"In post","2021","G6/G7","Bedford","East of England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Belfast","Northern Ireland","210","210","54770","52580"
"In post","2021","G6/G7","Berkshire","South East (England)","290","280","56950","54540"
"In post","2021","G6/G7","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Birmingham","West Midlands (England)","1150","1100","57620","54200"
"In post","2021","G6/G7","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Blackpool","North West (England)","420","400","55530","52730"
"In post","2021","G6/G7","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bradford","Yorkshire and The Humber","180","170","54880","52580"
"In post","2021","G6/G7","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Brighton and Hove","South East (England)","70","60","59430","60350"
"In post","2021","G6/G7","Bristol, City of","South West (England)","1430","1340","56600","53830"
"In post","2021","G6/G7","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Buckinghamshire CC","South East (England)","70","70","64150","59540"
"In post","2021","G6/G7","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cambridgeshire CC","East of England","310","290","60520","57110"
"In post","2021","G6/G7","Camden and City of London","London","600","570","67710","60070"
"In post","2021","G6/G7","Cardiff and Vale of Glamorgan","Wales","1350","1290","59620","60830"
"In post","2021","G6/G7","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Central Hampshire","South East (England)","950","910","53350","53500"
"In post","2021","G6/G7","Central Valleys","Wales","170","170","62270","60830"
"In post","2021","G6/G7","Cheshire East","North West (England)","40","40","[c]","[c]"
"In post","2021","G6/G7","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Scotland","2290","2190","61730","61010"
"In post","2021","G6/G7","Clackmannanshire and Fife","Scotland","40","40","[c]","[c]"
"In post","2021","G6/G7","Conwy and Denbighshire","Wales","70","70","61550","60830"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","South West (England)","50","40","58500","54990"
"In post","2021","G6/G7","Coventry","West Midlands (England)","540","530","54700","50630"
"In post","2021","G6/G7","Croydon","London","1590","1540","63460","61000"
"In post","2021","G6/G7","Darlington","North East (England)","190","190","54080","50630"
"In post","2021","G6/G7","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","South West (England)","680","640","53650","49960"
"In post","2021","G6/G7","Dorset CC","South West (England)","60","60","61970","60520"
"In post","2021","G6/G7","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","North East (England)","110","100","59670","56750"
"In post","2021","G6/G7","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","North West (England)","60","50","53310","51470"
"In post","2021","G6/G7","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","50","40","[c]","[c]"
"In post","2021","G6/G7","East Kent","South East (England)","100","100","56720","52580"
"In post","2021","G6/G7","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Sussex CC","South East (England)","40","40","[c]","[c]"
"In post","2021","G6/G7","Essex Haven Gateway","East of England","40","40","[c]","[c]"
"In post","2021","G6/G7","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Falkirk","Scotland","50","40","[c]","[c]"
"In post","2021","G6/G7","Flintshire and Wrexham","Wales","70","70","56760","55610"
"In post","2021","G6/G7","Glasgow City","Scotland","1270","1240","60460","61010"
"In post","2021","G6/G7","Gloucestershire","South West (England)","50","40","[c]","[c]"
"In post","2021","G6/G7","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Greater Manchester South West","North West (England)","630","610","55950","52580"
"In post","2021","G6/G7","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Hackney and Newham","London","290","270","63050","59160"
"In post","2021","G6/G7","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Harrow and Hillingdon","London","80","80","61830","59160"
"In post","2021","G6/G7","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Heart of Essex","East of England","100","90","60740","59910"
"In post","2021","G6/G7","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Hertfordshire","East of England","280","270","60300","59730"
"In post","2021","G6/G7","Hounslow and Richmond upon Thames","London","150","140","56110","53600"
"In post","2021","G6/G7","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","40","40","[c]","[c]"
"In post","2021","G6/G7","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Kingston upon Hull, City of","Yorkshire and The Humber","60","60","57880","55610"
"In post","2021","G6/G7","Lambeth","London","850","810","61260","59160"
"In post","2021","G6/G7","Lancaster and Wyre","North West (England)","40","30","[c]","[c]"
"In post","2021","G6/G7","Leeds","Yorkshire and The Humber","1680","1610","55480","52580"
"In post","2021","G6/G7","Leicester","East Midlands (England)","110","100","54290","52580"
"In post","2021","G6/G7","Leicestershire CC and Rutland","East Midlands (England)","60","60","65970","60470"
"In post","2021","G6/G7","Lewisham and Southwark","London","50","50","61810","60300"
"In post","2021","G6/G7","Lincolnshire","East Midlands (England)","80","70","59080","55270"
"In post","2021","G6/G7","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Liverpool","North West (England)","890","860","55040","52580"
"In post","2021","G6/G7","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Luton","East of England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Manchester","North West (England)","1420","1370","56970","52920"
"In post","2021","G6/G7","Medway","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Mid Kent","South East (England)","30","30","[c]","[c]"
"In post","2021","G6/G7","Mid Lancashire","North West (England)","290","270","56090","52960"
"In post","2021","G6/G7","Milton Keynes","South East (England)","170","160","61650","58290"
"In post","2021","G6/G7","Monmouthshire and Newport","Wales","970","930","55060","55440"
"In post","2021","G6/G7","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North Hampshire","South East (England)","100","90","72010","76050"
"In post","2021","G6/G7","North Lanarkshire","Scotland","60","60","56180","52770"
"In post","2021","G6/G7","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North Yorkshire CC","Yorkshire and The Humber","90","90","61570","55730"
"In post","2021","G6/G7","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Norwich and East Norfolk","East of England","120","120","55780","54770"
"In post","2021","G6/G7","Nottingham","East Midlands (England)","950","920","56200","52580"
"In post","2021","G6/G7","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Overseas","Overseas","1340","1330","59920","58030"
"In post","2021","G6/G7","Oxfordshire","South East (England)","220","200","61190","57120"
"In post","2021","G6/G7","Perth and Kinross and Stirling","Scotland","60","50","57830","55110"
"In post","2021","G6/G7","Peterborough","East of England","90","90","58660","55610"
"In post","2021","G6/G7","Plymouth","South West (England)","150","140","60850","56750"
"In post","2021","G6/G7","Portsmouth","South East (England)","250","240","59580","54540"
"In post","2021","G6/G7","Powys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Sefton","North West (England)","460","440","56490","53430"
"In post","2021","G6/G7","Sheffield","Yorkshire and The Humber","1130","1090","55510","52280"
"In post","2021","G6/G7","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Solihull","West Midlands (England)","60","50","54050","52340"
"In post","2021","G6/G7","Somerset","South West (England)","130","120","57150","53930"
"In post","2021","G6/G7","South and West Derbyshire","East Midlands (England)","100","90","60820","57510"
"In post","2021","G6/G7","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","South Hampshire","South East (England)","420","400","54300","50520"
"In post","2021","G6/G7","South Lanarkshire","Scotland","440","420","55060","52580"
"In post","2021","G6/G7","South Nottinghamshire","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","G6/G7","South Teesside","North East (England)","50","50","[c]","[c]"
