"Status","Year","Region_ITL2","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Yorkshire","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Declared non-disabled","120","110","34410","29430"
"Leaver Dept.","2021","West Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Unknown","90","60","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Declared non-disabled","110","100","31990","27570"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Declared non-disabled","80","70","41480","38580"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Unknown","90","90","50140","51940"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Operational Delivery","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Operational Delivery","Declared non-disabled","160","160","28500","27570"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Operational Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Science and Engineering","Declared non-disabled","50","40","37910","36330"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
