"Status","Year","Sex","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Shropshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Solihull","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Solihull","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Solihull","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Solihull","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","No function","40","40","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South and West Derbyshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South and West Derbyshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South and West Derbyshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South and West Derbyshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South and West Derbyshire","No function","40","40","[c]","[c]"
"Leaver CS","2022","Male","South and West Derbyshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Ayrshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Ayrshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","No function","150","110","23650","20350"
"Leaver CS","2022","Male","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Hampshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Lanarkshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","South Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Nottinghamshire","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Teesside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Teesside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Teesside","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South West Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South West Wales","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","South West Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South West Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South West Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","No function","50","50","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southend-on-Sea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southend-on-Sea","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southend-on-Sea","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","No function","170","160","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Stoke-on-Trent","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Stoke-on-Trent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Stoke-on-Trent","No function","40","30","[c]","[c]"
"Leaver CS","2022","Male","Stoke-on-Trent","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","No function","150","140","26910","26440"
"Leaver CS","2022","Male","Suffolk CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Suffolk CC","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Sunderland","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","No function","60","50","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Swindon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Telford and Wrekin","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Thurrock","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Thurrock","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Torbay","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Digital, Data & Technology","80","80","54240","54700"
"Leaver CS","2022","Male","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","No function","190","190","51720","46350"
"Leaver CS","2022","Male","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","No function","250","230","25450","21260"
"Leaver CS","2022","Male","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tyneside","Unknown","250","220","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","No function","220","200","26420","21840"
"Leaver CS","2022","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","270","250","36130","33270"
"Leaver CS","2022","Male","Wakefield","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wakefield","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wakefield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wakefield","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wakefield","No function","80","70","[c]","[c]"
"Leaver CS","2022","Male","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Walsall","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Walsall","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wandsworth","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Wandsworth","No function","60","60","[c]","[c]"
"Leaver CS","2022","Male","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","No function","90","80","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warwickshire CC","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warwickshire CC","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warwickshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warwickshire CC","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","Warwickshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warwickshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Essex","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Essex","Property","[c]","[c]","[c]","[c]"
