"Status","Year","Region_ITL1","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","South East (England)","Project Delivery","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Ministry of Defence (excl. agencies)","70","60","36740","33000"
"New entrant CS","2022","South East (England)","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Property","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Security","Ministry of Defence (excl. agencies)","120","120","25830","25540"
"New entrant CS","2022","South East (England)","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Department for Work and Pensions (excl. agencies)","60","60","26810","27570"
"New entrant CS","2022","South East (England)","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Home Office","310","280","26150","24880"
"New entrant CS","2022","South East (England)","Unknown","Ministry of Defence (excl. agencies)","290","270","30900","26350"
"New entrant CS","2022","South East (England)","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Analysis","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Defence Equipment and Support","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Counter Fraud","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","39800","39150"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Met Office","140","130","24410","24240"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Ministry of Defence (excl. agencies)","50","50","30960","33000"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Defence Equipment and Support","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Legal","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Animal and Plant Health Agency","60","60","26180","24920"
"New entrant CS","2022","South West (England)","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Defence Equipment and Support","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Defence Science and Technology Laboratory","270","270","30020","27010"
"New entrant CS","2022","South West (England)","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","180","180","35520","34450"
"New entrant CS","2022","South West (England)","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Department for Work and Pensions (excl. agencies)","320","310","23060","21260"
"New entrant CS","2022","South West (England)","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","HM Courts and Tribunals Service","150","140","21650","20970"
"New entrant CS","2022","South West (England)","No function","HM Land Registry","70","60","24360","22600"
"New entrant CS","2022","South West (England)","No function","HM Prison and Probation Service","1230","1160","25930","24090"
"New entrant CS","2022","South West (England)","No function","HM Revenue and Customs (excl. agencies)","60","60","30730","33080"
"New entrant CS","2022","South West (England)","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","Planning Inspectorate","60","50","29780","32780"
"New entrant CS","2022","South West (England)","No function","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","No function","UK Health Security Agency","230","220","30460","28590"
"New entrant CS","2022","South West (England)","No function","UK Hydrographic Office","90","80","26370","20420"
"New entrant CS","2022","South West (England)","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Defence Equipment and Support","640","630","31500","28500"
"New entrant CS","2022","South West (England)","Project Delivery","Defence Science and Technology Laboratory","70","70","29310","27010"
"New entrant CS","2022","South West (England)","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Ministry of Defence (excl. agencies)","60","60","37960","33000"
"New entrant CS","2022","South West (England)","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Project Delivery","Submarine Delivery Agency","150","150","34580","31500"
"New entrant CS","2022","South West (England)","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Property","Valuation Office Agency","100","100","23240","21750"
"New entrant CS","2022","South West (England)","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","Ministry of Defence (excl. agencies)","80","80","26140","25000"
"New entrant CS","2022","South West (England)","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Ministry of Defence (excl. agencies)","230","220","29950","26350"
"New entrant CS","2022","South West (England)","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Cabinet Office (excl. agencies)","80","80","30270","28000"
"New entrant CS","2022","Unknown","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Department for Work and Pensions (excl. agencies)","60","60","31110","29290"
"New entrant CS","2022","Unknown","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Driver and Vehicle Licensing Agency","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","HM Prison and Probation Service","270","240","28740","24800"
"New entrant CS","2022","Unknown","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
