"Status","Year","Organisation","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","60","60","33270","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Wales","30","30","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","London","60","60","50430","53530"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","North West (England)","60","60","37680","34800"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Scotland","130","130","24740","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","East of England","50","40","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","London","120","110","36480","26970"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","North West (England)","70","70","36210","38000"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","South East (England)","90","80","33890","26970"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","West Midlands (England)","50","50","36460","38000"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","London","40","40","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","South West (England)","450","430","34010","30000"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","South West (England)","130","120","28660","27000"
"New entrant CS","2021","Defence Equipment and Support","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Heterosexual / straight","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Heterosexual / straight","South West (England)","120","120","32750","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","London","430","430","38920","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","London","70","70","35170","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","London","60","60","38300","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","London","130","130","38020","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","London","250","250","38530","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","London","50","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","London","50","50","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","London","90","90","41320","36660"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","North East (England)","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","North West (England)","80","80","33610","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","60","60","32670","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","London","100","100","35830","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","North West (England)","50","50","39210","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","London","290","290","36940","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","North East (England)","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","North West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","South West (England)","110","110","35460","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","70","70","34710","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","London","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","London","40","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","London","160","160","38330","32990"
