"Status","Year","Age","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","65+","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Bromley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cardiff and Vale of Glamorgan","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Central Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cheshire East","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cheshire East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","City of Edinburgh","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Coventry","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Coventry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Croydon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Croydon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Darlington","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Derby","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Devon CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Dorset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Dorset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Durham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Ealing","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Ayrshire and North Ayrshire mainland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Riding of Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Sussex CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Enfield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Glasgow City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Gloucestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Greater Manchester South West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Gwent Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Gwynedd","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Hackney and Newham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Inverness and Nairn, Moray, and Badenoch and Strathspey","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Isle of Anglesey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Kensington & Chelsea and Hammersmith & Fulham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Kent Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Kingston upon Hull, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Lambeth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Lancaster and Wyre","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Lancaster and Wyre","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Lancaster and Wyre","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Leeds","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Leeds","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Leeds","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Leicester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Leicestershire CC and Rutland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Lewisham and Southwark","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Lincolnshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Luton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Medway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Merton, Kingston upon Thames and Sutton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mid Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Monmouthshire and Newport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North and West Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North Lanarkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Nottingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Oxfordshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Oxfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Oxfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Peterborough","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Plymouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Plymouth","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Portsmouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Redbridge and Waltham Forest","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sandwell","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sefton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sheffield","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sheffield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Shropshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Shropshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Somerset CC","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Somerset CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South and West Derbyshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South Teesside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","South West Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Southampton","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Southampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Southend-on-Sea","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Staffordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Stoke-on-Trent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Suffolk CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Suffolk CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Sunderland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Swansea","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Swansea","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Swindon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Telford and Wrekin","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tower Hamlets","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tyneside","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tyneside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wakefield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wandsworth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Warrington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Warrington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Warwickshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Surrey","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","West Sussex (South West)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Westminster","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Westminster","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Westminster","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wiltshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wiltshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wirral","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wolverhampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Worcestershire CC","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Worcestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","York","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","York","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Westminster","No function","[c]","[c]","[c]","[c]"
