"Status","Year","Age","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Inverclyde, East Renfrewshire and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Isle of Wight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kensington & Chelsea and Hammersmith & Fulham","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent Thames Gateway","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kingston upon Hull, City of","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Kingston upon Hull, City of","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lambeth","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lambeth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lambeth","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lambeth","No function","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lancaster and Wyre","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","No function","60","60","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leeds","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","20-29","Leicester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicester","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire CC and Rutland","No function","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire CC and Rutland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lewisham and Southwark","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Liverpool","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Liverpool","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Liverpool","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Luton","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Manchester","No function","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Manchester","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Medway","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merton, Kingston upon Thames and Sutton","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Kent","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Monmouthshire and Newport","Analysis","40","30","[c]","[c]"
"Leaver CS","2021","20-29","Monmouthshire and Newport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Monmouthshire and Newport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and West Norfolk","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Hampshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Lanarkshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Norwich and East Norfolk","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Norwich and East Norfolk","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Nottingham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Nottingham","No function","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Nottingham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Oxfordshire","No function","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Perth and Kinross and Stirling","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Perth and Kinross and Stirling","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Peterborough","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Portsmouth","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Portsmouth","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Portsmouth","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Redbridge and Waltham Forest","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scottish Borders","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sefton","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sefton","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sefton","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sefton","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sefton","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Sheffield","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sheffield","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sheffield","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sheffield","Unknown","50","50","23700","21010"
"Leaver CS","2021","20-29","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire CC","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Solihull","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South and West Derbyshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Lanarkshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Teesside","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West Wales","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southampton","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Staffordshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Staffordshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Staffordshire CC","No function","80","70","[c]","[c]"
"Leaver CS","2021","20-29","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Stoke-on-Trent","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Suffolk","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Suffolk","No function","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Suffolk","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Suffolk","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sunderland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swansea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swansea","No function","70","60","21070","21590"
"Leaver CS","2021","20-29","Swansea","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swindon","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swindon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Swindon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tower Hamlets","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","20-29","Tyneside","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tyneside","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tyneside","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Tyneside","Unknown","110","100","22400","21010"
"Leaver CS","2021","20-29","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","150","150","[c]","[c]"
"Leaver CS","2021","20-29","Wakefield","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Walsall","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Walsall","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wandsworth","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warrington","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warwickshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Kent","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Kent","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Lothian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Northamptonshire","No function","30","30","[c]","[c]"
"Leaver CS","2021","20-29","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Surrey","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Surrey","No function","40","40","[c]","[c]"
"Leaver CS","2021","20-29","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Sussex (South West)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Sussex (South West)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Sussex (South West)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Analysis","80","80","26530","24410"
"Leaver CS","2021","20-29","Westminster","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Communications","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Legal","60","60","30790","27350"
"Leaver CS","2021","20-29","Westminster","No function","280","280","27320","26410"
"Leaver CS","2021","20-29","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Westminster","Unknown","330","270","31760","29250"
"Leaver CS","2021","20-29","Wiltshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wiltshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wiltshire","No function","80","80","20320","18850"
"Leaver CS","2021","20-29","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wirral","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wirral","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wirral","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wolverhampton","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Worcestershire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Worcestershire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Worcestershire","No function","50","50","[c]","[c]"
"Leaver CS","2021","20-29","York","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","York","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","York","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","York","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","York","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","York","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","York","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","York","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Aberdeen City and Aberdeenshire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Aberdeen City and Aberdeenshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Aberdeen City and Aberdeenshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Aberdeen City and Aberdeenshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Angus and Dundee City","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ards and North Down","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnet","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnet","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnet","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnet","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnsley, Doncaster and Rotherham","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnsley, Doncaster and Rotherham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","50","50","34590","35270"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bedford","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Belfast","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Belfast","Property","[c]","[c]","[c]","[c]"
