"Status","Year","Organisation","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","National Records of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","AA/AO","Heterosexual / straight","120","120","20810","20150"
"Leaver CS","2021","Public Health England","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","EO","Heterosexual / straight","70","70","25780","25260"
"Leaver CS","2021","Public Health England","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","G6/G7","Heterosexual / straight","90","80","55350","52390"
"Leaver CS","2021","Public Health England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","SCS","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Public Health England","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","SEO/HEO","Heterosexual / straight","200","190","35720","35610"
"Leaver CS","2021","Public Health England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","SEO/HEO","Unknown","50","40","36460","34880"
"Leaver CS","2021","Queen Elizabeth II Centre","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","150","150","35020","32400"
"Leaver CS","2021","Rural Payments Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","AA/AO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","AA/AO","Undeclared","60","50","21730","20850"
"Leaver CS","2021","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Fiscal Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","SEO/HEO","Heterosexual / straight","50","50","39060","36730"
"Leaver CS","2021","Scottish Government (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","AA/AO","Unknown","60","60","22690","20810"
"Leaver CS","2021","Scottish Prison Service","EO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","EO","Unknown","60","60","32550","33650"
"Leaver CS","2021","Scottish Prison Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
