"Status","Year","Region_ITL3","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Belfast","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Belfast","Unknown","HM Revenue and Customs (excl. agencies)","80","70","[c]","[c]"
"Leaver CS","2021","Belfast","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Security","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","No function","HM Prison and Probation Service","90","80","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bexley and Greenwich","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Finance","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Human Resources","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","HM Courts and Tribunals Service","80","70","21340","19980"
"Leaver CS","2021","Birmingham","No function","HM Prison and Probation Service","50","50","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Public Health England","40","30","[c]","[c]"
"Leaver CS","2021","Birmingham","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Unknown","Department for Work and Pensions (excl. agencies)","70","60","26450","27570"
"Leaver CS","2021","Birmingham","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Unknown","HM Revenue and Customs (excl. agencies)","70","60","[c]","[c]"
"Leaver CS","2021","Birmingham","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Birmingham","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackburn with Darwen","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Blackpool","Unknown","Department for Work and Pensions (excl. agencies)","250","220","26090","21010"
"Leaver CS","2021","Bournemouth and Poole","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bournemouth and Poole","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bradford","Unknown","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Bradford","Unknown","HM Revenue and Customs (excl. agencies)","140","120","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","No function","HM Prison and Probation Service","60","50","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Breckland and South Norfolk","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brent","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bridgend and Neath Port Talbot","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Brighton and Hove","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Digital, Data & Technology","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","HM Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Planning Inspectorate","40","40","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","Department for Work and Pensions (excl. agencies)","60","50","25530","27570"
"Leaver CS","2021","Bristol, City of","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","No function","HM Prison and Probation Service","80","70","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Unknown","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","No function","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Unknown","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","HM Prison and Probation Service","70","60","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","Public Health England","30","30","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Analysis","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Finance","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Human Resources","Debt Management Office","[c]","[c]","[c]","[c]"
