"Status","Year","Region_ITL1","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Overseas","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","No function","20-29","190","190","35650","33230"
"In post","2022","Overseas","No function","30-39","490","490","47420","51950"
"In post","2022","Overseas","No function","40-49","560","550","56290","56590"
"In post","2022","Overseas","No function","50-59","440","440","60080","58990"
"In post","2022","Overseas","No function","60-64","70","70","70420","67860"
"In post","2022","Overseas","No function","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","20-29","40","40","[c]","[c]"
"In post","2022","Overseas","Project Delivery","30-39","230","230","50660","52430"
"In post","2022","Overseas","Project Delivery","40-49","180","180","58550","58030"
"In post","2022","Overseas","Project Delivery","50-59","120","120","61780","64130"
"In post","2022","Overseas","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","40-49","50","50","37480","36450"
"In post","2022","Overseas","Property","50-59","70","70","40700","40580"
"In post","2022","Overseas","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","30-39","40","40","[c]","[c]"
"In post","2022","Overseas","Security","40-49","30","30","[c]","[c]"
"In post","2022","Overseas","Security","50-59","60","60","38180","34260"
"In post","2022","Overseas","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","20-29","40","40","[c]","[c]"
"In post","2022","Overseas","Unknown","30-39","200","200","42050","40120"
"In post","2022","Overseas","Unknown","40-49","290","280","44880","41600"
"In post","2022","Overseas","Unknown","50-59","220","220","40060","34910"
"In post","2022","Overseas","Unknown","60-64","30","30","[c]","[c]"
"In post","2022","Overseas","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Analysis","30-39","60","60","46030","38420"
"In post","2022","Scotland","Analysis","40-49","30","30","[c]","[c]"
"In post","2022","Scotland","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Commercial","20-29","60","60","31030","30000"
"In post","2022","Scotland","Commercial","30-39","70","70","37790","35000"
"In post","2022","Scotland","Commercial","40-49","90","90","44590","39190"
"In post","2022","Scotland","Commercial","50-59","130","120","40790","36620"
"In post","2022","Scotland","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Counter Fraud","20-29","190","190","26960","26700"
"In post","2022","Scotland","Counter Fraud","30-39","340","320","29420","27570"
"In post","2022","Scotland","Counter Fraud","40-49","390","360","28650","27570"
"In post","2022","Scotland","Counter Fraud","50-59","630","580","29910","27570"
"In post","2022","Scotland","Counter Fraud","60-64","220","160","29220","27570"
"In post","2022","Scotland","Counter Fraud","65+","70","50","27930","27570"
"In post","2022","Scotland","Debt","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Debt","20-29","270","260","22210","21250"
"In post","2022","Scotland","Debt","30-39","300","280","23340","21250"
"In post","2022","Scotland","Debt","40-49","280","250","24030","21250"
"In post","2022","Scotland","Debt","50-59","340","300","23380","21680"
"In post","2022","Scotland","Debt","60-64","120","90","23010","22080"
"In post","2022","Scotland","Debt","65+","40","30","[c]","[c]"
"In post","2022","Scotland","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Digital, Data & Technology","20-29","130","130","32440","32380"
"In post","2022","Scotland","Digital, Data & Technology","30-39","230","220","37290","33930"
"In post","2022","Scotland","Digital, Data & Technology","40-49","240","240","40810","38500"
"In post","2022","Scotland","Digital, Data & Technology","50-59","270","260","39370","36130"
"In post","2022","Scotland","Digital, Data & Technology","60-64","50","50","37730","33930"
"In post","2022","Scotland","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Finance","20-29","160","140","24810","21250"
"In post","2022","Scotland","Finance","30-39","210","200","32000","26820"
"In post","2022","Scotland","Finance","40-49","200","190","32220","26820"
"In post","2022","Scotland","Finance","50-59","350","300","30000","22330"
"In post","2022","Scotland","Finance","60-64","90","70","26390","22080"
"In post","2022","Scotland","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Human Resources","20-29","120","120","26860","25050"
"In post","2022","Scotland","Human Resources","30-39","220","210","31410","27570"
"In post","2022","Scotland","Human Resources","40-49","250","230","31250","27570"
"In post","2022","Scotland","Human Resources","50-59","400","380","30770","26820"
"In post","2022","Scotland","Human Resources","60-64","110","90","29050","26630"
"In post","2022","Scotland","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Legal","20-29","160","160","38130","41750"
"In post","2022","Scotland","Legal","30-39","270","260","51000","52520"
"In post","2022","Scotland","Legal","40-49","240","220","58140","62000"
"In post","2022","Scotland","Legal","50-59","180","160","58650","59480"
"In post","2022","Scotland","Legal","60-64","40","30","[c]","[c]"
"In post","2022","Scotland","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","No function","16-19","50","40","[c]","[c]"
"In post","2022","Scotland","No function","20-29","3060","2990","25610","23450"
"In post","2022","Scotland","No function","30-39","4740","4500","29450","27570"
"In post","2022","Scotland","No function","40-49","4500","4180","30000","27570"
"In post","2022","Scotland","No function","50-59","6770","6220","30180","27570"
"In post","2022","Scotland","No function","60-64","2180","1630","28450","27570"
"In post","2022","Scotland","No function","65+","570","400","28490","26640"
"In post","2022","Scotland","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Project Delivery","20-29","140","140","29450","26820"
"In post","2022","Scotland","Project Delivery","30-39","350","340","38800","33930"
"In post","2022","Scotland","Project Delivery","40-49","350","340","41760","40180"
"In post","2022","Scotland","Project Delivery","50-59","500","480","39880","34850"
"In post","2022","Scotland","Project Delivery","60-64","130","110","36270","33930"
"In post","2022","Scotland","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Property","20-29","50","50","28860","26900"
"In post","2022","Scotland","Property","30-39","110","100","32060","31050"
"In post","2022","Scotland","Property","40-49","100","100","33800","32820"
"In post","2022","Scotland","Property","50-59","210","210","34670","33000"
"In post","2022","Scotland","Property","60-64","90","80","33680","33300"
"In post","2022","Scotland","Property","65+","30","30","[c]","[c]"
"In post","2022","Scotland","Security","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Security","20-29","250","250","25800","24610"
"In post","2022","Scotland","Security","30-39","310","310","30760","28890"
"In post","2022","Scotland","Security","40-49","230","230","33580","39070"
"In post","2022","Scotland","Security","50-59","530","520","33010","39070"
"In post","2022","Scotland","Security","60-64","120","90","27740","21850"
"In post","2022","Scotland","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Unknown","16-19","60","60","22120","21050"
"In post","2022","Scotland","Unknown","20-29","2910","2870","29330","27230"
"In post","2022","Scotland","Unknown","30-39","4410","4250","37240","33070"
"In post","2022","Scotland","Unknown","40-49","4440","4230","43100","39660"
"In post","2022","Scotland","Unknown","50-59","4570","4400","41960","36130"
