"Status","Year","Region_ITL1","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Analysis","20-29","110","110","36570","33930"
"Leaver Dept.","2021","London","Analysis","30-39","70","70","46460","45470"
"Leaver Dept.","2021","London","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Communications","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Communications","20-29","80","80","35460","33390"
"Leaver Dept.","2021","London","Communications","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Communications","40-49","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Debt","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data & Technology","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data & Technology","30-39","50","40","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data & Technology","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Finance","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Human Resources","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Human Resources","20-29","80","80","31600","29250"
"Leaver Dept.","2021","London","Human Resources","30-39","60","60","46850","45200"
"Leaver Dept.","2021","London","Human Resources","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","20-29","50","50","29880","27350"
"Leaver Dept.","2021","London","Legal","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","No function","20-29","940","930","35600","33120"
"Leaver Dept.","2021","London","No function","30-39","710","690","47240","51580"
"Leaver Dept.","2021","London","No function","40-49","300","280","57690","54700"
"Leaver Dept.","2021","London","No function","50-59","140","130","53180","45030"
"Leaver Dept.","2021","London","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","No function","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Project Delivery","20-29","50","50","40650","38600"
"Leaver Dept.","2021","London","Project Delivery","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Project Delivery","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","20-29","780","630","36060","34330"
"Leaver Dept.","2021","London","Unknown","30-39","610","510","45050","42460"
"Leaver Dept.","2021","London","Unknown","40-49","330","280","53120","54240"
"Leaver Dept.","2021","London","Unknown","50-59","180","160","48820","40990"
"Leaver Dept.","2021","London","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","90","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Grants Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Grants Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Grants Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","20-29","150","140","23800","21010"
"Leaver Dept.","2021","North East (England)","Unknown","30-39","150","140","26020","25000"
"Leaver Dept.","2021","North East (England)","Unknown","40-49","100","90","28560","27570"
"Leaver Dept.","2021","North East (England)","Unknown","50-59","70","60","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Grants Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Grants Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Grants Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","20-29","230","230","24650","24310"
"Leaver Dept.","2021","North West (England)","Unknown","30-39","240","220","26500","26490"
"Leaver Dept.","2021","North West (England)","Unknown","40-49","190","180","30180","27570"
"Leaver Dept.","2021","North West (England)","Unknown","50-59","130","130","33440","27570"
"Leaver Dept.","2021","North West (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","No function","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","20-29","110","110","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","30-39","130","120","28070","26890"
"Leaver Dept.","2021","Scotland","Unknown","40-49","80","80","27750","27570"
"Leaver Dept.","2021","Scotland","Unknown","50-59","110","110","28590","27570"
"Leaver Dept.","2021","Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","20-29","70","60","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","30-39","60","60","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Grants Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Grants Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Grants Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Grants Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Human Resources","40-49","[c]","[c]","[c]","[c]"
