"Status","Year","Sex","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Inner London - West","Unknown","760","650","45260","39920"
"Leaver CS","2022","Male","Kent","Heterosexual / straight","250","240","31150","27380"
"Leaver CS","2022","Male","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Male","Kent","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Heterosexual / straight","280","270","26120","21260"
"Leaver CS","2022","Male","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancashire","Unknown","160","150","27520","25230"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","210","200","31750","27570"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Unknown","120","110","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Heterosexual / straight","120","120","29710","27570"
"Leaver CS","2022","Male","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merseyside","Heterosexual / straight","250","220","28120","24890"
"Leaver CS","2022","Male","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Merseyside","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Male","Merseyside","Unknown","230","210","31950","24880"
"Leaver CS","2022","Male","North Eastern Scotland","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Male","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Eastern Scotland","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire","Heterosexual / straight","130","120","34010","31530"
"Leaver CS","2022","Male","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","North Yorkshire","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Heterosexual / straight","60","60","28550","22130"
"Leaver CS","2022","Male","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northern Ireland","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","Heterosexual / straight","290","270","28230","21260"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","Unknown","360","320","28840","24880"
"Leaver CS","2022","Male","Outer London - East and North East","Heterosexual / straight","100","90","30240","31060"
"Leaver CS","2022","Male","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - East and North East","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Male","Outer London - South","Heterosexual / straight","180","160","36550","31060"
"Leaver CS","2022","Male","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - South","Unknown","130","120","36290","31060"
"Leaver CS","2022","Male","Outer London - West and North West","Heterosexual / straight","250","220","31980","31060"
"Leaver CS","2022","Male","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Outer London - West and North West","Undeclared","50","40","33010","31060"
"Leaver CS","2022","Male","Outer London - West and North West","Unknown","90","80","36100","31060"
"Leaver CS","2022","Male","Overseas","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Male","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire and Staffordshire","Heterosexual / straight","210","200","30990","27570"
"Leaver CS","2022","Male","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Shropshire and Staffordshire","Unknown","110","110","[c]","[c]"
"Leaver CS","2022","Male","South Yorkshire","Heterosexual / straight","230","210","30930","27290"
"Leaver CS","2022","Male","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","South Yorkshire","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","Southern Scotland","Heterosexual / straight","90","80","32620","28240"
"Leaver CS","2022","Male","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Southern Scotland","Unknown","140","130","31320","27460"
"Leaver CS","2022","Male","Surrey, East and West Sussex","Heterosexual / straight","230","220","31160","27570"
"Leaver CS","2022","Male","Surrey, East and West Sussex","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Surrey, East and West Sussex","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","Surrey, East and West Sussex","Unknown","100","80","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","Heterosexual / straight","190","170","27460","22110"
"Leaver CS","2022","Male","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tees Valley and Durham","Unknown","110","100","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Heterosexual / straight","170","150","32110","26670"
"Leaver CS","2022","Male","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Undeclared","60","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","370","340","36370","32700"
"Leaver CS","2022","Male","West Central Scotland","Heterosexual / straight","310","290","32930","27570"
"Leaver CS","2022","Male","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Central Scotland","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","West Central Scotland","Unknown","240","210","32670","28930"
"Leaver CS","2022","Male","West Midlands","Heterosexual / straight","290","280","33420","27570"
"Leaver CS","2022","Male","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Midlands","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","West Midlands","Unknown","250","230","35270","27570"
"Leaver CS","2022","Male","West Wales and The Valleys","Heterosexual / straight","170","160","32220","27570"
"Leaver CS","2022","Male","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","West Wales and The Valleys","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Male","West Yorkshire","Heterosexual / straight","360","310","31680","27570"
"Leaver CS","2022","Male","West Yorkshire","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Male","West Yorkshire","Undeclared","80","40","[c]","[c]"
"Leaver CS","2022","Male","West Yorkshire","Unknown","370","340","33930","27570"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","Heterosexual / straight","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","Heterosexual / straight","110","100","31600","27570"
"Leaver Dept.","2021","Female","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","220","210","34510","30450"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","70","70","38240","34600"
"Leaver Dept.","2021","Female","Greater Manchester","Heterosexual / straight","100","100","29620","27570"
"Leaver Dept.","2021","Female","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Greater Manchester","Unknown","120","110","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","Heterosexual / straight","70","70","31780","29060"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","Heterosexual / straight","120","120","42780","37060"
"Leaver Dept.","2021","Female","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - West","Heterosexual / straight","1330","1290","45210","40050"
"Leaver Dept.","2021","Female","Inner London - West","LGBO","120","120","41260","35040"
"Leaver Dept.","2021","Female","Inner London - West","Undeclared","170","160","47580","44110"
"Leaver Dept.","2021","Female","Inner London - West","Unknown","870","680","43020","38820"
"Leaver Dept.","2021","Female","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","Heterosexual / straight","130","110","29220","24970"
"Leaver Dept.","2021","Female","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","Female","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northumberland and Tyne and Wear","Heterosexual / straight","110","100","26650","24130"
"Leaver Dept.","2021","Female","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northumberland and Tyne and Wear","Unknown","150","140","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - South","Heterosexual / straight","80","70","39270","30480"
"Leaver Dept.","2021","Female","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - South","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - West and North West","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Shropshire and Staffordshire","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South Yorkshire","Heterosexual / straight","60","60","33950","31090"
"Leaver Dept.","2021","Female","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Southern Scotland","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tees Valley and Durham","Heterosexual / straight","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tees Valley and Durham","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Heterosexual / straight","130","130","36410","32000"
"Leaver Dept.","2021","Female","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","210","210","33230","32000"
"Leaver Dept.","2021","Female","West Central Scotland","Heterosexual / straight","80","70","26690","25650"
"Leaver Dept.","2021","Female","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Central Scotland","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands","Heterosexual / straight","120","120","27930","24310"
"Leaver Dept.","2021","Female","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Midlands","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","Female","West Wales and The Valleys","Heterosexual / straight","70","60","26610","25900"
"Leaver Dept.","2021","Female","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Yorkshire","Heterosexual / straight","90","80","31130","27570"
"Leaver Dept.","2021","Female","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","West Yorkshire","Unknown","90","70","[c]","[c]"
"Leaver Dept.","2021","Male","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Derbyshire and Nottinghamshire","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Anglia","Unknown","[c]","[c]","[c]","[c]"
