"Status","Year","Sex","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Tees Valley and Durham","Unknown","220","210","25680","23140"
"New entrant CS","2022","Female","Unknown","Heterosexual / straight","160","150","30250","28070"
"New entrant CS","2022","Female","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Undeclared","50","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Unknown","250","230","29120","28000"
"New entrant CS","2022","Female","West Central Scotland","Heterosexual / straight","1000","970","29200","27230"
"New entrant CS","2022","Female","West Central Scotland","LGBO","120","120","29240","27230"
"New entrant CS","2022","Female","West Central Scotland","Undeclared","60","60","27560","25230"
"New entrant CS","2022","Female","West Central Scotland","Unknown","570","550","27990","24880"
"New entrant CS","2022","Female","West Midlands","Heterosexual / straight","1230","1170","28220","26590"
"New entrant CS","2022","Female","West Midlands","LGBO","90","90","28260","24830"
"New entrant CS","2022","Female","West Midlands","Undeclared","90","90","30660","27570"
"New entrant CS","2022","Female","West Midlands","Unknown","630","590","26860","24800"
"New entrant CS","2022","Female","West Wales and The Valleys","Heterosexual / straight","610","590","25590","21840"
"New entrant CS","2022","Female","West Wales and The Valleys","LGBO","50","50","25780","21840"
"New entrant CS","2022","Female","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","West Wales and The Valleys","Unknown","270","250","23720","21840"
"New entrant CS","2022","Female","West Yorkshire","Heterosexual / straight","1020","970","29090","26590"
"New entrant CS","2022","Female","West Yorkshire","LGBO","100","90","27610","26130"
"New entrant CS","2022","Female","West Yorkshire","Undeclared","140","90","30860","27570"
"New entrant CS","2022","Female","West Yorkshire","Unknown","610","570","27750","24880"
"New entrant CS","2022","Male","Bedfordshire and Hertfordshire","Heterosexual / straight","190","190","30230","28140"
"New entrant CS","2022","Male","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Bedfordshire and Hertfordshire","Unknown","90","90","28150","27200"
"New entrant CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","330","330","30640","28140"
"New entrant CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","180","180","29040","27200"
"New entrant CS","2022","Male","Cheshire","Heterosexual / straight","140","140","31780","28840"
"New entrant CS","2022","Male","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cheshire","Unknown","70","60","25150","23140"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","Heterosexual / straight","80","70","25370","21260"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cumbria","Heterosexual / straight","80","70","30630","27570"
"New entrant CS","2022","Male","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cumbria","Unknown","60","60","25840","21300"
"New entrant CS","2022","Male","Derbyshire and Nottinghamshire","Heterosexual / straight","540","530","27600","26590"
"New entrant CS","2022","Male","Derbyshire and Nottinghamshire","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Derbyshire and Nottinghamshire","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Male","Derbyshire and Nottinghamshire","Unknown","280","270","26690","25000"
"New entrant CS","2022","Male","Devon","Heterosexual / straight","280","280","27810","24400"
"New entrant CS","2022","Male","Devon","LGBO","40","30","[c]","[c]"
"New entrant CS","2022","Male","Devon","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","Devon","Unknown","150","140","26700","23140"
"New entrant CS","2022","Male","Dorset and Somerset","Heterosexual / straight","200","200","27640","25000"
"New entrant CS","2022","Male","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Dorset and Somerset","Unknown","120","110","28220","24840"
"New entrant CS","2022","Male","East Anglia","Heterosexual / straight","510","500","26850","24920"
"New entrant CS","2022","Male","East Anglia","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Male","East Anglia","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","East Anglia","Unknown","210","200","28690","25000"
"New entrant CS","2022","Male","East Wales","Heterosexual / straight","730","720","30200","26350"
"New entrant CS","2022","Male","East Wales","LGBO","90","90","27660","24730"
"New entrant CS","2022","Male","East Wales","Undeclared","50","50","31310","27080"
"New entrant CS","2022","Male","East Wales","Unknown","310","300","27080","24030"
"New entrant CS","2022","Male","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","160","160","25900","23140"
"New entrant CS","2022","Male","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","East Yorkshire and Northern Lincolnshire","Unknown","80","80","23920","23140"
"New entrant CS","2022","Male","Eastern Scotland","Heterosexual / straight","690","680","29760","27230"
"New entrant CS","2022","Male","Eastern Scotland","LGBO","100","100","28640","27230"
"New entrant CS","2022","Male","Eastern Scotland","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Male","Eastern Scotland","Unknown","570","560","29690","26590"
"New entrant CS","2022","Male","Essex","Heterosexual / straight","150","150","29410","26140"
"New entrant CS","2022","Male","Essex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Essex","Unknown","120","110","27430","25000"
"New entrant CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1070","1060","33090","29230"
"New entrant CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","80","80","30040","27540"
"New entrant CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","100","100","33410","29180"
"New entrant CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","570","570","30390","26350"
"New entrant CS","2022","Male","Greater Manchester","Heterosexual / straight","840","830","29880","26590"
"New entrant CS","2022","Male","Greater Manchester","LGBO","120","120","28420","26590"
"New entrant CS","2022","Male","Greater Manchester","Undeclared","60","60","28920","26590"
"New entrant CS","2022","Male","Greater Manchester","Unknown","580","560","29710","26590"
"New entrant CS","2022","Male","Hampshire and Isle of Wight","Heterosexual / straight","520","490","30650","26350"
"New entrant CS","2022","Male","Hampshire and Isle of Wight","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Hampshire and Isle of Wight","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Male","Hampshire and Isle of Wight","Unknown","260","250","29410","26130"
"New entrant CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","150","150","27580","24520"
"New entrant CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","90","90","25810","23140"
"New entrant CS","2022","Male","Highlands and Islands","Heterosexual / straight","50","50","27900","26130"
"New entrant CS","2022","Male","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inner London - East","Heterosexual / straight","760","750","38500","32330"
"New entrant CS","2022","Male","Inner London - East","LGBO","100","90","38840","33400"
"New entrant CS","2022","Male","Inner London - East","Undeclared","80","80","42270","36450"
"New entrant CS","2022","Male","Inner London - East","Unknown","270","260","36060","31060"
"New entrant CS","2022","Male","Inner London - West","Heterosexual / straight","1640","1630","39170","34020"
"New entrant CS","2022","Male","Inner London - West","LGBO","280","270","38100","34210"
"New entrant CS","2022","Male","Inner London - West","Undeclared","290","220","38740","33210"
"New entrant CS","2022","Male","Inner London - West","Unknown","1120","1110","39020","33040"
"New entrant CS","2022","Male","Kent","Heterosexual / straight","220","220","27180","26140"
"New entrant CS","2022","Male","Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kent","Unknown","230","220","26150","24880"
"New entrant CS","2022","Male","Lancashire","Heterosexual / straight","440","430","26070","23140"
"New entrant CS","2022","Male","Lancashire","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lancashire","Unknown","160","150","26000","23140"
"New entrant CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","250","250","25760","23140"
"New entrant CS","2022","Male","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Leicestershire, Rutland and Northamptonshire","Unknown","100","100","24390","23140"
"New entrant CS","2022","Male","Lincolnshire","Heterosexual / straight","160","150","27490","26130"
"New entrant CS","2022","Male","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lincolnshire","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Merseyside","Heterosexual / straight","590","580","26820","24880"
"New entrant CS","2022","Male","Merseyside","LGBO","100","100","25080","24800"
"New entrant CS","2022","Male","Merseyside","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Male","Merseyside","Unknown","370","360","26170","24880"
"New entrant CS","2022","Male","North Eastern Scotland","Heterosexual / straight","60","60","35710","27400"
"New entrant CS","2022","Male","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Eastern Scotland","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","North Yorkshire","Heterosexual / straight","180","180","32990","29640"
"New entrant CS","2022","Male","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Yorkshire","Unknown","90","90","29080","25210"
"New entrant CS","2022","Male","Northern Ireland","Heterosexual / straight","140","140","30370","26590"
"New entrant CS","2022","Male","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northern Ireland","Unknown","140","140","25920","21250"
"New entrant CS","2022","Male","Northumberland, and Tyne and Wear","Heterosexual / straight","730","720","27820","26310"
"New entrant CS","2022","Male","Northumberland, and Tyne and Wear","LGBO","100","90","25450","21840"
"New entrant CS","2022","Male","Northumberland, and Tyne and Wear","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","Northumberland, and Tyne and Wear","Unknown","400","400","26660","24840"
"New entrant CS","2022","Male","Outer London - East and North East","Heterosexual / straight","150","150","31520","31060"
"New entrant CS","2022","Male","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Outer London - East and North East","Unknown","90","90","29610","29300"
"New entrant CS","2022","Male","Outer London - South","Heterosexual / straight","200","200","35300","31060"
"New entrant CS","2022","Male","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Outer London - South","Unknown","240","240","36470","31060"
"New entrant CS","2022","Male","Outer London - West and North West","Heterosexual / straight","260","250","31770","31020"
"New entrant CS","2022","Male","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Outer London - West and North West","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Male","Outer London - West and North West","Unknown","190","180","29750","28650"
"New entrant CS","2022","Male","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Shropshire and Staffordshire","Heterosexual / straight","270","260","29050","24800"
"New entrant CS","2022","Male","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
