"Status","Year","Sexual_orientation","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","60","50","37620","37270"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","G6/G7","70","60","64190","59690"
"Leaver CS","2021","Undeclared","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Inner London - West","SEO/HEO","60","60","39160","38960"
"Leaver CS","2021","Undeclared","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Central Scotland","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","AA/AO","70","40","20260","21170"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","AA/AO","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","EO","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","SEO/HEO","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","150","130","22050","21050"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","EO","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","AA/AO","130","110","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","EO","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","AA/AO","120","100","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","EO","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","AA/AO","190","160","20300","20230"
"Leaver CS","2021","Unknown","East Anglia","EO","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","SEO/HEO","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","AA/AO","360","300","19700","19520"
"Leaver CS","2021","Unknown","East Wales","EO","150","130","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","SEO/HEO","120","100","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","AA/AO","140","120","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","EO","60","50","[c]","[c]"
