"Status","Year","Region_ITL2","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Operational Delivery","100","90","30170","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Operational Delivery","140","120","29960","29080"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","60-64","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Operational Delivery","300","300","25470","24620"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Security","40","40","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Operational Delivery","210","200","27670","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Operational Delivery","140","130","29440","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Operational Delivery","130","130","29130","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Operational Delivery","140","140","23690","23140"
"New entrant CS","2022","Cheshire","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Operational Delivery","100","90","26160","23170"
"New entrant CS","2022","Cheshire","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","40-49","Finance","[c]","[c]","[c]","[c]"
