"Status","Year","Profession_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data and Technology","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Met Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Met Office","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Heterosexual / straight","80","80","51090","52850"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Unknown","80","80","51980","54790"
"New entrant CS","2021","Digital, Data and Technology","National Crime Agency","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Heterosexual / straight","70","70","37960","36030"
"New entrant CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Treasury (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Economics","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","Unknown","90","90","34750","32790"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Heterosexual / straight","80","80","31410","28050"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
