"Status","Year","Function_of_post","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Commercial","Female","Unknown","90","60","68500","64500"
"Leaver CS","2022","Commercial","Female","White","120","100","39670","36500"
"Leaver CS","2022","Commercial","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Unknown","120","100","69030","67270"
"Leaver CS","2022","Commercial","Male","White","130","120","46380","39650"
"Leaver CS","2022","Communications","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Unknown","80","60","41300","36360"
"Leaver CS","2022","Communications","Female","White","120","100","40600","37280"
"Leaver CS","2022","Communications","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Communications","Male","White","90","90","41070","37530"
"Leaver CS","2022","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","White","150","110","28050","27570"
"Leaver CS","2022","Counter Fraud","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","White","110","90","31050","27570"
"Leaver CS","2022","Debt","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","White","100","80","22500","21260"
"Leaver CS","2022","Debt","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","White","60","60","22770","21260"
"Leaver CS","2022","Digital, Data & Technology","Female","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Unknown","100","80","40730","36460"
"Leaver CS","2022","Digital, Data & Technology","Female","White","250","220","39930","35310"
"Leaver CS","2022","Digital, Data & Technology","Male","Asian","80","70","42780","38450"
"Leaver CS","2022","Digital, Data & Technology","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Undeclared","80","80","40990","36840"
"Leaver CS","2022","Digital, Data & Technology","Male","Unknown","200","180","39530","37230"
"Leaver CS","2022","Digital, Data & Technology","Male","White","550","520","43410","40050"
"Leaver CS","2022","Digital, Data & Technology","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","White","160","130","37000","33000"
"Leaver CS","2022","Finance","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","White","150","140","43670","38880"
"Leaver CS","2022","Grants Management","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","White","50","40","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","White","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","White","300","270","35900","31390"
"Leaver CS","2022","Human Resources","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","White","140","130","37260","33300"
"Leaver CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Female","White","310","270","45290","50500"
"Leaver CS","2022","Legal","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Legal","Male","White","190","180","51000","53050"
"Leaver CS","2022","No function","Female","Asian","730","660","32030","27570"
"Leaver CS","2022","No function","Female","Black","640","600","31330","30190"
"Leaver CS","2022","No function","Female","Mixed","350","330","29840","27570"
"Leaver CS","2022","No function","Female","Other ethnicity","90","90","33360","31060"
"Leaver CS","2022","No function","Female","Undeclared","410","350","30800","27570"
"Leaver CS","2022","No function","Female","Unknown","2480","2200","28680","23780"
"Leaver CS","2022","No function","Female","White","9140","7840","30920","27570"
"Leaver CS","2022","No function","Male","Asian","580","540","32950","27570"
"Leaver CS","2022","No function","Male","Black","320","310","30700","28500"
"Leaver CS","2022","No function","Male","Mixed","210","200","30310","27570"
"Leaver CS","2022","No function","Male","Other ethnicity","80","70","35830","30170"
"Leaver CS","2022","No function","Male","Undeclared","440","400","35120","29230"
"Leaver CS","2022","No function","Male","Unknown","2180","2020","30520","26550"
"Leaver CS","2022","No function","Male","White","6810","6310","32960","27570"
"Leaver CS","2022","Project Delivery","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Unknown","80","70","41190","37960"
"Leaver CS","2022","Project Delivery","Female","White","330","290","37700","34290"
"Leaver CS","2022","Project Delivery","Male","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Undeclared","50","50","39720","39310"
"Leaver CS","2022","Project Delivery","Male","Unknown","120","120","35510","33300"
"Leaver CS","2022","Project Delivery","Male","White","590","560","40050","37240"
"Leaver CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Unknown","60","50","24670","22010"
"Leaver CS","2022","Property","Female","White","160","140","31760","26500"
"Leaver CS","2022","Property","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Property","Male","Unknown","70","60","29900","25420"
"Leaver CS","2022","Property","Male","White","220","210","36190","33300"
"Leaver CS","2022","Security","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","White","130","120","31500","28890"
"Leaver CS","2022","Security","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Security","Male","Unknown","120","120","29460","26670"
"Leaver CS","2022","Security","Male","White","460","440","33170","33300"
"Leaver CS","2022","Unknown","Female","Asian","320","260","29660","27570"
"Leaver CS","2022","Unknown","Female","Black","170","140","29640","28670"
"Leaver CS","2022","Unknown","Female","Mixed","80","70","28320","26350"
"Leaver CS","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Undeclared","200","160","31020","27680"
"Leaver CS","2022","Unknown","Female","Unknown","1480","1270","29130","27570"
"Leaver CS","2022","Unknown","Female","White","3660","2980","30500","25400"
"Leaver CS","2022","Unknown","Male","Asian","270","240","30520","27570"
"Leaver CS","2022","Unknown","Male","Black","90","80","33240","28820"
"Leaver CS","2022","Unknown","Male","Mixed","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Undeclared","270","230","32650","30500"
"Leaver CS","2022","Unknown","Male","Unknown","1540","1420","32780","28980"
"Leaver CS","2022","Unknown","Male","White","3280","2900","33620","27570"
"Leaver Dept.","2021","Analysis","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","White","90","80","40390","34690"
"Leaver Dept.","2021","Analysis","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","White","80","80","42500","38860"
"Leaver Dept.","2021","Commercial","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","White","60","60","41340","36520"
"Leaver Dept.","2021","Communications","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","White","50","50","45140","39200"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","White","70","70","46560","42430"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","White","60","60","45680","45200"
"Leaver Dept.","2021","Finance","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","White","60","60","45170","42140"
"Leaver Dept.","2021","Grants Management","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","White","200","190","37440","32510"
"Leaver Dept.","2021","Human Resources","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Black","[c]","[c]","[c]","[c]"
