"Status","Year","Region_ITL1","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","West Midlands (England)","Unknown","60-64","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","White","20-29","290","290","25160","23320"
"Leaver CS","2022","West Midlands (England)","White","30-39","250","230","31510","27570"
"Leaver CS","2022","West Midlands (England)","White","40-49","240","220","35590","27570"
"Leaver CS","2022","West Midlands (England)","White","50-59","400","360","36470","27570"
"Leaver CS","2022","West Midlands (England)","White","60-64","310","250","32320","27570"
"Leaver CS","2022","West Midlands (England)","White","65+","240","180","29130","26780"
"Leaver CS","2022","Yorkshire and The Humber","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","20-29","90","80","24500","21430"
"Leaver CS","2022","Yorkshire and The Humber","Asian","30-39","60","60","28580","27570"
"Leaver CS","2022","Yorkshire and The Humber","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","20-29","260","230","23770","21260"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","30-39","170","150","31420","27570"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","40-49","120","90","40570","27570"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","50-59","100","80","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","65+","30","20","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","White","20-29","390","370","24650","22850"
"Leaver CS","2022","Yorkshire and The Humber","White","30-39","350","320","31440","27570"
"Leaver CS","2022","Yorkshire and The Humber","White","40-49","270","240","33970","27570"
"Leaver CS","2022","Yorkshire and The Humber","White","50-59","520","460","33250","27570"
"Leaver CS","2022","Yorkshire and The Humber","White","60-64","430","350","32390","27570"
"Leaver CS","2022","Yorkshire and The Humber","White","65+","330","240","27510","26670"
"Leaver CS","2022","Yorkshire and The Humber","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","30-39","50","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","East of England","White","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","White","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","East of England","White","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","20-29","210","200","33420","31970"
"Leaver Dept.","2021","London","Asian","30-39","180","180","41930","39250"
"Leaver Dept.","2021","London","Asian","40-49","110","100","46160","41570"
"Leaver Dept.","2021","London","Asian","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","20-29","100","90","32530","32560"
"Leaver Dept.","2021","London","Black","30-39","80","80","35910","33850"
"Leaver Dept.","2021","London","Black","40-49","70","60","39040","35090"
"Leaver Dept.","2021","London","Black","50-59","70","60","41430","38060"
"Leaver Dept.","2021","London","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","20-29","100","90","34690","32910"
"Leaver Dept.","2021","London","Mixed","30-39","80","70","44460","42360"
"Leaver Dept.","2021","London","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","30-39","60","60","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","20-29","670","600","36170","33510"
"Leaver Dept.","2021","London","Unknown","30-39","430","380","46560","48700"
"Leaver Dept.","2021","London","Unknown","40-49","180","160","56990","55820"
"Leaver Dept.","2021","London","Unknown","50-59","100","100","50540","51120"
"Leaver Dept.","2021","London","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","20-29","1040","980","36400","33760"
"Leaver Dept.","2021","London","White","30-39","850","790","49750","52300"
"Leaver Dept.","2021","London","White","40-49","420","390","60990","59410"
"Leaver Dept.","2021","London","White","50-59","200","190","59810","54700"
"Leaver Dept.","2021","London","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","White","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","White","20-29","130","120","22780","21010"
"Leaver Dept.","2021","North East (England)","White","30-39","150","140","26130","24910"
"Leaver Dept.","2021","North East (England)","White","40-49","90","80","28670","27570"
"Leaver Dept.","2021","North East (England)","White","50-59","70","70","[c]","[c]"
"Leaver Dept.","2021","North East (England)","White","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","White","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","20-29","90","90","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","30-39","70","70","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","50-59","[c]","[c]","[c]","[c]"
