"Status","Year","Age","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Commercial","70","60","27520","26780"
"In post","2021","60-64","EO","Communications","140","110","25980","26700"
"In post","2021","60-64","EO","Counter Fraud","250","190","28040","28130"
"In post","2021","60-64","EO","Debt","110","90","28020","28130"
"In post","2021","60-64","EO","Digital, Data & Technology","140","120","27810","27100"
"In post","2021","60-64","EO","Finance","110","100","27400","26930"
"In post","2021","60-64","EO","Grants Management","50","40","25880","25930"
"In post","2021","60-64","EO","Human Resources","100","80","28080","27720"
"In post","2021","60-64","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","EO","Legal","150","130","28200","28430"
"In post","2021","60-64","EO","No function","2660","2110","28790","28130"
"In post","2021","60-64","EO","Project Delivery","390","350","25520","26410"
"In post","2021","60-64","EO","Property","190","170","28250","27460"
"In post","2021","60-64","EO","Security","100","90","28190","26670"
"In post","2021","60-64","EO","Unknown","6160","4810","28160","27570"
"In post","2021","60-64","G6/G7","Analysis","60","50","60890","56780"
"In post","2021","60-64","G6/G7","Commercial","100","80","64560","61480"
"In post","2021","60-64","G6/G7","Communications","30","30","[c]","[c]"
"In post","2021","60-64","G6/G7","Counter Fraud","100","70","60220","58250"
"In post","2021","60-64","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Digital, Data & Technology","140","130","58150","57050"
"In post","2021","60-64","G6/G7","Finance","80","70","58220","57540"
"In post","2021","60-64","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Human Resources","70","60","60650","58650"
"In post","2021","60-64","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","G6/G7","Legal","350","290","62760","62590"
"In post","2021","60-64","G6/G7","No function","950","840","62140","59370"
"In post","2021","60-64","G6/G7","Project Delivery","380","340","59670","58170"
"In post","2021","60-64","G6/G7","Property","120","110","59680","57480"
"In post","2021","60-64","G6/G7","Security","30","30","[c]","[c]"
"In post","2021","60-64","G6/G7","Unknown","690","610","63130","61010"
"In post","2021","60-64","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","No function","190","160","107380","100660"
"In post","2021","60-64","SCS","Project Delivery","50","50","[c]","[c]"
"In post","2021","60-64","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SCS","Unknown","100","90","99220","86890"
"In post","2021","60-64","SEO/HEO","Analysis","80","60","37740","37320"
"In post","2021","60-64","SEO/HEO","Commercial","160","150","40370","40380"
"In post","2021","60-64","SEO/HEO","Communications","90","80","35920","35030"
"In post","2021","60-64","SEO/HEO","Counter Fraud","330","250","36640","35240"
"In post","2021","60-64","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Digital, Data & Technology","330","290","38160","37900"
"In post","2021","60-64","SEO/HEO","Finance","250","220","39860","38870"
"In post","2021","60-64","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Human Resources","200","170","38130","38580"
"In post","2021","60-64","SEO/HEO","Internal Audit","50","40","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Legal","180","150","41960","42200"
"In post","2021","60-64","SEO/HEO","No function","2390","1960","38590","36710"
"In post","2021","60-64","SEO/HEO","Project Delivery","1010","910","37940","38250"
"In post","2021","60-64","SEO/HEO","Property","410","360","38520","37450"
"In post","2021","60-64","SEO/HEO","Security","120","100","39340","34700"
"In post","2021","60-64","SEO/HEO","Unknown","2090","1760","37710","36370"
"In post","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","No function","960","820","30690","28200"
"In post","2021","60-64","Unknown","Project Delivery","90","80","45970","43630"
"In post","2021","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","170","170","39450","35380"
"In post","2021","65+","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Counter Fraud","50","40","[c]","[c]"
"In post","2021","65+","AA/AO","Debt","100","80","22510","21440"
"In post","2021","65+","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Finance","70","60","21410","20980"
"In post","2021","65+","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Human Resources","50","40","21390","21440"
"In post","2021","65+","AA/AO","Legal","80","70","21940","21950"
"In post","2021","65+","AA/AO","No function","2240","1630","21690","20670"
"In post","2021","65+","AA/AO","Project Delivery","30","20","[c]","[c]"
"In post","2021","65+","AA/AO","Property","150","130","20380","19320"
"In post","2021","65+","AA/AO","Security","150","130","22770","20310"
"In post","2021","65+","AA/AO","Unknown","2160","1700","21560","21010"
"In post","2021","65+","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Communications","50","40","[c]","[c]"
"In post","2021","65+","EO","Counter Fraud","50","40","28950","28130"
"In post","2021","65+","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","65+","EO","Finance","50","40","28260","28130"
"In post","2021","65+","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Legal","50","40","[c]","[c]"
"In post","2021","65+","EO","No function","800","590","28200","27430"
"In post","2021","65+","EO","Project Delivery","110","90","25720","26000"
"In post","2021","65+","EO","Property","70","60","27820","26780"
"In post","2021","65+","EO","Security","40","30","[c]","[c]"
"In post","2021","65+","EO","Unknown","1710","1230","28410","27570"
"In post","2021","65+","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","65+","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Legal","110","80","64190","62590"
"In post","2021","65+","G6/G7","No function","330","250","63600","62190"
"In post","2021","65+","G6/G7","Project Delivery","80","70","61480","59790"
"In post","2021","65+","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Unknown","160","130","66790","63180"
"In post","2021","65+","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS","No function","50","40","[c]","[c]"
"In post","2021","65+","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","65+","SCS","Unknown","30","30","[c]","[c]"
"In post","2021","65+","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","65+","SEO/HEO","Commercial","30","30","[c]","[c]"
"In post","2021","65+","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","65+","SEO/HEO","Counter Fraud","70","50","37530","36060"
"In post","2021","65+","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","65+","SEO/HEO","Digital, Data & Technology","90","70","38670","36460"
"In post","2021","65+","SEO/HEO","Finance","50","40","40480","40240"
"In post","2021","65+","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","65+","SEO/HEO","Human Resources","50","40","[c]","[c]"
"In post","2021","65+","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","SEO/HEO","Legal","40","30","[c]","[c]"
"In post","2021","65+","SEO/HEO","No function","660","470","38760","36570"
"In post","2021","65+","SEO/HEO","Project Delivery","280","230","38000","37640"
"In post","2021","65+","SEO/HEO","Property","130","110","39100","37510"
"In post","2021","65+","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","SEO/HEO","Unknown","550","430","38020","36460"
"In post","2021","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","No function","310","240","30630","28200"
"In post","2021","65+","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2021","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","Unknown","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Debt","50","50","[c]","[c]"
"In post","2022","16-19","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Legal","30","30","[c]","[c]"
"In post","2022","16-19","AA/AO","No function","600","560","21450","21250"
"In post","2022","16-19","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","AA/AO","Unknown","100","100","21750","21260"
"In post","2022","16-19","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","No function","80","80","26120","25520"
"In post","2022","16-19","EO","Project Delivery","90","90","18470","18030"
"In post","2022","16-19","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","16-19","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","16-19","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","16-19","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","20-29","AA/AO","Analysis","170","160","21840","21260"
"In post","2022","20-29","AA/AO","Commercial","70","70","21880","21640"
"In post","2022","20-29","AA/AO","Communications","120","120","21870","21250"
"In post","2022","20-29","AA/AO","Counter Fraud","380","370","22210","21260"
"In post","2022","20-29","AA/AO","Debt","1120","1070","21390","21250"
"In post","2022","20-29","AA/AO","Digital, Data & Technology","250","250","21180","21170"
"In post","2022","20-29","AA/AO","Finance","270","250","21590","21250"
