"Status","Year","Region_ITL1","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Unknown","Harrow and Hillingdon","190","180","29170","28650"
"In post","2021","London","Unknown","Hounslow and Richmond upon Thames","370","360","32080","30720"
"In post","2021","London","Unknown","Kensington & Chelsea and Hammersmith & Fulham","100","100","30580","31060"
"In post","2021","London","Unknown","Lambeth","370","350","42770","37630"
"In post","2021","London","Unknown","Lewisham and Southwark","130","120","37310","31060"
"In post","2021","London","Unknown","Merton, Kingston upon Thames and Sutton","90","80","28010","30470"
"In post","2021","London","Unknown","Redbridge and Waltham Forest","120","110","28330","30700"
"In post","2021","London","Unknown","Tower Hamlets","860","830","45550","39530"
"In post","2021","London","Unknown","Wandsworth","180","170","30260","30220"
"In post","2021","London","Unknown","Westminster","10240","10060","46470","40640"
"In post","2021","London","White","Barking & Dagenham and Havering","240","220","30270","31060"
"In post","2021","London","White","Barnet","760","710","42850","37960"
"In post","2021","London","White","Bexley and Greenwich","990","930","32490","31880"
"In post","2021","London","White","Brent","160","150","34270","31060"
"In post","2021","London","White","Bromley","250","220","29070","30700"
"In post","2021","London","White","Camden and City of London","1600","1540","44080","36540"
"In post","2021","London","White","Croydon","4510","4280","41880","36620"
"In post","2021","London","White","Ealing","110","110","31750","31060"
"In post","2021","London","White","Enfield","90","90","30120","31060"
"In post","2021","London","White","Hackney and Newham","1060","990","39320","36160"
"In post","2021","London","White","Haringey and Islington","500","480","33690","31880"
"In post","2021","London","White","Harrow and Hillingdon","1300","1150","32660","30520"
"In post","2021","London","White","Hounslow and Richmond upon Thames","1430","1360","34230","31880"
"In post","2021","London","White","Kensington & Chelsea and Hammersmith & Fulham","350","330","34250","32680"
"In post","2021","London","White","Lambeth","2570","2420","46360","40470"
"In post","2021","London","White","Lewisham and Southwark","530","500","36090","31060"
"In post","2021","London","White","Merton, Kingston upon Thames and Sutton","350","320","31980","31060"
"In post","2021","London","White","Redbridge and Waltham Forest","230","210","28550","29760"
"In post","2021","London","White","Tower Hamlets","3570","3440","53320","53660"
"In post","2021","London","White","Wandsworth","390","370","34100","33260"
"In post","2021","London","White","Westminster","31920","31010","50750","51710"
"In post","2021","North East (England)","Asian","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Durham CC","50","40","25090","21430"
"In post","2021","North East (England)","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Sunderland","40","30","[c]","[c]"
"In post","2021","North East (England)","Asian","Tyneside","250","230","28730","25190"
"In post","2021","North East (England)","Black","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Tyneside","100","100","27650","25560"
"In post","2021","North East (England)","Chinese","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Tyneside","40","30","[c]","[c]"
"In post","2021","North East (England)","Mixed","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Durham CC","50","40","[c]","[c]"
"In post","2021","North East (England)","Mixed","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Tyneside","120","120","29610","27230"
"In post","2021","North East (England)","Other ethnicity","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Darlington","40","30","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Durham CC","110","100","28840","26330"
"In post","2021","North East (England)","Undeclared","Hartlepool and Stockton-on-Tees","40","40","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","South Teesside","50","40","25740","25810"
"In post","2021","North East (England)","Undeclared","Sunderland","160","130","25540","21440"
"In post","2021","North East (England)","Undeclared","Tyneside","620","570","30310","26780"
"In post","2021","North East (England)","Unknown","Darlington","70","70","36590","29730"
"In post","2021","North East (England)","Unknown","Durham CC","650","610","24500","22350"
"In post","2021","North East (England)","Unknown","Hartlepool and Stockton-on-Tees","120","110","25620","24920"
"In post","2021","North East (England)","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","South Teesside","60","60","23770","21010"
"In post","2021","North East (England)","Unknown","Sunderland","590","510","23230","20140"
"In post","2021","North East (England)","Unknown","Tyneside","2830","2590","26840","24250"
"In post","2021","North East (England)","White","Darlington","830","790","35750","31990"
"In post","2021","North East (England)","White","Durham CC","4710","4200","27330","25750"
"In post","2021","North East (England)","White","Hartlepool and Stockton-on-Tees","1340","1220","27370","27570"
"In post","2021","North East (England)","White","Northumberland","350","310","28400","27570"
"In post","2021","North East (England)","White","South Teesside","970","870","26630","26120"
"In post","2021","North East (England)","White","Sunderland","3610","3040","25340","21440"
"In post","2021","North East (England)","White","Tyneside","12560","11360","29650","26120"
"In post","2021","North West (England)","Asian","Blackburn with Darwen","130","110","25510","27570"
"In post","2021","North West (England)","Asian","Blackpool","90","80","29550","27570"
"In post","2021","North West (England)","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","East Lancashire","70","60","24680","27570"
"In post","2021","North West (England)","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Greater Manchester North East","120","110","27460","27570"
"In post","2021","North West (England)","Asian","Greater Manchester North West","80","70","24510","24700"
"In post","2021","North West (England)","Asian","Greater Manchester South East","90","80","24280","21130"
"In post","2021","North West (England)","Asian","Greater Manchester South West","460","430","28540","25560"
"In post","2021","North West (England)","Asian","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Liverpool","90","90","35400","25040"
"In post","2021","North West (England)","Asian","Manchester","630","600","30570","27570"
"In post","2021","North West (England)","Asian","Mid Lancashire","650","580","23710","21010"
"In post","2021","North West (England)","Asian","Sefton","60","50","33430","27570"
"In post","2021","North West (England)","Asian","Warrington","40","40","[c]","[c]"
"In post","2021","North West (England)","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Asian","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Greater Manchester North East","40","30","[c]","[c]"
"In post","2021","North West (England)","Black","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Greater Manchester South East","30","30","[c]","[c]"
"In post","2021","North West (England)","Black","Greater Manchester South West","170","160","27300","25560"
"In post","2021","North West (England)","Black","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Liverpool","70","70","28670","24890"
"In post","2021","North West (England)","Black","Manchester","270","250","30140","27570"
"In post","2021","North West (England)","Black","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Sefton","30","30","[c]","[c]"
"In post","2021","North West (England)","Black","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Greater Manchester South West","30","30","[c]","[c]"
"In post","2021","North West (England)","Chinese","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Liverpool","40","30","[c]","[c]"
"In post","2021","North West (England)","Chinese","Manchester","40","40","[c]","[c]"
"In post","2021","North West (England)","Chinese","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Wirral","[c]","[c]","[c]","[c]"
