"Status","Year","Region_ITL1","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Wales","East Wales","United Kingdom Statistics Authority","80","80","40090","36390"
"Leaver Dept.","2021","Wales","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Department for Transport","120","120","28160","22790"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","West Wales and The Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire and Staffordshire","Ministry of Justice","50","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Department for Work and Pensions","60","60","26250","27570"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Ministry of Justice","130","120","23510","19930"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Department for Work and Pensions","50","50","34950","33650"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Home Office","60","50","30100","24890"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Department for Work and Pensions","90","90","35050","31990"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","HM Revenue and Customs","110","110","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Work and Pensions","80","80","28170","27570"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Department of Health and Social Care","160","140","41290","36330"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Ministry of Justice","110","100","25290","21170"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","Home Office","[c]","[c]","[c]","[c]"
