"Status","Year","Organisation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Department for Environment, Food and Rural Affairs","160","150","38090","36750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","780","740","40650","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","140","130","44230","38040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","Department for Environment, Food and Rural Affairs","2480","2410","45270","39830"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","Department for Environment, Food and Rural Affairs","550","530","39250","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","190","180","39460","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - West and North West","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","110","100","44190","39420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","Department for Environment, Food and Rural Affairs","70","70","41580","37930"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","120","110","47060","51860"
"In post","2021","Department for International Trade","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Eastern Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","Department for International Trade","2320","2290","45240","38950"
"In post","2021","Department for International Trade","Merseyside","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Northumberland and Tyne and Wear","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Department for International Trade","160","160","56610","54470"
"In post","2021","Department for International Trade","Surrey, East and West Sussex","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Tees Valley and Durham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Central Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Yorkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Department for Transport","120","110","60520","75640"
"In post","2021","Department for Transport (excl. agencies)","Inner London - East","Department for Transport","90","70","33020","32740"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","Department for Transport","2980","2930","48780","44030"
"In post","2021","Department for Transport (excl. agencies)","Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","North Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Northumberland and Tyne and Wear","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Department for Transport","130","120","35540","32180"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","Department for Transport","60","60","34990","30730"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","Department for Transport","40","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","Department for Transport","40","40","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Department for Work and Pensions","1110","1020","28790","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","1150","1050","28280","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Cheshire","Department for Work and Pensions","940","850","25480","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Department for Work and Pensions","830","740","25490","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Cumbria","Department for Work and Pensions","270","230","26610","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Department for Work and Pensions","2290","2030","26060","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Devon","Department for Work and Pensions","2040","1730","25570","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Department for Work and Pensions","910","800","26650","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","East Anglia","Department for Work and Pensions","1840","1610","26920","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","East Wales","Department for Work and Pensions","2240","2030","26210","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","1210","1030","25920","27570"
