"Status","Year","Age","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Declared disabled","90","80","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Declared non-disabled","430","380","33700","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Declared non-disabled","180","150","29170","26820"
"Leaver CS","2021","60-64","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Declared non-disabled","190","160","33660","27720"
"Leaver CS","2021","60-64","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","60-64","London","Declared disabled","80","70","41610","31880"
"Leaver CS","2021","60-64","London","Declared non-disabled","390","330","49510","43260"
"Leaver CS","2021","60-64","London","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","60-64","London","Unknown","110","90","55030","54400"
"Leaver CS","2021","60-64","North East (England)","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Declared non-disabled","250","180","28960","26580"
"Leaver CS","2021","60-64","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Declared disabled","70","60","32170","27570"
"Leaver CS","2021","60-64","North West (England)","Declared non-disabled","370","290","30920","27130"
"Leaver CS","2021","60-64","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Declared non-disabled","290","240","36150","29960"
"Leaver CS","2021","60-64","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","Unknown","130","110","41140","33650"
"Leaver CS","2021","60-64","South East (England)","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Declared non-disabled","270","230","33170","29270"
"Leaver CS","2021","60-64","South East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","Unknown","70","60","34350","30830"
"Leaver CS","2021","60-64","South West (England)","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Declared non-disabled","260","230","38460","33300"
"Leaver CS","2021","60-64","South West (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","Unknown","60","50","40150","37140"
"Leaver CS","2021","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","70","70","43120","36940"
"Leaver CS","2021","60-64","Wales","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Declared non-disabled","220","180","35820","27570"
"Leaver CS","2021","60-64","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Declared non-disabled","220","170","32390","27130"
"Leaver CS","2021","60-64","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Declared non-disabled","300","230","32160","27570"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Declared non-disabled","130","100","24460","21370"
"Leaver CS","2021","65+","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","65+","East of England","Declared non-disabled","150","110","28160","24280"
"Leaver CS","2021","65+","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","65+","London","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","65+","London","Declared non-disabled","300","230","37640","29890"
"Leaver CS","2021","65+","London","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","65+","London","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Declared disabled","60","40","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Declared non-disabled","170","110","23460","21010"
"Leaver CS","2021","65+","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Declared non-disabled","310","210","25360","21270"
"Leaver CS","2021","65+","North West (England)","Undeclared","40","20","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","65+","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scotland","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","65+","Scotland","Declared non-disabled","200","140","29950","26780"
"Leaver CS","2021","65+","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scotland","Unknown","100","80","32430","25870"
"Leaver CS","2021","65+","South East (England)","Declared disabled","60","40","[c]","[c]"
"Leaver CS","2021","65+","South East (England)","Declared non-disabled","260","200","28820","26120"
"Leaver CS","2021","65+","South East (England)","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","65+","South East (England)","Unknown","60","40","29870","22960"
"Leaver CS","2021","65+","South West (England)","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","65+","South West (England)","Declared non-disabled","220","170","31600","27570"
"Leaver CS","2021","65+","South West (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","65+","South West (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Wales","Declared disabled","50","30","[c]","[c]"
"Leaver CS","2021","65+","Wales","Declared non-disabled","180","120","29370","22860"
"Leaver CS","2021","65+","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","West Midlands (England)","Declared disabled","50","30","[c]","[c]"
"Leaver CS","2021","65+","West Midlands (England)","Declared non-disabled","160","120","28120","22080"
"Leaver CS","2021","65+","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Yorkshire and The Humber","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","65+","Yorkshire and The Humber","Declared non-disabled","180","120","27000","23500"
"Leaver CS","2021","65+","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Declared disabled","40","40","[c]","[c]"
