"Status","Year","Region_ITL3","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Croydon","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","HM Revenue and Customs","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Croydon","Home Office","Unknown","220","190","36770","29080"
"Leaver CS","2021","Croydon","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Ministry of Justice","No function","30","30","[c]","[c]"
"Leaver CS","2021","Croydon","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Croydon","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Derby","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","HM Revenue and Customs","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Devon CC","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Business, Energy and Industrial Strategy","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Department for Work and Pensions","Unknown","60","50","23750","21010"
"Leaver CS","2021","Devon CC","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","HM Revenue and Customs","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Devon CC","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Ministry of Defence","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Devon CC","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Ministry of Justice","No function","120","100","[c]","[c]"
"Leaver CS","2021","Dorset CC","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset CC","Ministry of Justice","No function","80","80","[c]","[c]"
"Leaver CS","2021","Dudley","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Dudley","HM Revenue and Customs","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","Dudley","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","HM Revenue and Customs","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Durham CC","Home Office","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Durham CC","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Ministry of Justice","No function","130","110","[c]","[c]"
"Leaver CS","2021","Ealing","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","HM Revenue and Customs","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","Ealing","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence","Security","50","50","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Department for Work and Pensions","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","East Kent","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Home Office","Unknown","60","60","26090","26360"
"Leaver CS","2021","East Kent","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Ministry of Justice","No function","100","90","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","Ministry of Justice","No function","60","50","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Department for Work and Pensions","Unknown","60","50","25160","21010"
"Leaver CS","2021","East Sussex CC","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Ministry of Justice","No function","30","30","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Department for Work and Pensions","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Falkirk","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Department for Work and Pensions","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","HM Revenue and Customs","Unknown","180","150","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Ministry of Justice","No function","100","100","[c]","[c]"
"Leaver CS","2021","Glasgow City","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Department for Work and Pensions","Unknown","110","90","25240","26120"
"Leaver CS","2021","Glasgow City","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","HM Revenue and Customs","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Glasgow City","Home Office","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Glasgow City","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Scottish Government","No function","50","40","29100","33650"
"Leaver CS","2021","Glasgow City","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Glasgow City","Scottish Government","Unknown","90","80","41590","37210"
"Leaver CS","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Department for Work and Pensions","Unknown","50","50","26360","27570"
"Leaver CS","2021","Greater Manchester North East","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Ministry of Justice","No function","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Department for Work and Pensions","Unknown","70","60","23320","21010"
"Leaver CS","2021","Greater Manchester North West","Ministry of Justice","No function","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Department for Work and Pensions","Unknown","60","50","23970","21010"
"Leaver CS","2021","Greater Manchester South East","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","HM Revenue and Customs","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Ministry of Justice","No function","40","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Department for Work and Pensions","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
