"Status","Year","Responsibility_level","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","City of Edinburgh","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","HM Revenue and Customs (excl. agencies)","160","160","55570","52580"
"In post","2021","G6/G7","City of Edinburgh","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","National Records of Scotland","50","50","62990","61060"
"In post","2021","G6/G7","City of Edinburgh","Registers of Scotland","50","50","59940","60630"
"In post","2021","G6/G7","City of Edinburgh","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Scotland Office (incl. Office of the Advocate General for Scotland)","40","30","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Scottish Courts and Tribunals Service","50","50","59840","60220"
"In post","2021","G6/G7","City of Edinburgh","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Scottish Government (excl. agencies)","1620","1540","62310","61010"
"In post","2021","G6/G7","City of Edinburgh","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Scottish Prison Service","80","70","60240","56110"
"In post","2021","G6/G7","City of Edinburgh","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Transport Scotland","30","30","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","City of Edinburgh","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Clackmannanshire and Fife","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Clackmannanshire and Fife","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Clackmannanshire and Fife","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Clackmannanshire and Fife","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Conwy and Denbighshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Conwy and Denbighshire","Welsh Government (excl. agencies)","70","60","62360","60830"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","Department for Education (excl. agencies)","140","140","55370","50970"
"In post","2021","G6/G7","Coventry","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","Education and Skills Funding Agency","200","200","54710","50630"
"In post","2021","G6/G7","Coventry","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","Institute for Apprenticeships and Technical Education","50","50","[c]","[c]"
"In post","2021","G6/G7","Coventry","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","Office of Qualifications and Examinations Regulation","100","90","53040","48350"
"In post","2021","G6/G7","Coventry","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Coventry","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","HM Land Registry","50","50","68560","69380"
"In post","2021","G6/G7","Croydon","HM Prison and Probation Service","80","80","69810","68610"
"In post","2021","G6/G7","Croydon","HM Revenue and Customs (excl. agencies)","400","380","63210","59160"
"In post","2021","G6/G7","Croydon","Home Office (incl. agencies)","950","930","62810","59960"
"In post","2021","G6/G7","Croydon","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Croydon","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Department for Education (excl. agencies)","140","130","53650","50630"
"In post","2021","G6/G7","Darlington","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","G6/G7","Darlington","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Darlington","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derby","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derby","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derby","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derby","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Met Office","520","490","52370","48540"
"In post","2021","G6/G7","Devon CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dudley","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dudley","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dudley","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dumfries and Galloway","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dumfries and Galloway","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dumfries and Galloway","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dumfries and Galloway","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dumfries and Galloway","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dumfries and Galloway","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Durham CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Ealing","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Ayrshire and North Ayrshire mainland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Ayrshire and North Ayrshire mainland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Ayrshire and North Ayrshire mainland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Ayrshire and North Ayrshire mainland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Cumbria","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Derbyshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Derbyshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Derbyshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Derbyshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Kent","Crown Prosecution Service","50","40","[c]","[c]"
"In post","2021","G6/G7","East Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Kent","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Kent","Home Office (incl. agencies)","30","30","[c]","[c]"
