"Status","Year","Responsibility_level","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Essex Haven Gateway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex Haven Gateway","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex Haven Gateway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex Haven Gateway","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex Thames Gateway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex Thames Gateway","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Falkirk","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Falkirk","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Falkirk","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Falkirk","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Fermanagh and Omagh","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Flintshire and Wrexham","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Glasgow City","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North East","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North East","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North West","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester North West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South East","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South East","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South East","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South West","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South West","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South West","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Greater Manchester South West","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gwent Valleys","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gwent Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gwent Valleys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gwynedd","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gwynedd","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gwynedd","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hackney and Newham","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hackney and Newham","HM Revenue and Customs (excl. agencies)","80","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hackney and Newham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hackney and Newham","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Haringey and Islington","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Haringey and Islington","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Haringey and Islington","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Haringey and Islington","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Haringey and Islington","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Harrow and Hillingdon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heart of Essex","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, County of","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, County of","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hertfordshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hounslow and Richmond upon Thames","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hounslow and Richmond upon Thames","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hounslow and Richmond upon Thames","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hounslow and Richmond upon Thames","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hounslow and Richmond upon Thames","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Hounslow and Richmond upon Thames","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Isle of Anglesey","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Isle of Anglesey","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Isle of Anglesey","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Isle of Wight","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Isle of Wight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent Thames Gateway","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent Thames Gateway","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent Thames Gateway","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kingston upon Hull, City of","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kingston upon Hull, City of","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kingston upon Hull, City of","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kingston upon Hull, City of","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lambeth","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lambeth","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lambeth","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lambeth","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lambeth","National Crime Agency","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lambeth","Public Health England","170","160","35960","36330"
"Leaver CS","2022","SEO/HEO","Lambeth","UK Health Security Agency","130","120","35290","36330"
"Leaver CS","2022","SEO/HEO","Lancaster and Wyre","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lancaster and Wyre","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Department for Work and Pensions (excl. agencies)","60","50","36260","34310"
"Leaver CS","2022","SEO/HEO","Leeds","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Public Health England","90","80","35950","36330"
"Leaver CS","2022","SEO/HEO","Leeds","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leeds","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicester","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicester","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicester","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicester","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire CC and Rutland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lewisham and Southwark","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lewisham and Southwark","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lewisham and Southwark","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lewisham and Southwark","Public Health England","60","50","38780","40070"
"Leaver CS","2022","SEO/HEO","Lewisham and Southwark","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lisburn and Castlereagh","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Liverpool","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Luton","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
