"Status","Year","Disability","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Heterosexual / straight","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Barking & Dagenham and Havering","100","80","31330","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Barnet","110","100","35840","31880"
"In post","2022","Declared disabled","Heterosexual / straight","Barnsley, Doncaster and Rotherham","360","320","27340","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","1070","1030","36470","33330"
"In post","2022","Declared disabled","Heterosexual / straight","Bedford","80","70","31120","28140"
"In post","2022","Declared disabled","Heterosexual / straight","Belfast","200","180","30900","28920"
"In post","2022","Declared disabled","Heterosexual / straight","Berkshire","250","240","34060","30950"
"In post","2022","Declared disabled","Heterosexual / straight","Bexley and Greenwich","140","140","30870","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Birmingham","1100","1010","31000","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Blackburn with Darwen","50","50","27740","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Blackpool","610","540","28290","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Bournemouth, Christchurch and Poole","100","90","26160","26410"
"In post","2022","Declared disabled","Heterosexual / straight","Bradford","250","220","26090","24090"
"In post","2022","Declared disabled","Heterosexual / straight","Breckland and South Norfolk","40","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Brent","40","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Bridgend and Neath Port Talbot","90","80","27480","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Brighton and Hove","70","60","31460","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Bristol, City of","540","490","33710","29180"
"In post","2022","Declared disabled","Heterosexual / straight","Bromley","80","70","33530","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Buckinghamshire","150","140","32130","28670"
"In post","2022","Declared disabled","Heterosexual / straight","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Calderdale and Kirklees","150","130","28420","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Cambridgeshire CC","280","260","32990","31550"
"In post","2022","Declared disabled","Heterosexual / straight","Camden and City of London","160","150","34730","28310"
"In post","2022","Declared disabled","Heterosexual / straight","Cardiff and Vale of Glamorgan","830","760","33260","28920"
"In post","2022","Declared disabled","Heterosexual / straight","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Central Bedfordshire","30","30","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Central Hampshire","260","250","33310","33000"
"In post","2022","Declared disabled","Heterosexual / straight","Central Valleys","250","230","28220","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Cheshire East","90","80","31630","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Cheshire West and Chester","70","60","26790","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Chorley and West Lancashire","110","100","29790","27570"
"In post","2022","Declared disabled","Heterosexual / straight","City of Edinburgh","810","770","38050","33370"
"In post","2022","Declared disabled","Heterosexual / straight","Clackmannanshire and Fife","110","100","31240","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Conwy and Denbighshire","70","60","30630","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Cornwall and Isles of Scilly","190","170","27440","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Coventry","200","180","34350","30090"
"In post","2022","Declared disabled","Heterosexual / straight","Croydon","770","720","38260","35050"
"In post","2022","Declared disabled","Heterosexual / straight","Darlington","120","110","35690","30770"
"In post","2022","Declared disabled","Heterosexual / straight","Derby","130","120","26290","24090"
"In post","2022","Declared disabled","Heterosexual / straight","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Devon CC","470","420","29640","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Dorset","190","180","29800","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Dudley","130","110","25840","25630"
"In post","2022","Declared disabled","Heterosexual / straight","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Durham","490","430","27360","25710"
"In post","2022","Declared disabled","Heterosexual / straight","Ealing","70","60","33390","31060"
"In post","2022","Declared disabled","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","80","70","25260","27230"
"In post","2022","Declared disabled","Heterosexual / straight","East Cumbria","90","80","29630","27190"
"In post","2022","Declared disabled","Heterosexual / straight","East Derbyshire","70","60","26810","27570"
"In post","2022","Declared disabled","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","120","110","30490","27570"
"In post","2022","Declared disabled","Heterosexual / straight","East Kent","360","330","28720","27370"
"In post","2022","Declared disabled","Heterosexual / straight","East Lancashire","80","70","26610","27570"
"In post","2022","Declared disabled","Heterosexual / straight","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","East Merseyside","160","140","28240","27570"
"In post","2022","Declared disabled","Heterosexual / straight","East Riding of Yorkshire","150","140","29150","27380"
"In post","2022","Declared disabled","Heterosexual / straight","East Surrey","80","70","32400","31020"
"In post","2022","Declared disabled","Heterosexual / straight","East Sussex CC","210","190","26300","26660"
"In post","2022","Declared disabled","Heterosexual / straight","Enfield","40","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Essex Haven Gateway","80","70","29370","29290"
"In post","2022","Declared disabled","Heterosexual / straight","Essex Thames Gateway","130","110","27720","28200"
"In post","2022","Declared disabled","Heterosexual / straight","Falkirk","130","120","28350","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Flintshire and Wrexham","170","150","27820","26610"
"In post","2022","Declared disabled","Heterosexual / straight","Glasgow City","980","900","30170","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Gloucestershire CC","150","130","29360","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Greater Manchester North East","140","120","27610","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Greater Manchester North West","230","210","26280","25160"
"In post","2022","Declared disabled","Heterosexual / straight","Greater Manchester South East","120","110","25440","22510"
"In post","2022","Declared disabled","Heterosexual / straight","Greater Manchester South West","450","420","32200","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Gwent Valleys","110","100","27350","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Gwynedd","70","70","24380","21690"
"In post","2022","Declared disabled","Heterosexual / straight","Hackney and Newham","510","470","38410","33440"
"In post","2022","Declared disabled","Heterosexual / straight","Haringey and Islington","150","140","32320","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Harrow and Hillingdon","250","230","31390","30180"
"In post","2022","Declared disabled","Heterosexual / straight","Hartlepool and Stockton-on-Tees","200","180","28220","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Heart of Essex","110","100","32020","29290"
"In post","2022","Declared disabled","Heterosexual / straight","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Hertfordshire CC","260","240","34190","30000"
"In post","2022","Declared disabled","Heterosexual / straight","Hounslow and Richmond upon Thames","190","180","32030","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Inverclyde, East Renfrewshire, and Renfrewshire","70","60","29880","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Inverness and Nairn, Moray, and Badenoch and Strathspey","90","80","28150","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Isle of Wight","100","90","28150","26470"
"In post","2022","Declared disabled","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","60","50","31240","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Kent Thames Gateway","150","140","29110","29290"
"In post","2022","Declared disabled","Heterosexual / straight","Kingston upon Hull, City of","210","180","27350","27130"
"In post","2022","Declared disabled","Heterosexual / straight","Lambeth","180","170","36980","33530"
"In post","2022","Declared disabled","Heterosexual / straight","Lancaster and Wyre","90","90","28600","26930"
"In post","2022","Declared disabled","Heterosexual / straight","Leeds","1010","940","33550","28920"
"In post","2022","Declared disabled","Heterosexual / straight","Leicester","250","230","26720","25120"
"In post","2022","Declared disabled","Heterosexual / straight","Leicestershire CC and Rutland","150","140","28240","26990"
"In post","2022","Declared disabled","Heterosexual / straight","Lewisham and Southwark","120","120","32900","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Lincolnshire CC","330","300","28520","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Lisburn and Castlereagh","30","30","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Liverpool","1020","920","29680","26590"
"In post","2022","Declared disabled","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Luton","60","60","27100","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Manchester","770","720","33690","30210"
"In post","2022","Declared disabled","Heterosexual / straight","Medway","130","130","32050","29290"
"In post","2022","Declared disabled","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","60","60","32270","31060"
"In post","2022","Declared disabled","Heterosexual / straight","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Mid Kent","100","90","30420","29290"
"In post","2022","Declared disabled","Heterosexual / straight","Mid Lancashire","600","530","27720","26310"
"In post","2022","Declared disabled","Heterosexual / straight","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Milton Keynes","190","180","30490","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Monmouthshire and Newport","380","350","32700","30710"
"In post","2022","Declared disabled","Heterosexual / straight","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","North and North East Lincolnshire","70","60","27610","27570"
"In post","2022","Declared disabled","Heterosexual / straight","North and West Norfolk","90","90","28460","27570"
"In post","2022","Declared disabled","Heterosexual / straight","North Hampshire","90","80","29550","27570"
"In post","2022","Declared disabled","Heterosexual / straight","North Lanarkshire","210","170","26380","22080"
"In post","2022","Declared disabled","Heterosexual / straight","North Northamptonshire","80","70","26550","27570"
"In post","2022","Declared disabled","Heterosexual / straight","North Nottinghamshire","130","120","29380","27570"
"In post","2022","Declared disabled","Heterosexual / straight","North Yorkshire CC","150","130","29860","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Northumberland","50","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Norwich and East Norfolk","220","190","28740","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Nottingham","770","710","31120","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Overseas","170","170","48220","44140"
"In post","2022","Declared disabled","Heterosexual / straight","Oxfordshire CC","220","200","33160","30210"
"In post","2022","Declared disabled","Heterosexual / straight","Perth and Kinross, and Stirling","80","70","32020","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Peterborough","180","160","29300","26780"
"In post","2022","Declared disabled","Heterosexual / straight","Plymouth","270","240","29600","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Portsmouth","330","300","29590","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Powys","50","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Redbridge and Waltham Forest","120","110","29760","30700"
"In post","2022","Declared disabled","Heterosexual / straight","Sandwell","60","50","29390","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Sefton","450","410","30050","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Sheffield","650","580","32230","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Shropshire","120","110","29910","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Solihull","90","80","29020","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Somerset CC","210","190","30960","27570"
"In post","2022","Declared disabled","Heterosexual / straight","South and West Derbyshire","110","90","31480","27570"
"In post","2022","Declared disabled","Heterosexual / straight","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","South Hampshire","340","290","31350","27570"
"In post","2022","Declared disabled","Heterosexual / straight","South Lanarkshire","260","220","30510","26820"
"In post","2022","Declared disabled","Heterosexual / straight","South Nottinghamshire","100","90","32070","29180"
"In post","2022","Declared disabled","Heterosexual / straight","South Teesside","160","140","27350","27570"
"In post","2022","Declared disabled","Heterosexual / straight","South West Wales","150","130","30120","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Southampton","110","100","30020","27570"
