"Status","Year","Region_ITL2","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","SEO/HEO","110","110","36700","37300"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Heterosexual / straight","AA/AO","120","120","20620","20400"
"Leaver Dept.","2022","Greater Manchester","Heterosexual / straight","EO","210","210","25940","26000"
"Leaver Dept.","2022","Greater Manchester","Heterosexual / straight","G6/G7","70","70","55050","50520"
"Leaver Dept.","2022","Greater Manchester","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Heterosexual / straight","SEO/HEO","180","170","34740","35310"
"Leaver Dept.","2022","Greater Manchester","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","AA/AO","80","80","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","EO","70","60","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","SEO/HEO","80","80","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Heterosexual / straight","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Heterosexual / straight","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Heterosexual / straight","SEO/HEO","70","70","35770","36840"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Heterosexual / straight","AA/AO","70","60","22850","22810"
"Leaver Dept.","2022","Inner London - East","Heterosexual / straight","EO","280","270","28360","27740"
"Leaver Dept.","2022","Inner London - East","Heterosexual / straight","G6/G7","440","410","58500","54700"
"Leaver Dept.","2022","Inner London - East","Heterosexual / straight","SCS","90","70","100980","95190"
"Leaver Dept.","2022","Inner London - East","Heterosexual / straight","SEO/HEO","680","640","36580","36330"
"Leaver Dept.","2022","Inner London - East","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","LGBO","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","LGBO","SEO/HEO","70","70","37240","36970"
"Leaver Dept.","2022","Inner London - East","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","G6/G7","90","80","60320","55130"
"Leaver Dept.","2022","Inner London - East","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Undeclared","SEO/HEO","110","100","36120","35350"
"Leaver Dept.","2022","Inner London - East","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","G6/G7","190","180","60990","58220"
"Leaver Dept.","2022","Inner London - East","Unknown","SCS","40","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Unknown","SEO/HEO","160","150","36750","35400"
"Leaver Dept.","2022","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Heterosexual / straight","AA/AO","90","90","24080","23770"
"Leaver Dept.","2022","Inner London - West","Heterosexual / straight","EO","410","390","28540","28310"
"Leaver Dept.","2022","Inner London - West","Heterosexual / straight","G6/G7","970","890","58460","56340"
"Leaver Dept.","2022","Inner London - West","Heterosexual / straight","SCS","210","190","88240","79280"
"Leaver Dept.","2022","Inner London - West","Heterosexual / straight","SEO/HEO","1390","1320","37310","36340"
"Leaver Dept.","2022","Inner London - West","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","LGBO","EO","60","60","28290","27680"
"Leaver Dept.","2022","Inner London - West","LGBO","G6/G7","120","110","56590","54700"
"Leaver Dept.","2022","Inner London - West","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","LGBO","SEO/HEO","210","200","36410","35060"
"Leaver Dept.","2022","Inner London - West","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","EO","130","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","G6/G7","320","110","58410","55860"
"Leaver Dept.","2022","Inner London - West","Undeclared","SCS","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Undeclared","SEO/HEO","400","200","37390","36800"
"Leaver Dept.","2022","Inner London - West","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","EO","140","120","28940","28650"
"Leaver Dept.","2022","Inner London - West","Unknown","G6/G7","440","330","58240","54800"
"Leaver Dept.","2022","Inner London - West","Unknown","SCS","80","60","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","SEO/HEO","880","750","34570","33100"
"Leaver Dept.","2022","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Heterosexual / straight","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Kent","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Kent","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Heterosexual / straight","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Heterosexual / straight","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Heterosexual / straight","SEO/HEO","60","60","34860","35310"
"Leaver Dept.","2022","Lancashire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Heterosexual / straight","AA/AO","100","90","21280","21530"
"Leaver Dept.","2022","Merseyside","Heterosexual / straight","EO","190","180","25940","25170"
"Leaver Dept.","2022","Merseyside","Heterosexual / straight","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Heterosexual / straight","SEO/HEO","110","110","34420","31990"
"Leaver Dept.","2022","Merseyside","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
