"Status","Year","Region_ITL2","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","EO","50","50","27160","26600"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","G6/G7","60","50","57030","53270"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","SEO/HEO","100","100","36980","38200"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","AA/AO","60","60","20660","20970"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","EO","100","90","25690","26370"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","SEO/HEO","110","110","34640","34170"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Devon","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Heterosexual / straight","AA/AO","70","60","21370","21820"
"Leaver Dept.","2022","East Anglia","Heterosexual / straight","EO","80","70","25960","25610"
"Leaver Dept.","2022","East Anglia","Heterosexual / straight","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Heterosexual / straight","SEO/HEO","110","100","35170","34170"
"Leaver Dept.","2022","East Anglia","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","East Wales","Heterosexual / straight","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Heterosexual / straight","EO","90","80","26410","27300"
"Leaver Dept.","2022","East Wales","Heterosexual / straight","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Heterosexual / straight","SEO/HEO","100","100","34740","34830"
"Leaver Dept.","2022","East Wales","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","SEO/HEO","70","70","33370","31990"
"Leaver Dept.","2022","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Heterosexual / straight","AA/AO","70","70","21420","21260"
"Leaver Dept.","2022","Eastern Scotland","Heterosexual / straight","EO","100","90","27570","27570"
"Leaver Dept.","2022","Eastern Scotland","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","AA/AO","130","120","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","Essex","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Heterosexual / straight","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Essex","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Heterosexual / straight","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2022","Essex","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","AA/AO","180","170","20700","19880"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","EO","260","250","24910","24650"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","G6/G7","230","230","56490","53760"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","SEO/HEO","620","590","34450","34530"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","G6/G7","70","60","57280","55270"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","SEO/HEO","90","80","35780","36330"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","G6/G7","70","60","56490","53500"
