"Status","Year","Sex","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","HM Revenue and Customs","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Revenue and Customs","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Revenue and Customs","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Revenue and Customs","Westminster","30","30","[c]","[c]"
"Leaver CS","2022","Male","HM Revenue and Customs","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","HM Treasury","Westminster","100","100","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Croydon","150","140","41470","35650"
"Leaver CS","2022","Male","Home Office","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","East Kent","60","50","29390","27370"
"Leaver CS","2022","Male","Home Office","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Greater Manchester South West","40","40","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Harrow and Hillingdon","80","50","33180","34630"
"Leaver CS","2022","Male","Home Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Liverpool","100","80","24730","21680"
"Leaver CS","2022","Male","Home Office","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Sheffield","60","60","29870","25040"
"Leaver CS","2022","Male","Home Office","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Home Office","Westminster","130","120","48140","41970"
"Leaver CS","2022","Male","Ministry of Defence","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","590","570","37150","35480"
"Leaver CS","2022","Male","Ministry of Defence","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Berkshire","90","90","33420","28750"
"Leaver CS","2022","Male","Ministry of Defence","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Cambridgeshire CC","60","60","40520","36220"
"Leaver CS","2022","Male","Ministry of Defence","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Central Hampshire","130","130","35560","33300"
"Leaver CS","2022","Male","Ministry of Defence","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","90","90","37060","39070"
"Leaver CS","2022","Male","Ministry of Defence","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Riding of Yorkshire","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Glasgow City","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Herefordshire, County of","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Hounslow and Richmond upon Thames","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Lincolnshire CC","60","60","27910","26350"
"Leaver CS","2022","Male","Ministry of Defence","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Mid and East Antrim","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","North Yorkshire CC","90","80","32170","33300"
"Leaver CS","2022","Male","Ministry of Defence","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Overseas","40","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Oxfordshire CC","150","150","24030","20970"
"Leaver CS","2022","Male","Ministry of Defence","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Plymouth","80","80","30900","26670"
"Leaver CS","2022","Male","Ministry of Defence","Portsmouth","100","100","34860","33300"
"Leaver CS","2022","Male","Ministry of Defence","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Shropshire","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Somerset CC","80","70","33550","33290"
"Leaver CS","2022","Male","Ministry of Defence","South Hampshire","60","60","30750","27320"
"Leaver CS","2022","Male","Ministry of Defence","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Staffordshire CC","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Suffolk CC","40","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Unknown","230","230","36170","33570"
"Leaver CS","2022","Male","Ministry of Defence","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Westminster","110","100","46630","41540"
"Leaver CS","2022","Male","Ministry of Defence","Wiltshire","320","310","34670","33300"
"Leaver CS","2022","Male","Ministry of Defence","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Defence","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Barnsley, Doncaster and Rotherham","90","90","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bedford","50","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bexley and Greenwich","80","70","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Birmingham","130","130","27040","20970"
"Leaver CS","2022","Male","Ministry of Justice","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Breckland and South Norfolk","60","60","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bristol, City of","60","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Buckinghamshire","60","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Cambridgeshire CC","70","60","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Camden and City of London","40","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Cardiff and Vale of Glamorgan","60","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Central Hampshire","50","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Chorley and West Lancashire","70","60","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Devon CC","100","90","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Dorset","80","70","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Durham","120","100","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Riding of Yorkshire","100","90","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Surrey","40","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","East Sussex CC","50","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Flintshire and Wrexham","130","130","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Greater Manchester North West","30","30","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Haringey and Islington","70","70","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Hartlepool and Stockton-on-Tees","50","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Heart of Essex","50","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Hertfordshire CC","60","60","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Isle of Wight","60","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","50","50","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Kent Thames Gateway","80","80","[c]","[c]"
"Leaver CS","2022","Male","Ministry of Justice","Kingston upon Hull, City of","40","30","[c]","[c]"
