"Status","Year","Age","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Knowledge and Information Management","90","80","40990","37470"
"In post","2021","40-49","Undeclared","Legal","300","280","49670","48220"
"In post","2021","40-49","Undeclared","Medicine","60","50","60410","65570"
"In post","2021","40-49","Undeclared","Operational Delivery","4210","3890","29780","26850"
"In post","2021","40-49","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Other","420","400","33830","28630"
"In post","2021","40-49","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Policy","580","560","51250","52580"
"In post","2021","40-49","Undeclared","Project Delivery","400","390","44530","40580"
"In post","2021","40-49","Undeclared","Property","160","150","37460","33300"
"In post","2021","40-49","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Science and Engineering","330","320","43680","41050"
"In post","2021","40-49","Undeclared","Security","230","230","34970","38910"
"In post","2021","40-49","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Tax","290","280","38980","32370"
"In post","2021","40-49","Undeclared","Unknown","1940","1780","30540","27570"
"In post","2021","40-49","Undeclared","Veterinarian","30","30","[c]","[c]"
"In post","2021","40-49","Unknown","Commercial","230","220","44460","40200"
"In post","2021","40-49","Unknown","Communications","220","210","49070","44910"
"In post","2021","40-49","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Counter Fraud","50","50","[c]","[c]"
"In post","2021","40-49","Unknown","Digital, Data and Technology","840","820","44200","40880"
"In post","2021","40-49","Unknown","Economics","50","50","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","340","330","41820","38630"
"In post","2021","40-49","Unknown","Human Resources","240","230","38170","33910"
"In post","2021","40-49","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Intelligence Analysis","80","80","47100","45200"
"In post","2021","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","International Trade","70","70","51640","51970"
"In post","2021","40-49","Unknown","Knowledge and Information Management","100","90","42840","41310"
"In post","2021","40-49","Unknown","Legal","840","760","51710","54080"
"In post","2021","40-49","Unknown","Medicine","150","130","58270","49930"
"In post","2021","40-49","Unknown","Operational Delivery","7280","6680","28640","25560"
"In post","2021","40-49","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Other","1030","1000","39810","34650"
"In post","2021","40-49","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Policy","950","910","54080","53360"
"In post","2021","40-49","Unknown","Project Delivery","510","500","45070","40930"
"In post","2021","40-49","Unknown","Property","230","220","36020","32110"
"In post","2021","40-49","Unknown","Psychology","60","50","43690","45110"
"In post","2021","40-49","Unknown","Science and Engineering","840","790","43710","41900"
"In post","2021","40-49","Unknown","Security","230","220","34690","38910"
"In post","2021","40-49","Unknown","Social Research","30","30","[c]","[c]"
"In post","2021","40-49","Unknown","Statistics","60","60","49980","50090"
"In post","2021","40-49","Unknown","Tax","1060","1010","30020","25590"
"In post","2021","40-49","Unknown","Unknown","7520","6690","32590","27570"
"In post","2021","40-49","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Heterosexual / straight","Commercial","1090","1070","44980","41700"
"In post","2021","50-59","Heterosexual / straight","Communications","480","470","42590","37410"
"In post","2021","50-59","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Heterosexual / straight","Counter Fraud","200","190","40050","37910"
"In post","2021","50-59","Heterosexual / straight","Digital, Data and Technology","2220","2170","44400","40580"
"In post","2021","50-59","Heterosexual / straight","Economics","100","90","63810","62480"
"In post","2021","50-59","Heterosexual / straight","Finance","2020","1930","41990","37900"
"In post","2021","50-59","Heterosexual / straight","Human Resources","1860","1780","41130","36970"
"In post","2021","50-59","Heterosexual / straight","Inspector of Education and Training","330","320","67660","74730"
"In post","2021","50-59","Heterosexual / straight","Intelligence Analysis","640","620","34530","31180"
"In post","2021","50-59","Heterosexual / straight","Internal Audit","240","240","48550","45810"
"In post","2021","50-59","Heterosexual / straight","International Trade","160","150","53290","51970"
"In post","2021","50-59","Heterosexual / straight","Knowledge and Information Management","530","510","38250","34610"
"In post","2021","50-59","Heterosexual / straight","Legal","2100","1980","51400","51490"
"In post","2021","50-59","Heterosexual / straight","Medicine","510","460","61860","47540"
"In post","2021","50-59","Heterosexual / straight","Operational Delivery","33670","31250","30750","27380"
"In post","2021","50-59","Heterosexual / straight","Operational Research","140","130","50810","47140"
"In post","2021","50-59","Heterosexual / straight","Other","5530","5360","30210","25870"
"In post","2021","50-59","Heterosexual / straight","Planning","40","30","[c]","[c]"
"In post","2021","50-59","Heterosexual / straight","Planning Inspectors","90","90","58790","58810"
"In post","2021","50-59","Heterosexual / straight","Policy","3870","3780","50470","47000"
"In post","2021","50-59","Heterosexual / straight","Project Delivery","3600","3510","45520","40780"
"In post","2021","50-59","Heterosexual / straight","Property","1880","1840","38410","33630"
"In post","2021","50-59","Heterosexual / straight","Psychology","110","110","38380","29750"
"In post","2021","50-59","Heterosexual / straight","Science and Engineering","2310","2240","42130","40720"
"In post","2021","50-59","Heterosexual / straight","Security","2280","2260","31870","26930"
"In post","2021","50-59","Heterosexual / straight","Social Research","100","90","50220","47000"
"In post","2021","50-59","Heterosexual / straight","Statistics","210","200","49040","47710"
"In post","2021","50-59","Heterosexual / straight","Tax","2710","2590","38270","35000"
"In post","2021","50-59","Heterosexual / straight","Unknown","24050","22110","31240","27570"
"In post","2021","50-59","Heterosexual / straight","Veterinarian","70","60","51240","51760"
"In post","2021","50-59","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Digital, Data and Technology","80","80","46880","43560"
"In post","2021","50-59","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Finance","50","40","[c]","[c]"
"In post","2021","50-59","LGBO","Human Resources","70","70","42570","40530"
"In post","2021","50-59","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Legal","110","110","56510","58070"
"In post","2021","50-59","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Operational Delivery","1230","1170","31190","28130"
"In post","2021","50-59","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Other","120","120","31630","26800"
"In post","2021","50-59","LGBO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Policy","210","210","54480","54500"
"In post","2021","50-59","LGBO","Project Delivery","110","110","44700","40050"
"In post","2021","50-59","LGBO","Property","40","40","[c]","[c]"
"In post","2021","50-59","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Science and Engineering","40","40","[c]","[c]"
"In post","2021","50-59","LGBO","Security","50","50","33690","32910"
"In post","2021","50-59","LGBO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Tax","110","100","36880","31870"
"In post","2021","50-59","LGBO","Unknown","950","900","31390","27570"
"In post","2021","50-59","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","180","170","42650","40580"
"In post","2021","50-59","Undeclared","Communications","90","90","37590","34610"
"In post","2021","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","470","450","41780","38930"
"In post","2021","50-59","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","340","320","40350","36650"
"In post","2021","50-59","Undeclared","Human Resources","230","210","38110","33300"
"In post","2021","50-59","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Intelligence Analysis","150","150","34150","31870"
"In post","2021","50-59","Undeclared","Internal Audit","50","50","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","130","130","38610","35000"
"In post","2021","50-59","Undeclared","Legal","380","350","47320","45100"
"In post","2021","50-59","Undeclared","Medicine","90","80","65830","46290"
"In post","2021","50-59","Undeclared","Operational Delivery","6320","5790","29860","27230"
"In post","2021","50-59","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Other","900","880","30900","26670"
"In post","2021","50-59","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Policy","670","650","49320","45650"
"In post","2021","50-59","Undeclared","Project Delivery","600","580","45020","40580"
"In post","2021","50-59","Undeclared","Property","350","330","38490","34830"
"In post","2021","50-59","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Science and Engineering","560","540","41540","40490"
"In post","2021","50-59","Undeclared","Security","390","380","35510","39070"
"In post","2021","50-59","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Tax","500","480","40060","36240"
"In post","2021","50-59","Undeclared","Unknown","3440","3130","29050","27570"
"In post","2021","50-59","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Commercial","220","210","42960","40140"
"In post","2021","50-59","Unknown","Communications","130","130","44920","39650"
"In post","2021","50-59","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Counter Fraud","70","70","45010","39490"
"In post","2021","50-59","Unknown","Digital, Data and Technology","630","620","44440","40300"
"In post","2021","50-59","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Finance","370","350","38020","33320"
"In post","2021","50-59","Unknown","Human Resources","210","200","39820","36830"
"In post","2021","50-59","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Intelligence Analysis","70","60","39060","32330"
"In post","2021","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","International Trade","70","70","48440","39460"
"In post","2021","50-59","Unknown","Knowledge and Information Management","90","80","37570","33790"
"In post","2021","50-59","Unknown","Legal","920","860","51800","55610"
"In post","2021","50-59","Unknown","Medicine","140","120","76970","78870"
"In post","2021","50-59","Unknown","Operational Delivery","10230","9300","28850","26580"
"In post","2021","50-59","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Other","1270","1240","38740","33390"
"In post","2021","50-59","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Policy","780","750","50740","48810"
"In post","2021","50-59","Unknown","Project Delivery","520","510","45680","40630"
"In post","2021","50-59","Unknown","Property","350","340","36940","33250"
"In post","2021","50-59","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Science and Engineering","740","710","45000","43650"
"In post","2021","50-59","Unknown","Security","280","280","36450","38630"
"In post","2021","50-59","Unknown","Social Research","[c]","[c]","[c]","[c]"
