"Status","Year","Organisation","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Courts and Tribunals Service","AA/AO","50-59","240","210","20550","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","AA/AO","60-64","170","130","20130","20100"
"Leaver CS","2022","HM Courts and Tribunals Service","AA/AO","65+","220","150","20250","20420"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","20-29","70","70","25280","25120"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","30-39","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","40-49","30","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","50-59","50","50","25130","25120"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO/HEO","20-29","40","40","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO/HEO","30-39","40","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO/HEO","40-49","40","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO/HEO","50-59","50","40","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO/HEO","60-64","40","30","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","20-29","50","50","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","50-59","40","30","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","60-64","30","20","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","20-29","1640","1620","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","30-39","1170","1130","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","40-49","540","520","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","50-59","590","550","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","60-64","290","230","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","65+","300","200","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","20-29","80","80","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","30-39","90","80","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","40-49","80","80","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","50-59","120","120","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","60-64","70","60","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","EO","65+","30","20","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","30-39","70","70","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","40-49","50","50","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","50-59","110","100","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","60-64","60","50","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","65+","30","20","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","20-29","450","430","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","30-39","380","340","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","40-49","260","230","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","50-59","290","250","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","60-64","210","180","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","65+","190","150","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","20-29","690","650","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","30-39","370","330","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","40-49","300","250","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","50-59","510","420","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","60-64","390","280","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","65+","350","250","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","20-29","150","150","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","30-39","100","100","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","40-49","80","70","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","50-59","190","170","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","60-64","210","150","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","65+","160","100","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","30-39","40","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","50-59","90","90","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","60-64","110","100","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","65+","40","20","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","20-29","80","70","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","30-39","100","100","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","40-49","70","70","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","50-59","170","150","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","60-64","290","230","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","65+","120","80","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AA/AO","20-29","40","40","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6/G7","30-39","40","40","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SEO/HEO","20-29","40","40","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA/AO","20-29","150","140","22110","21680"
"Leaver CS","2022","Home Office","AA/AO","30-39","80","60","21830","21680"
"Leaver CS","2022","Home Office","AA/AO","40-49","60","50","22230","21680"
"Leaver CS","2022","Home Office","AA/AO","50-59","80","60","21730","21680"
"Leaver CS","2022","Home Office","AA/AO","60-64","90","60","22000","21680"
"Leaver CS","2022","Home Office","AA/AO","65+","110","70","22000","21680"
"Leaver CS","2022","Home Office","EO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","EO","20-29","140","140","26800","25100"
"Leaver CS","2022","Home Office","EO","30-39","150","140","26160","25040"
"Leaver CS","2022","Home Office","EO","40-49","100","90","26440","25360"
"Leaver CS","2022","Home Office","EO","50-59","210","170","28120","27370"
"Leaver CS","2022","Home Office","EO","60-64","150","110","28760","27370"
"Leaver CS","2022","Home Office","EO","65+","100","70","28140","27370"
"Leaver CS","2022","Home Office","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO/HEO","20-29","110","110","37190","35200"
"Leaver CS","2022","Home Office","SEO/HEO","30-39","70","70","38010","37450"
"Leaver CS","2022","Home Office","SEO/HEO","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Home Office","SEO/HEO","50-59","90","80","36760","35300"
"Leaver CS","2022","Home Office","SEO/HEO","60-64","90","70","37470","36620"
"Leaver CS","2022","Home Office","SEO/HEO","65+","40","30","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","G6/G7","60-64","[c]","[c]","[c]","[c]"
