"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","G6/G7","West Central Scotland","320","310","60450","60020"
"In post","2021","Unknown","G6/G7","West Midlands","390","370","56340","52580"
"In post","2021","Unknown","G6/G7","West Wales and The Valleys","90","80","62750","59660"
"In post","2021","Unknown","G6/G7","West Yorkshire","480","460","55830","52580"
"In post","2021","Unknown","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","East Wales","30","30","[c]","[c]"
"In post","2021","Unknown","SCS","Eastern Scotland","60","60","90550","83230"
"In post","2021","Unknown","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","101860","93900"
"In post","2021","Unknown","SCS","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Unknown","SCS","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Unknown","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Inner London - East","170","160","101670","92330"
"In post","2021","Unknown","SCS","Inner London - West","810","790","91580","80000"
"In post","2021","Unknown","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Overseas","40","40","[c]","[c]"
"In post","2021","Unknown","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","West Midlands","40","40","[c]","[c]"
"In post","2021","Unknown","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","West Yorkshire","60","60","84150","74760"
"In post","2021","Unknown","SEO/HEO","Bedfordshire and Hertfordshire","150","140","38820","39000"
"In post","2021","Unknown","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","360","330","38210","38160"
"In post","2021","Unknown","SEO/HEO","Cheshire","120","110","39190","38160"
"In post","2021","Unknown","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Cumbria","60","50","34010","33790"
"In post","2021","Unknown","SEO/HEO","Derbyshire and Nottinghamshire","650","620","34450","31990"
"In post","2021","Unknown","SEO/HEO","Devon","1150","1090","37420","38450"
"In post","2021","Unknown","SEO/HEO","Dorset and Somerset","220","200","36250","33840"
"In post","2021","Unknown","SEO/HEO","East Anglia","450","430","34880","33840"
"In post","2021","Unknown","SEO/HEO","East Wales","1120","1080","34430","32140"
"In post","2021","Unknown","SEO/HEO","East Yorkshire and Northern Lincolnshire","60","60","37090","33860"
"In post","2021","Unknown","SEO/HEO","Eastern Scotland","1430","1340","38700","38540"
"In post","2021","Unknown","SEO/HEO","Essex","210","200","35890","35000"
"In post","2021","Unknown","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","1330","1270","35520","35550"
"In post","2021","Unknown","SEO/HEO","Greater Manchester","1090","1050","34000","31870"
"In post","2021","Unknown","SEO/HEO","Hampshire and Isle of Wight","580","560","35050","35000"
"In post","2021","Unknown","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","90","80","36190","34290"
"In post","2021","Unknown","SEO/HEO","Highlands and Islands","120","110","38460","37530"
"In post","2021","Unknown","SEO/HEO","Inner London - East","1090","1060","39190","38950"
"In post","2021","Unknown","SEO/HEO","Inner London - West","5410","5330","36330","35590"
"In post","2021","Unknown","SEO/HEO","Kent","150","150","37290","37320"
"In post","2021","Unknown","SEO/HEO","Lancashire","420","400","34910","34170"
"In post","2021","Unknown","SEO/HEO","Leicestershire, Rutland and Northamptonshire","150","140","35850","33840"
"In post","2021","Unknown","SEO/HEO","Lincolnshire","70","60","36300","35900"
"In post","2021","Unknown","SEO/HEO","Merseyside","680","650","33890","31990"
"In post","2021","Unknown","SEO/HEO","North Eastern Scotland","150","140","42140","39500"
"In post","2021","Unknown","SEO/HEO","North Yorkshire","180","170","34990","34600"
"In post","2021","Unknown","SEO/HEO","Northern Ireland","160","160","34200","31810"
"In post","2021","Unknown","SEO/HEO","Northumberland and Tyne and Wear","1010","970","33990","31990"
"In post","2021","Unknown","SEO/HEO","Outer London - East and North East","70","70","38740","37750"
"In post","2021","Unknown","SEO/HEO","Outer London - South","560","540","38000","36160"
"In post","2021","Unknown","SEO/HEO","Outer London - West and North West","350","330","39230","38930"
"In post","2021","Unknown","SEO/HEO","Overseas","340","340","42840","41600"
"In post","2021","Unknown","SEO/HEO","Shropshire and Staffordshire","200","190","35920","35000"
"In post","2021","Unknown","SEO/HEO","South Yorkshire","320","300","34910","34290"
"In post","2021","Unknown","SEO/HEO","Southern Scotland","350","330","35500","33930"
"In post","2021","Unknown","SEO/HEO","Surrey, East and West Sussex","230","210","37040","35500"
"In post","2021","Unknown","SEO/HEO","Tees Valley and Durham","170","160","36800","34640"
"In post","2021","Unknown","SEO/HEO","Unknown","450","440","32170","32000"
"In post","2021","Unknown","SEO/HEO","West Central Scotland","790","740","37220","35400"
"In post","2021","Unknown","SEO/HEO","West Midlands","970","930","35730","33840"
"In post","2021","Unknown","SEO/HEO","West Wales and The Valleys","290","260","36250","34290"
"In post","2021","Unknown","SEO/HEO","West Yorkshire","1070","1020","34060","32060"
"In post","2021","Unknown","Unknown","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","60","50","29070","24020"
"In post","2021","Unknown","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","East Anglia","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","East Wales","70","60","28590","28200"
"In post","2021","Unknown","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","36680","32710"
"In post","2021","Unknown","Unknown","Greater Manchester","60","60","27180","23840"
"In post","2021","Unknown","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Inner London - East","60","50","29470","26810"
"In post","2021","Unknown","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Lancashire","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Merseyside","50","40","26960","28200"
"In post","2021","Unknown","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Surrey, East and West Sussex","50","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","1840","1840","37590","34460"
"In post","2021","Unknown","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","West Midlands","80","60","27460","28200"
"In post","2021","Unknown","Unknown","West Wales and The Valleys","60","60","28700","28200"
"In post","2021","Unknown","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","AA/AO","Bedfordshire and Hertfordshire","820","770","24740","23720"
"In post","2022","Heterosexual / straight","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","2240","2130","25650","23380"
"In post","2022","Heterosexual / straight","AA/AO","Cheshire","850","780","22760","21260"
"In post","2022","Heterosexual / straight","AA/AO","Cornwall and Isles of Scilly","490","450","21210","21260"
"In post","2022","Heterosexual / straight","AA/AO","Cumbria","490","440","22540","21300"
"In post","2022","Heterosexual / straight","AA/AO","Derbyshire and Nottinghamshire","2450","2240","22650","21260"
"In post","2022","Heterosexual / straight","AA/AO","Devon","1960","1760","22680","21300"
"In post","2022","Heterosexual / straight","AA/AO","Dorset and Somerset","1200","1110","22730","21260"
"In post","2022","Heterosexual / straight","AA/AO","East Anglia","3400","3140","23790","21680"
"In post","2022","Heterosexual / straight","AA/AO","East Wales","3330","3050","22130","21260"
"In post","2022","Heterosexual / straight","AA/AO","East Yorkshire and Northern Lincolnshire","1460","1320","24070","22330"
"In post","2022","Heterosexual / straight","AA/AO","Eastern Scotland","2970","2760","22510","21260"
"In post","2022","Heterosexual / straight","AA/AO","Essex","900","820","23930","23550"
"In post","2022","Heterosexual / straight","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","2510","2320","22560","21260"
"In post","2022","Heterosexual / straight","AA/AO","Greater Manchester","3270","2970","21770","21260"
"In post","2022","Heterosexual / straight","AA/AO","Hampshire and Isle of Wight","3090","2630","22420","21170"
"In post","2022","Heterosexual / straight","AA/AO","Herefordshire, Worcestershire and Warwickshire","1160","1080","23300","21300"
"In post","2022","Heterosexual / straight","AA/AO","Highlands and Islands","480","450","22410","21260"
"In post","2022","Heterosexual / straight","AA/AO","Inner London - East","1470","1360","26270","25110"
"In post","2022","Heterosexual / straight","AA/AO","Inner London - West","2610","2480","26020","24370"
"In post","2022","Heterosexual / straight","AA/AO","Kent","1960","1850","25330","24250"
"In post","2022","Heterosexual / straight","AA/AO","Lancashire","3870","3470","22150","21260"
"In post","2022","Heterosexual / straight","AA/AO","Leicestershire, Rutland and Northamptonshire","1820","1640","22460","21260"
"In post","2022","Heterosexual / straight","AA/AO","Lincolnshire","1010","950","22510","21260"
"In post","2022","Heterosexual / straight","AA/AO","Merseyside","4510","4000","21480","21410"
"In post","2022","Heterosexual / straight","AA/AO","North Eastern Scotland","250","230","26380","23230"
"In post","2022","Heterosexual / straight","AA/AO","North Yorkshire","900","840","22560","21170"
"In post","2022","Heterosexual / straight","AA/AO","Northern Ireland","1070","1000","21260","21250"
"In post","2022","Heterosexual / straight","AA/AO","Northumberland, and Tyne and Wear","5060","4320","21320","21260"
"In post","2022","Heterosexual / straight","AA/AO","Outer London - East and North East","900","840","26940","25110"
"In post","2022","Heterosexual / straight","AA/AO","Outer London - South","1310","1180","24840","25630"
"In post","2022","Heterosexual / straight","AA/AO","Outer London - West and North West","1240","1110","25980","25110"
"In post","2022","Heterosexual / straight","AA/AO","Overseas","60","50","22120","22200"
"In post","2022","Heterosexual / straight","AA/AO","Shropshire and Staffordshire","2180","2020","23010","21300"
"In post","2022","Heterosexual / straight","AA/AO","South Yorkshire","2010","1760","22300","21680"
"In post","2022","Heterosexual / straight","AA/AO","Southern Scotland","1140","1000","22080","21260"
"In post","2022","Heterosexual / straight","AA/AO","Surrey, East and West Sussex","1930","1770","24820","22610"
"In post","2022","Heterosexual / straight","AA/AO","Tees Valley and Durham","3000","2670","23210","21680"
"In post","2022","Heterosexual / straight","AA/AO","Unknown","130","120","22380","21260"
"In post","2022","Heterosexual / straight","AA/AO","West Central Scotland","4190","3760","22690","21260"
"In post","2022","Heterosexual / straight","AA/AO","West Midlands","3350","2990","21560","21260"
"In post","2022","Heterosexual / straight","AA/AO","West Wales and The Valleys","4480","3960","21550","21840"
"In post","2022","Heterosexual / straight","AA/AO","West Yorkshire","2920","2620","22620","21260"
"In post","2022","Heterosexual / straight","EO","Bedfordshire and Hertfordshire","1190","1110","28900","29290"
"In post","2022","Heterosexual / straight","EO","Berkshire, Buckinghamshire and Oxfordshire","1690","1600","29260","28170"
"In post","2022","Heterosexual / straight","EO","Cheshire","1000","950","29850","28840"
