"Status","Year","Function_of_post","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Heterosexual / straight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Leeds","120","110","42910","36820"
"In post","2021","Commercial","Heterosexual / straight","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Liverpool","160","150","39240","34800"
"In post","2021","Commercial","Heterosexual / straight","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Manchester","100","100","40650","36780"
"In post","2021","Commercial","Heterosexual / straight","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Milton Keynes","70","60","43490","40330"
"In post","2021","Commercial","Heterosexual / straight","Monmouthshire and Newport","70","70","35460","32140"
"In post","2021","Commercial","Heterosexual / straight","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Norwich and East Norfolk","80","80","39860","35570"
"In post","2021","Commercial","Heterosexual / straight","Nottingham","40","30","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Overseas","30","30","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Peterborough","30","30","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Portsmouth","80","70","33430","33300"
"In post","2021","Commercial","Heterosexual / straight","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Sefton","30","30","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Sheffield","50","50","43920","39130"
"In post","2021","Commercial","Heterosexual / straight","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Somerset","30","30","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","South Lanarkshire","50","50","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Staffordshire CC","90","90","34550","31180"
"In post","2021","Commercial","Heterosexual / straight","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Swansea","120","110","34760","31380"
"In post","2021","Commercial","Heterosexual / straight","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Tower Hamlets","120","120","47080","43490"
"In post","2021","Commercial","Heterosexual / straight","Tyneside","30","30","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Westminster","690","670","55740","47590"
"In post","2021","Commercial","Heterosexual / straight","Wiltshire","240","230","34010","33300"
"In post","2021","Commercial","Heterosexual / straight","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heterosexual / straight","York","40","40","[c]","[c]"
"In post","2021","Commercial","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","LGBO","Torbay","[c]","[c]","[c]","[c]"
