"Status","Year","Responsibility_level","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SCS","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Cabinet Office","160","160","82260","71500"
"New entrant CS","2021","SCS","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Department of Health and Social Care","50","50","99310","88000"
"New entrant CS","2021","SCS","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department for Environment, Food and Rural Affairs","70","70","33500","32560"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Department of Health and Social Care","80","70","34180","32790"
"New entrant CS","2021","SEO/HEO","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Ministry of Defence","60","60","34030","33000"
"New entrant CS","2021","SEO/HEO","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Ministry of Justice","70","70","32680","31000"
"New entrant CS","2021","SEO/HEO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","United Kingdom Statistics Authority","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Attorney General's Departments","60","60","42160","43920"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Cabinet Office","200","200","35850","34550"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department for Business, Energy and Industrial Strategy","410","400","35620","33570"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department for Digital, Culture, Media and Sport","170","170","36150","34020"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department for Education","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department for Environment, Food and Rural Affairs","440","430","33300","32560"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department for International Trade","110","110","33010","31800"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department for Transport","270","270","36020","34710"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department for Work and Pensions","330","330","35630","35000"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Department of Health and Social Care","810","710","34930","33800"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","HM Revenue and Customs","320","320","33860","31810"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","HM Treasury","170","170","32200","32320"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Home Office","80","70","38620","37460"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Ministry of Defence","900","890","35730","34000"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Ministry of Housing, Communities and Local Government","110","110","34350","33210"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Ministry of Justice","460","450","32660","30990"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Office for Standards in Education","70","70","41630","42460"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Office of Gas and Electricity Markets","70","70","36540","36000"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Scottish Government","260","260","35280","33550"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","The National Archives","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","UK Export Finance","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","United Kingdom Statistics Authority","220","220","33080","32540"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Welsh Government","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Department for Transport","100","100","33910","34710"
"New entrant CS","2021","SEO/HEO","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Department of Health and Social Care","120","100","35020","33760"
"New entrant CS","2021","SEO/HEO","Undeclared","Food Standards Agency","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","HM Treasury","70","70","32380","32320"
"New entrant CS","2021","SEO/HEO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Attorney General's Departments","110","110","38330","38000"
"New entrant CS","2021","SEO/HEO","Unknown","Cabinet Office","640","640","29180","28000"
"New entrant CS","2021","SEO/HEO","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Department for Business, Energy and Industrial Strategy","220","210","35580","33570"
"New entrant CS","2021","SEO/HEO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Department for Education","300","290","34380","36500"
"New entrant CS","2021","SEO/HEO","Unknown","Department for Environment, Food and Rural Affairs","140","130","34040","33300"
"New entrant CS","2021","SEO/HEO","Unknown","Department for International Trade","90","80","34940","32120"
"New entrant CS","2021","SEO/HEO","Unknown","Department for Transport","90","90","36810","36040"
"New entrant CS","2021","SEO/HEO","Unknown","Department for Work and Pensions","70","70","36950","36650"
"New entrant CS","2021","SEO/HEO","Unknown","Department of Health and Social Care","610","590","34270","32790"
"New entrant CS","2021","SEO/HEO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","HM Land Registry","60","60","39430","38550"
"New entrant CS","2021","SEO/HEO","Unknown","HM Revenue and Customs","390","390","33920","31810"
"New entrant CS","2021","SEO/HEO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Home Office","370","360","37580","36460"
"New entrant CS","2021","SEO/HEO","Unknown","Ministry of Defence","210","210","36530","37160"
"New entrant CS","2021","SEO/HEO","Unknown","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Ministry of Justice","340","330","33070","30990"
"New entrant CS","2021","SEO/HEO","Unknown","National Crime Agency","230","220","41880","40210"
"New entrant CS","2021","SEO/HEO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Other Cabinet Office Agencies","60","60","32820","31780"
"New entrant CS","2021","SEO/HEO","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Scottish Government","290","280","35290","32650"
"New entrant CS","2021","SEO/HEO","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","United Kingdom Statistics Authority","340","340","32940","32540"
"New entrant CS","2021","SEO/HEO","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Ministry of Justice","130","120","23450","22920"
"New entrant CS","2021","Unknown","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Ministry of Defence","170","170","37560","33600"
"New entrant CS","2021","Unknown","Declared non-disabled","Ministry of Justice","870","810","23070","22920"
"New entrant CS","2021","Unknown","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","HM Revenue and Customs","330","320","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Ministry of Defence","60","50","28620","26670"
"New entrant CS","2021","Unknown","Unknown","Ministry of Justice","410","360","22480","22920"
"New entrant CS","2022","AA/AO","Declared disabled","Attorney General's Departments","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Department for Environment, Food and Rural Affairs","50","50","21620","21300"
"New entrant CS","2022","AA/AO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Department for Work and Pensions","570","550","21580","21260"
"New entrant CS","2022","AA/AO","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","HM Revenue and Customs","190","180","21340","21250"
"New entrant CS","2022","AA/AO","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Ministry of Defence","60","50","21250","21170"
"New entrant CS","2022","AA/AO","Declared disabled","Ministry of Justice","400","390","22810","21070"
"New entrant CS","2022","AA/AO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Scottish Government","120","120","21700","21050"
"New entrant CS","2022","AA/AO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Attorney General's Departments","210","210","21260","21250"
"New entrant CS","2022","AA/AO","Declared non-disabled","Cabinet Office","70","70","21250","21050"
"New entrant CS","2022","AA/AO","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for Business, Energy and Industrial Strategy","190","190","20420","20660"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for Environment, Food and Rural Affairs","660","630","21500","21300"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for Transport","420","400","21130","21840"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department for Work and Pensions","3240","3170","21610","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","Department of Health and Social Care","260","220","21530","20260"
"New entrant CS","2022","AA/AO","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","HM Land Registry","110","100","22560","22600"
"New entrant CS","2022","AA/AO","Declared non-disabled","HM Revenue and Customs","2020","1940","21340","21250"
"New entrant CS","2022","AA/AO","Declared non-disabled","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Ministry of Defence","680","660","21670","21170"
"New entrant CS","2022","AA/AO","Declared non-disabled","Ministry of Justice","4130","4090","23390","23140"
"New entrant CS","2022","AA/AO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","Scottish Government","880","860","21770","21050"
"New entrant CS","2022","AA/AO","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","UK Statistics Authority","170","140","19890","19860"
"New entrant CS","2022","AA/AO","Declared non-disabled","Welsh Government","60","60","22020","21300"
"New entrant CS","2022","AA/AO","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Department for Work and Pensions","170","170","21470","21260"
"New entrant CS","2022","AA/AO","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","HM Revenue and Customs","90","90","21500","21250"
"New entrant CS","2022","AA/AO","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Ministry of Justice","120","120","22590","20970"
"New entrant CS","2022","AA/AO","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
