"Status","Year","Parent_department","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","G6/G7","Unknown","80","80","57410","54700"
"In post","2021","Cabinet Office","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Westminster","1750","1720","60070","56370"
"In post","2021","Cabinet Office","G6/G7","Wiltshire","30","30","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","York","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Tower Hamlets","30","30","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","Westminster","710","700","94130","80070"
"In post","2021","Cabinet Office","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SCS","York","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Croydon","30","30","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Greater Manchester South West","80","80","35270","37300"
"In post","2021","Cabinet Office","SEO/HEO","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Leeds","90","80","32980","32220"
"In post","2021","Cabinet Office","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Liverpool","40","40","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Manchester","50","50","31810","32000"
"In post","2021","Cabinet Office","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Milton Keynes","40","40","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Sheffield","40","40","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Tower Hamlets","240","240","36650","35590"
"In post","2021","Cabinet Office","SEO/HEO","Tyneside","120","120","33170","32000"
"In post","2021","Cabinet Office","SEO/HEO","Unknown","460","450","31530","32000"
"In post","2021","Cabinet Office","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","Westminster","2320","2310","33960","34550"
"In post","2021","Cabinet Office","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","SEO/HEO","York","160","150","35310","33300"
"In post","2021","Chancellor's other departments","AA/AO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","AA/AO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","EO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Camden and City of London","110","100","87270","82360"
"In post","2021","Chancellor's other departments","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","G6/G7","Westminster","60","60","59420","55440"
"In post","2021","Chancellor's other departments","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SCS","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Camden and City of London","60","60","42270","41210"
"In post","2021","Chancellor's other departments","SEO/HEO","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","SEO/HEO","Westminster","70","60","41020","42550"
"In post","2021","Charity Commission","AA/AO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Sefton","90","90","24640","24440"
"In post","2021","Charity Commission","EO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Sefton","30","30","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Sefton","170","160","32880","29550"
"In post","2021","Charity Commission","SEO/HEO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Westminster","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Tower Hamlets","70","70","28600","28160"
"In post","2021","Competition and Markets Authority","G6/G7","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Tower Hamlets","390","380","66620","64220"
"In post","2021","Competition and Markets Authority","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS","Tower Hamlets","110","100","109740","101590"
"In post","2021","Competition and Markets Authority","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","Tower Hamlets","190","180","37880","35660"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Birmingham","170","160","20570","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Cardiff and Vale of Glamorgan","440","380","21620","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","City of Edinburgh","70","70","20940","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Croydon","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Devon CC","120","110","22120","21080"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Hackney and Newham","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
